Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,total_vaccinations_per_hundred,gdp_per_capita,aged_70_older,life_expectancy,new_cases_smoothed_per_million,new_deaths_smoothed_per_million
0.0,0.0,0.0,0.0,0.0,0.0,99.66,0.0,0.34,0.0,0.0,169.9,33132.32,7.359,82.97,152.037,1.076
0.0,0.0,0.0,0.0,0.0,0.0,99.69,0.0,0.31,0.0,0.0,171.59,33132.32,7.359,82.97,64.24,0.63
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,172.67,33132.32,7.359,82.97,46.358,0.292
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0805128205128205,77.98500000000001,35220.084,16.24,83.51,18.638,3.928
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,77.98500000000001,35220.084,16.24,83.51,10.11,2.059
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,77.98500000000001,35220.084,16.24,83.51,4.925,1.157
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,77.98500000000001,35220.084,16.24,83.51,3.384,0.677
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,77.98500000000001,35220.084,16.24,83.51,3.273,0.296
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,77.98500000000001,35220.084,16.24,83.51,21.099,0.099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,77.98500000000001,35220.084,16.24,83.51,23.61,0.168
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,77.98500000000001,35220.084,16.24,83.51,28.061,0.301
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,99.24,0.0,0.0,65.09,35220.084,16.24,83.51,75.686,0.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,98.26,0.0,0.0,0.8,35220.084,16.24,83.51,282.108,2.042
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,99.52,0.0,0.0,39.035,35220.084,16.24,83.51,541.41,6.368
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,99.06,0.0,0.0,39.035,35220.084,16.24,83.51,534.616,11.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,99.14,0.0,0.0,0.8,35220.084,16.24,83.51,333.678,11.903
0.0,0.0,0.0,0.0,0.0,0.14,0.0,4.44,95.42,0.0,0.0,0.8,35220.084,16.24,83.51,256.328,9.946
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61,80.39,0.0,0.0,0.33,35220.084,16.24,83.51,260.232,7.833
0.0,0.0,1.26,0.0,0.0,0.25,0.0,23.23,75.26,0.0,0.0,1.27,35220.084,16.24,83.51,290.547,8.337
0.0,0.09,1.55,0.0,0.0,0.0,1.2,24.27,72.89,0.0,0.0,2.57,35220.084,16.24,83.51,201.788,7.873
0.3,0.0,4.66,0.0,0.0,0.4,0.0,59.11,35.53,0.0,0.0,4.52,35220.084,16.24,83.51,198.191,6.472
0.46,0.03,7.3,0.0,0.0,0.33,0.0,44.72,47.16,0.0,0.0,6.19,35220.084,16.24,83.51,212.129,5.104
0.15,0.0,3.48,0.0,0.0,0.85,0.0,69.42,26.1,0.0,0.0,9.6,35220.084,16.24,83.51,338.397,5.107
0.31,0.0,3.25,0.0,0.0,1.4,3.65,75.98,15.41,0.0,0.0,13.67,35220.084,16.24,83.51,384.509,6.695
0.18,0.0,3.65,0.03,0.0,1.13,0.06,87.94,6.95,0.0,0.0,19.18,35220.084,16.24,83.51,317.075,7.043
0.32,0.0,4.73,0.03,0.03,1.08,0.13,90.64,3.01,0.0,0.0,26.39,35220.084,16.24,83.51,235.226,6.226
0.22,0.0,5.42,0.1,0.07,1.85,1.52,85.38,5.14,0.0,0.0,35.64,35220.084,16.24,83.51,188.356,4.482
0.53,0.0,9.64,0.09,0.09,0.79,4.65,81.33,2.7,0.0,0.0,46.91,35220.084,16.24,83.51,109.541,2.994
0.57,0.0,11.57,0.19,0.0,1.02,4.93,74.23,7.11,0.08,0.0,58.64,35220.084,16.24,83.51,54.781,1.877
0.13,0.0,13.25,0.4,0.0,1.86,16.71,61.65,5.34,0.33,0.0,71.54,35220.084,16.24,83.51,28.589,1.065
0.1,0.0,12.53,0.0,0.16,0.62,30.81,48.94,5.39,0.05,0.0,84.43,35220.084,16.24,83.51,11.823,0.495
0.03,0.0,5.82,0.0,0.0,0.23,70.47,20.4,2.62,0.03,0.0,96.95,35220.084,16.24,83.51,19.798,0.256
0.09,0.0,1.83,0.0,0.0,0.07,91.36,5.23,1.28,0.07,0.0,109.67,35220.084,16.24,83.51,73.365,0.23
0.05,0.0,0.45,0.0,0.0,0.1,95.81,2.11,1.39,0.02,0.0,120.0,35220.084,16.24,83.51,99.59,0.364
0.0,0.0,0.1,0.0,0.0,0.0,99.1,0.61,0.19,0.0,0.0,125.56,35220.084,16.24,83.51,105.168,0.802
0.0,0.0,0.0,0.0,0.0,0.0,99.64,0.3,0.06,0.0,0.0,131.81,35220.084,16.24,83.51,95.34,0.996
0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.2,0.0,0.0,0.0,137.11,35220.084,16.24,83.51,69.363,0.944
0.0,0.0,0.0,0.0,0.0,0.0,99.69,0.27,0.04,0.0,0.0,141.6,35220.084,16.24,83.51,51.018,0.771
0.0,0.0,0.11,0.0,0.0,0.0,96.18,2.76,0.95,0.0,0.0,145.53,35220.084,16.24,83.51,41.794,0.592
0.0,0.0,0.0,0.0,0.0,0.0,99.73,0.14,0.13,0.0,0.0,148.96,35220.084,16.24,83.51,73.509,0.625
0.0,0.0,0.0,0.0,0.0,0.0,99.38,0.0,0.62,0.0,0.0,153.01,35220.084,16.24,83.51,124.632,0.937
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,154.46,35220.084,16.24,83.51,143.133,0.937
0.0,0.0,0.0,0.0,0.89,0.0,0.0,99.11,0.0,0.0,0.0,29.395,8193.571,6.39,74.47,158.786,1.393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33,6.67,0.0,0.0,29.395,8193.571,6.39,74.47,29.499,2.594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,69.69,8337.49,2.361,74.53,119.764,1.349
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.035,8337.49,2.361,74.53,224.225,3.394
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.035,8337.49,2.361,74.53,462.459,5.314
0.0,0.0,0.0,0.0,0.0,4.76,0.0,73.81,21.43,0.0,0.0,39.035,8337.49,2.361,74.53,122.963,1.725
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.45,8337.49,2.361,74.53,86.488,0.946
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,68.78,8337.49,2.361,74.53,93.29,0.779
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,70.6,8337.49,2.361,74.53,117.218,0.96
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,73.01,8337.49,2.361,74.53,162.055,1.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.00125,0.034999999999999996,39002.223,18.493,84.63,0.716,0.117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,0.241,0.069
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,0.313,0.025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,0.431,0.032
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,1.549,0.005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,4.073,0.005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,10.176,0.022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,8.046,0.074
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,5.935,0.11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,4.218,0.084
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,3.435,0.053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,4.112,0.034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,4.631,0.058
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,7.642,0.054
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,16.965,0.102
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,99.95,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,17.579,0.279
0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.27,99.65,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,21.26,0.358
0.04,0.21,0.17,0.0,0.0,0.0,0.0,0.95,98.63,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,28.181,0.402
0.13,0.26,0.0,0.0,0.0,0.0,0.0,0.62,98.99,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,51.527,0.493
0.03,0.08,0.0,0.0,0.0,0.11,0.0,1.32,98.46,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,37.51,0.692
0.25,0.04,0.0,0.0,0.0,0.13,0.0,4.19,95.39,0.0,0.0,0.034999999999999996,39002.223,18.493,84.63,17.034,0.768
0.15,0.08,0.31,0.0,0.08,0.08,0.0,7.88,91.42,0.0,0.0,0.01,39002.223,18.493,84.63,9.744,0.573
0.62,0.0,0.85,0.0,0.0,0.23,0.0,13.91,84.39,0.0,0.0,0.06,39002.223,18.493,84.63,8.117,0.407
0.37,0.05,1.33,0.0,0.0,0.14,0.0,25.43,72.68,0.0,0.0,0.52,39002.223,18.493,84.63,10.286,0.269
0.34,0.0,0.44,0.05,0.05,0.02,0.07,55.56,43.47,0.0,0.0,0.95,39002.223,18.493,84.63,19.379,0.182
0.28,0.02,0.17,0.11,0.0,0.02,0.35,64.62,34.43,0.0,0.0,1.69,39002.223,18.493,84.63,32.45,0.279
0.13,0.0,0.16,0.11,0.0,0.0,0.52,85.28,13.8,0.0,0.0,3.52,39002.223,18.493,84.63,42.702,0.481
0.03,0.0,0.1,0.01,0.01,0.01,1.6,89.93,8.31,0.0,0.0,6.43,39002.223,18.493,84.63,47.341,0.753
0.09,0.0,0.05,0.0,0.0,0.0,2.08,91.94,5.84,0.0,0.0,13.22,39002.223,18.493,84.63,27.787,0.741
0.17,0.0,0.05,0.0,0.0,0.02,4.67,92.44,2.65,0.0,0.0,24.08,39002.223,18.493,84.63,13.998,0.539
0.12,0.0,0.02,0.0,0.02,0.0,12.63,86.53,0.68,0.0,0.0,38.18,39002.223,18.493,84.63,11.915,0.286
0.07,0.0,0.02,0.0,0.0,0.0,29.14,70.58,0.15,0.0,0.0,53.36,39002.223,18.493,84.63,16.288,0.105
0.03,0.0,0.02,0.0,0.0,0.0,62.03,37.81,0.1,0.01,0.0,65.84,39002.223,18.493,84.63,35.907,0.088
0.01,0.0,0.01,0.0,0.0,0.0,83.89,16.06,0.02,0.0,0.0,81.64,39002.223,18.493,84.63,113.403,0.099
0.0,0.0,0.0,0.0,0.0,0.0,94.89,5.09,0.01,0.01,0.0,111.53999999999999,39002.223,18.493,84.63,181.86,0.262
0.0,0.0,0.05,0.0,0.0,0.0,98.2,1.72,0.03,0.0,0.0,107.64,39002.223,18.493,84.63,124.472,0.448
0.0,0.0,0.0,0.0,0.0,0.0,99.45,0.51,0.02,0.02,0.0,121.47,39002.223,18.493,84.63,38.77,0.434
0.0,0.0,0.0,0.0,0.0,0.0,99.82,0.18,0.0,0.0,0.0,133.88,39002.223,18.493,84.63,10.804,0.28
0.0,0.0,1.52,0.0,0.0,0.0,98.48,0.0,0.0,0.0,0.0,143.57,39002.223,18.493,84.63,4.114,0.182
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,150.75,39002.223,18.493,84.63,2.018,0.077
0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.87,5.13,0.0,0.0,29.395,24055.588,4.625,73.6,64.95,17.23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29.395,24055.588,4.625,73.6,104.652,0.872
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29.395,24055.588,4.625,73.6,142.188,1.459
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29.395,24055.588,4.625,73.6,145.099,1.482
0.0,0.0,0.0,0.0,0.0,0.0,98.92,1.08,0.0,0.0,0.0,59.92,24055.588,4.625,73.6,372.715,6.994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,0.546,0.023
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,0.972,0.005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,2.211,0.042
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,2.78,0.055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,4.877,0.052
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,9.034,0.107
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,12.008,0.252
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,8.93,0.153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,4.271,0.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,2.598,0.065
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,98.53,0.0,0.0,1.895,2993.028,1.528,66.7,5.638,0.109
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,12.785,0.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,17.259,0.268
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,18.137,0.273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.895,2993.028,1.528,66.7,12.889,0.161
3.51,0.0,0.0,0.0,0.0,0.0,0.0,1.75,94.74,0.0,0.0,1.895,2993.028,1.528,66.7,6.648,0.133
8.57,0.0,0.0,0.0,0.0,0.0,2.86,5.71,82.86,0.0,0.0,1.895,2993.028,1.528,66.7,2.143,0.026
13.24,0.0,0.0,0.0,0.0,0.0,0.0,17.65,69.11,0.0,0.0,1.895,2993.028,1.528,66.7,2.827,0.052
3.23,0.0,0.0,0.0,0.0,6.45,3.23,70.97,16.12,0.0,0.0,39.035,2993.028,1.528,66.7,3.357,0.083
18.33,0.0,0.0,0.0,0.0,8.33,0.0,53.33,20.01,0.0,0.0,31.38,2993.028,1.528,66.7,7.896,0.052
17.24,0.0,0.0,0.0,0.0,6.51,0.38,63.98,11.89,0.0,0.0,39.035,2993.028,1.528,66.7,20.974,0.273
21.43,0.0,0.0,0.0,0.0,1.19,0.0,72.02,5.36,0.0,0.0,39.035,2993.028,1.528,66.7,21.647,0.283
15.04,0.0,0.0,0.75,0.0,2.26,9.77,69.92,2.26,0.0,0.0,31.38,2993.028,1.528,66.7,14.908,0.346
22.56,0.0,0.0,3.76,0.0,4.51,10.53,49.62,9.02,0.0,0.0,1.895,2993.028,1.528,66.7,9.296,0.359
16.81,0.0,0.0,0.88,0.0,0.0,13.27,66.37,2.67,0.0,0.0,31.38,2993.028,1.528,66.7,4.981,0.275
5.79,0.0,0.0,0.0,0.0,1.05,41.05,50.53,1.58,0.0,0.0,1.76,2993.028,1.528,66.7,5.695,0.257
4.13,0.0,0.0,0.0,0.0,0.0,54.55,41.32,0.0,0.0,0.0,2.03,2993.028,1.528,66.7,7.903,0.294
0.73,0.0,0.0,0.0,0.0,0.0,78.83,20.44,0.0,0.0,0.0,2.35,2993.028,1.528,66.7,9.33,0.392
1.17,0.0,0.0,0.0,0.0,0.39,93.36,4.69,0.39,0.0,0.0,2.81,2993.028,1.528,66.7,7.506,0.086
0.0,0.0,0.0,0.0,0.0,0.0,99.51,0.49,0.0,0.0,0.0,3.04,2993.028,1.528,66.7,12.393,0.231
0.0,0.0,0.0,0.0,0.0,0.0,98.13,1.87,0.0,0.0,0.0,3.28,2993.028,1.528,66.7,21.569,0.543
0.0,0.0,0.0,0.0,0.0,0.0,99.12,0.44,0.44,0.0,0.0,4.39,2993.028,1.528,66.7,21.361,0.462
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.22,2993.028,1.528,66.7,13.333,0.195
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.12,2993.028,1.528,66.7,7.051,0.187
0.0,0.0,0.0,0.0,0.0,0.0,98.46,1.54,0.0,0.0,0.0,7.07,2993.028,1.528,66.7,4.354,0.083
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.35,2993.028,1.528,66.7,2.125,0.088
0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.30999999999996,7.689999999999999,0.0,0.0,9.77,3645.07,2.385,69.82,21.058,0.126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14.57,3645.07,2.385,69.82,40.514,0.228
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,19.67,3645.07,2.385,69.82,23.612,0.236
0.0,0.0,0.0,0.0,0.0,0.0,4.35,89.86,5.79,0.0,0.0,27.22,3645.07,2.385,69.82,36.527,0.295
1.32,0.0,0.0,0.0,0.0,0.0,15.79,76.32,6.57,0.0,0.0,32.68,3645.07,2.385,69.82,34.866,0.691
0.0,0.0,0.0,0.0,0.0,0.0,28.72,71.28,0.0,0.0,0.0,41.06,3645.07,2.385,69.82,42.875,0.969
0.0,0.0,0.0,0.0,0.0,0.0,39.51,60.49,0.0,0.0,0.0,52.3,3645.07,2.385,69.82,56.337,1.492
0.0,0.0,0.0,0.0,0.0,0.0,42.15,57.85,0.0,0.0,0.0,67.15,3645.07,2.385,69.82,48.303,1.492
0.0,0.0,0.0,0.0,0.0,0.0,50.57,49.43,0.0,0.0,0.0,84.14,3645.07,2.385,69.82,33.087,1.205
0.0,0.0,0.0,0.0,0.0,0.0,33.02,66.98,0.0,0.0,0.0,103.55,3645.07,2.385,69.82,30.348,0.877
0.0,0.0,0.0,0.0,0.0,0.0,41.67,58.33,0.0,0.0,0.0,118.37,3645.07,2.385,69.82,27.077,0.658
0.0,0.0,0.0,0.0,0.0,0.0,43.18,56.82,0.0,0.0,0.0,132.74,3645.07,2.385,69.82,38.634,0.624
0.0,0.0,0.0,0.0,0.0,0.0,63.55,36.45,0.0,0.0,0.0,144.22,3645.07,2.385,69.82,29.918,1.222
0.0,0.0,0.0,0.0,0.0,0.0,78.52,21.48,0.0,0.0,0.0,157.86,3645.07,2.385,69.82,15.106,1.205
0.0,0.0,0.0,0.0,0.0,0.0,95.56,4.44,0.0,0.0,0.0,163.22,3645.07,2.385,69.82,6.112,0.43
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,166.65,3645.07,2.385,69.82,3.608,0.312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0035897435897435,8.545,35938.374,8.622,83.03,0.368,0.011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,0.409,0.017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,0.866,0.006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,0.916,0.008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,1.061,0.008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,0.846,0.019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,0.613,0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,3.066,0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,6.229,0.039
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,2.67,0.072
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,1.651,0.053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,1.576,0.033
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,1.977,0.036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,2.356,0.036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,6.557,0.045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.545,35938.374,8.622,83.03,11.425,0.072
0.0,3.93,0.0,0.0,0.0,0.0,0.0,1.12,94.95,0.0,0.0,8.545,35938.374,8.622,83.03,19.759,0.34
0.53,3.74,0.0,0.0,0.0,0.0,0.0,5.88,89.85,0.0,0.0,8.545,35938.374,8.622,83.03,17.414,0.412
0.0,5.56,1.39,0.0,0.0,0.0,0.0,0.0,93.05,0.0,0.0,8.545,35938.374,8.622,83.03,13.009,0.44
2.74,4.11,0.0,0.0,0.0,0.0,0.0,12.33,80.82,0.0,0.0,1.08,35938.374,8.622,83.03,7.685,0.245
0.0,4.06,0.0,0.0,0.0,1.02,0.0,19.29,75.63,0.0,0.0,2.745,35938.374,8.622,83.03,7.359,0.131
0.0,6.61,0.0,0.0,0.41,0.0,0.0,18.6,74.38,0.0,0.0,2.745,35938.374,8.622,83.03,9.345,0.109
1.55,2.33,0.0,0.0,0.78,0.39,0.0,11.63,83.32,0.0,0.0,0.78,35938.374,8.622,83.03,8.05,0.109
0.0,0.37,0.74,0.0,0.0,0.0,0.0,8.86,90.03,0.0,0.0,1.38,35938.374,8.622,83.03,8.468,0.072
1.85,4.32,0.31,0.62,0.0,0.0,0.0,19.75,73.15,0.0,0.0,2.07,35938.374,8.622,83.03,10.158,0.064
1.47,4.66,0.0,1.72,0.25,0.0,0.0,19.12,72.78,0.0,0.0,3.42,35938.374,8.622,83.03,12.55,0.075
1.7,4.15,0.0,0.57,0.0,0.0,1.7,32.08,59.8,0.0,0.0,7.44,35938.374,8.622,83.03,12.171,0.056
0.45,0.9,0.0,0.0,0.0,0.0,8.07,32.74,57.84,0.0,0.0,9.49,35938.374,8.622,83.03,12.628,0.07
0.0,0.0,0.0,0.0,0.0,0.0,5.71,6.19,88.1,0.0,0.0,15.71,35938.374,8.622,83.03,10.625,0.07
0.21,0.0,0.21,0.0,0.0,0.0,4.86,7.19,87.53,0.0,0.0,29.71,35938.374,8.622,83.03,9.902,0.047
0.0,0.17,0.7,0.0,0.0,0.0,27.3,15.48,56.35,0.0,0.0,37.21,35938.374,8.622,83.03,11.878,0.031
0.42,0.0,0.28,0.0,0.0,0.0,51.89,8.25,39.02,0.0,0.0,40.16,35938.374,8.622,83.03,24.378,0.039
0.09,0.0,0.28,0.0,0.0,0.0,67.14,3.95,28.54,0.0,0.0,45.78,35938.374,8.622,83.03,30.768,0.056
0.1,0.0,0.0,0.0,0.0,0.0,85.49,1.98,12.43,0.0,0.0,55.17,35938.374,8.622,83.03,32.812,0.084
0.0,0.0,0.11,0.0,0.0,0.0,96.8,0.11,2.98,0.0,0.0,73.36,35938.374,8.622,83.03,34.619,0.153
0.0,0.0,0.0,0.0,0.0,0.0,99.01,0.23,0.76,0.0,0.0,93.64,35938.374,8.622,83.03,33.283,0.125
0.0,0.0,0.0,0.0,0.0,0.0,99.5,0.08,0.42,0.0,0.0,111.94,35938.374,8.622,83.03,37.181,0.128
0.0,0.0,0.0,0.0,0.0,0.0,99.71,0.14,0.15,0.0,0.0,127.93,35938.374,8.622,83.03,43.187,0.167
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,142.13,35938.374,8.622,83.03,28.833,0.265
0.0,0.0,0.0,0.0,0.0,0.0,56.25,28.12,15.63,0.0,0.0,109.445,65530.537,1.114,75.49,358.087,0.99
0.0,0.0,0.0,0.0,0.0,0.0,90.0,7.5,2.5,0.0,0.0,109.445,65530.537,1.114,75.49,401.52,2.178
0.0,0.0,0.0,0.0,0.0,0.0,98.48,1.52,0.0,0.0,0.0,109.445,65530.537,1.114,75.49,386.635,3.531
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,113.505,65530.537,1.114,75.49,51.188,0.462
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,113.505,65530.537,1.114,75.49,10.627,0.165
0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.13,83.87,0.0,0.0,39.035,13367.565,5.43,78.93,638.443,2.469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.27,58.73,0.0,0.0,39.035,13367.565,5.43,78.93,554.891,8.758
0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,12.9,0.0,0.0,39.035,13367.565,5.43,78.93,399.037,11.227
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.68,4.32,0.0,0.0,0.27,13367.565,5.43,78.93,332.306,7.386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.36,0.64,0.0,0.0,0.95,13367.565,5.43,78.93,442.111,7.302
