,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
68953,LTU,2021-11-20,Europe,Lithuania,454199.0,1931.0,1773.571,6494.0,33.0,28.714,168855.874,717.881,659.354,2414.25,12.268,10.675,,,,,,,,,,,,,,,,,,,3575450.0,1852148.0,1763433.0,203352.0,3059.0,11270.0,132.92,68.86,65.56,7.56,4190.0,1996.0,0.074,,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,,1996.0,0.074,11270.0,4190.0,3059.0,,,,,,,,,,,,
69589,LUX,2021-11-20,Europe,Luxembourg,85960.0,0.0,244.571,862.0,0.0,1.0,135409.742,0.0,385.265,1357.878,0.0,1.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,,,,,,,,,,,,,,,,,,
70227,LVA,2021-11-20,Europe,Latvia,245623.0,617.0,864.0,3940.0,20.0,29.429,131564.908,330.488,462.791,2110.412,10.713,15.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866934.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,,,,,,,,,,,,,,,,,,,,,
70497,MAC,2021-11-04,Asia,Macao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821561.0,464836.0,361897.0,,,3139.0,124.78,70.6,54.97,,4768.0,1383.0,0.21,37.96,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,,1383.0,0.21,3139.0,4768.0,,,,,,,,,,,,,
71150,MAR,2021-11-20,Africa,Morocco,948830.0,125.0,96.143,14761.0,3.0,3.0,25407.294,3.347,2.574,395.263,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,,,,,,,,,,,,,,,,,,
71781,MCO,2021-11-20,Europe,Monaco,3552.0,2.0,10.571,36.0,0.0,0.0,89878.543,50.607,267.496,910.931,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,,,,,,,,,,,,,,,,,,
72404,MDA,2021-11-20,Europe,Moldova,357831.0,620.0,737.286,8799.0,43.0,50.429,88923.652,154.075,183.221,2186.617,10.686,12.532,,,,,,,,,,,,,,,,,,,1590186.0,,915802.0,,1807.0,3316.0,39.52,,22.76,,824.0,,,,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,,,,3316.0,824.0,1807.0,,,,,,,,,,,,
73015,MDG,2021-11-20,Africa,Madagascar,43672.0,0.0,0.0,964.0,0.0,0.0,1536.268,0.0,0.0,33.911,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,,,,,,,,,,,,,,,,,,
73638,MDV,2021-11-20,Asia,Maldives,90601.0,137.0,126.857,248.0,0.0,0.143,166662.374,252.014,233.356,456.201,0.0,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,,,,,,,,,,,,,,,,,,
74328,MEX,2021-11-20,North America,Mexico,3858831.0,3837.0,2452.857,292145.0,216.0,181.857,29623.562,29.456,18.83,2242.745,1.658,1.396,,,,,,,,,,,,,,,,,,,130789808.0,75785054.0,64131916.0,,,169300.0,100.41,58.18,49.23,,1300.0,57854.0,0.044,,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,,57854.0,0.044,169300.0,1300.0,,,,,,,,,,,,,
74717,MHL,2021-11-20,Oceania,Marshall Islands,4.0,0.0,0.0,,,0.0,67.094,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,,,,,,,,,,,,,,,,,,
75351,MKD,2021-11-20,Europe,North Macedonia,211831.0,449.0,405.571,7418.0,12.0,14.0,101711.704,215.59,194.737,3561.789,5.762,6.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,,,,,,,,,,,,,,,,,,
75957,MLI,2021-11-20,Africa,Mali,16919.0,67.0,39.429,591.0,1.0,0.857,811.24,3.213,1.891,28.338,0.048,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,,,,,,,,,,,,,,,,,,
76583,MLT,2021-11-20,Europe,Malta,38587.0,59.0,59.857,463.0,0.0,0.143,74766.518,114.319,115.98,897.113,0.0,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,,,,,,,,,,,,,,,,,,
77187,MMR,2021-11-20,Asia,Myanmar,517395.0,625.0,692.429,19011.0,11.0,14.0,9440.479,11.404,12.634,346.878,0.201,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54806014.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,,,,,,,,,,,,,,,,,,
77801,MNE,2021-11-20,Europe,Montenegro,154464.0,336.0,390.571,2239.0,2.0,5.571,245941.81,534.988,621.879,3564.997,3.184,8.871,,,,,,,,,,,,,,,,,,,520761.0,269436.0,251325.0,,,1001.0,82.92,42.9,40.02,,1594.0,643.0,0.102,,628051.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,,,,,643.0,0.102,1001.0,1594.0,,,,,,,,,,,,,
78422,MNG,2021-11-20,Asia,Mongolia,377387.0,509.0,742.857,1940.0,7.0,10.143,113353.87,152.886,223.128,582.708,2.103,3.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,,,,,,,,,,,,,,,,,,
79031,MOZ,2021-11-20,Africa,Mozambique,151488.0,11.0,9.429,1936.0,0.0,0.286,4710.002,0.342,0.293,60.193,0.0,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,,,,,,,,,,,,,,,,,,
79648,MRT,2021-11-20,Africa,Mauritania,38583.0,68.0,73.429,816.0,2.0,1.286,8080.023,14.241,15.377,170.886,0.419,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,,,,,,,,,,,,,,,,,,
79926,MSR,2021-11-12,North America,Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.0,1531.0,1417.0,,,1.0,59.2,30.74,28.45,,201.0,1.0,0.02,,4981.0,,,,,,,,,,,,,74.16,,,,,,1.0,0.02,1.0,201.0,,,,,,,,,,,,,
80539,MUS,2021-11-20,Africa,Mauritius,18979.0,0.0,0.0,240.0,0.0,0.0,14903.866,0.0,0.0,188.468,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,,,,,,,,,,,,,,,,,,
81141,MWI,2021-11-20,Africa,Malawi,61863.0,2.0,2.857,2304.0,1.0,0.286,3148.616,0.102,0.145,117.266,0.051,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,,,,,,,,,,,,,,,,,,
81808,MYS,2021-11-20,Asia,Malaysia,2581747.0,5859.0,5800.0,29978.0,41.0,49.571,78768.966,178.758,176.958,914.627,1.251,1.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,,,,,,,,,,,,,,,,,,
82425,NAM,2021-11-20,Africa,Namibia,129076.0,0.0,5.0,3567.0,0.0,0.429,49887.452,0.0,1.932,1378.634,0.0,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587344.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,,,,,,,,,,,,,,,,,,
82712,NCL,2021-11-15,Oceania,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342806.0,178199.0,164607.0,,,401.0,118.94,61.83,57.11,,1391.0,107.0,0.037,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,,107.0,0.037,401.0,1391.0,,,,,,,,,,,,,
83323,NER,2021-11-20,Africa,Niger,6793.0,0.0,17.714,238.0,0.0,1.0,270.306,0.0,0.705,9.47,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25130810.0,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,,,,,,,,,,,,,,,,,,
83955,NGA,2021-11-20,Africa,Nigeria,213532.0,45.0,57.857,2973.0,0.0,1.857,1010.082,0.213,0.274,14.063,0.0,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,,,,,,,,,,,,,,,,,,
84567,NIC,2021-11-20,North America,Nicaragua,17023.0,0.0,20.857,211.0,0.0,0.143,2539.844,0.0,3.112,31.481,0.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,,,,,,,,,,,,,,,,,,
84610,NIU,2021-08-02,Oceania,Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352.0,1202.0,1150.0,,,42.0,145.72,74.47,71.25,,26022.0,1.0,0.062,,1614.0,,,,,,,,,,,,,73.71,,,,,,1.0,0.062,42.0,26022.0,,,,,,,,,,,,,
85243,NLD,2021-11-20,Europe,Netherlands,2462399.0,21860.0,19839.429,19400.0,56.0,32.714,143387.033,1272.921,1155.262,1129.674,3.261,1.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17173094.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,,,,,,,,,,,,,,,,,,
85877,NOR,2021-11-20,Europe,Norway,241441.0,1338.0,2010.143,999.0,0.0,7.0,44174.422,244.803,367.779,182.779,0.0,1.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5465629.0,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,,,,,,,,,,,,,,,,,,
86543,NPL,2021-11-20,Asia,Nepal,818787.0,209.0,301.714,11495.0,1.0,3.429,27591.886,7.043,10.167,387.364,0.034,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29674920.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,,,,,,,,,,,,,,,,,,
86689,NRU,2021-08-31,Oceania,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14863.0,7612.0,7251.0,,,2.0,136.7,70.01,66.69,,184.0,2.0,0.018,,10873.0,682.45,,,,12895.635,,,24.07,43.0,36.9,,5.0,59.96,,,,,,2.0,0.018,2.0,184.0,,,,,,,,,,,,,
87321,NZL,2021-11-20,Oceania,New Zealand,9973.0,149.0,182.857,39.0,0.0,0.857,1946.863,29.087,35.696,7.613,0.0,0.167,,,,,,,,,,,,,,,,,,,7341475.0,3838939.0,3502536.0,,,20494.0,143.32,74.94,68.37,,4001.0,6454.0,0.126,,5122600.0,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,,,,,6454.0,0.126,20494.0,4001.0,,,,,,,,,,,,,
87957,OMN,2021-11-20,Asia,Oman,304466.0,0.0,8.0,4113.0,0.0,0.0,58289.122,0.0,1.532,787.422,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,,,,,,,,,,,,,,,,,,
88604,OWID_AFR,2021-11-20,,Africa,8580166.0,2812.0,3293.429,221487.0,103.0,99.857,6246.997,2.047,2.398,161.259,0.075,0.073,,,,,,,,,,,,,,,,,,,222922065.0,138778240.0,94110455.0,295394.0,33513.0,1037101.0,16.23,10.1,6.85,0.02,755.0,564440.0,0.041,,1373486472.0,,,,,,,,,,,,,,,,,,,564440.0,0.041,1037101.0,755.0,33513.0,,,,,,,,,,,,
89273,OWID_ASI,2021-11-20,,Asia,81225306.0,86760.0,87388.0,1204845.0,1367.0,1431.714,17361.603,18.545,18.679,257.531,0.292,0.306,,,,,,,,,,,,,,,,,,,5209159472.0,2878525776.0,2168406457.0,95994737.0,21019815.0,19903653.0,111.34,61.53,46.35,2.05,4254.0,22120288.0,0.473,,4678444992.0,,,,,,,,,,,,,,,,,,,22120288.0,0.473,19903653.0,4254.0,21019815.0,,,,,,,,,,,,
89583,OWID_CYN,2021-11-19,Asia,Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575309.0,279313.0,268242.0,62976.0,,1622.0,150.51,73.07,70.18,16.48,4244.0,239.0,0.063,,,,,,,,,,,,,,,,,,,,,239.0,0.063,1622.0,4244.0,,,,,,,,,,,,,
89897,OWID_ENG,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25803.0,0.046,334785.0,5920.0,348606.0,,,,,,,,,,,,
90565,OWID_EUN,2021-11-20,,European Union,44228542.0,210838.0,214339.429,828476.0,1296.0,1653.0,98903.264,471.473,479.303,1852.627,2.898,3.696,,,,,,,,,,,,,,,,,,,617852497.0,312979560.0,297930374.0,26293799.0,435804.0,1382625.0,138.16,69.99,66.62,5.88,3092.0,485924.0,0.109,,447189915.0,,,,,,,,,,,,,,,,,,,485924.0,0.109,1382625.0,3092.0,435804.0,,,,,,,,,,,,
91233,OWID_EUR,2021-11-20,,Europe,71150407.0,314085.0,324268.0,1382047.0,3500.0,3894.571,94998.563,419.36,432.956,1845.281,4.673,5.2,,,,,,,,,,,,,,,,,,,914925267.0,461989400.0,427360525.0,46022186.0,2273070.0,3014924.0,122.16,61.68,57.06,6.14,4025.0,1052822.0,0.141,,748962983.0,,,,,,,,,,,,,,,,,,,1052822.0,0.141,3014924.0,4025.0,2273070.0,,,,,,,,,,,,
91902,OWID_HIC,2021-11-20,,High income,111146866.0,302379.0,362217.571,1804462.0,1614.0,2629.286,91484.155,248.886,298.139,1485.239,1.328,2.164,,,,,,,,,,,,,,,,,,,1768309914.0,889605389.0,812636946.0,95188704.0,673566.0,3507597.0,145.55,73.22,66.89,7.83,2887.0,687898.0,0.057,,1214930230.0,,,,,,,,,,,,,,,,,,,687898.0,0.057,3507597.0,2887.0,673566.0,,,,,,,,,,,,
92555,OWID_INT,2021-11-20,,International,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93172,OWID_KOS,2021-11-20,Europe,Kosovo,160999.0,7.0,9.286,2982.0,1.0,0.286,90341.532,3.928,5.211,1673.293,0.561,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93809,OWID_LIC,2021-11-20,,Low income,1372397.0,470.0,709.0,37119.0,25.0,39.571,2063.292,0.707,1.066,55.806,0.038,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665149040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94478,OWID_LMC,2021-11-20,,Lower middle income,63243718.0,51530.0,53630.571,1139765.0,1598.0,1639.0,18988.387,15.471,16.102,342.205,0.48,0.492,,,,,,,,,,,,,,,,,,,2225058454.0,1386456135.0,832228354.0,3751334.0,11707307.0,11490877.0,66.81,41.63,24.99,0.11,3450.0,3738987.0,0.112,,3330652550.0,,,,,,,,,,,,,,,,,,,3738987.0,0.112,11490877.0,3450.0,11707307.0,,,,,,,,,,,,
95147,OWID_NAM,2021-11-20,,North America,57156454.0,50437.0,101012.143,1157140.0,606.0,1401.429,95806.65,84.543,169.318,1939.618,1.016,2.349,,,,,,,,,,,,,,,,,,,727354066.0,377447343.0,322093354.0,37441387.0,585761.0,1359001.0,121.92,63.27,53.99,6.28,2278.0,394505.0,0.066,,596581283.0,,,,,,,,,,,,,,,,,,,394505.0,0.066,1359001.0,2278.0,585761.0,,,,,,,,,,,,
95461,OWID_NIR,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,0.09,14346.0,7566.0,11521.0,,,,,,,,,,,,
96127,OWID_OCE,2021-11-20,,Oceania,294935.0,1614.0,1623.143,3163.0,6.0,19.714,6824.047,37.344,37.555,73.184,0.139,0.456,,,,,,,,,,,,,,,,,,,48724799.0,25358204.0,23133721.0,331734.0,158274.0,140739.0,112.74,58.67,53.53,0.77,3256.0,44185.0,0.102,,43219954.0,,,,,,,,,,,,,,,,,,,44185.0,0.102,140739.0,3256.0,158274.0,,,,,,,,,,,,
96765,OWID_SAM,2021-11-20,,South America,38759838.0,20961.0,18352.571,1177770.0,366.0,359.571,89254.884,48.268,42.262,2712.13,0.843,0.828,,,,,,,,,,,,,,,,,,,563310824.0,309178712.0,242314337.0,23204211.0,214268.0,1426241.0,129.72,71.2,55.8,5.34,3284.0,404953.0,0.093,,434260137.0,,,,,,,,,,,,,,,,,,,404953.0,0.093,1426241.0,3284.0,214268.0,,,,,,,,,,,,
97079,OWID_SCT,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.0,0.027,35234.0,6446.0,35645.0,,,,,,,,,,,,
97748,OWID_UMC,2021-11-20,,Upper middle income,81404098.0,122290.0,119380.143,2165106.0,2711.0,2899.0,32384.524,48.65,47.492,861.332,1.079,1.153,,,,,,,,,,,,,,,,,,,3646454230.0,1882154161.0,1614200594.0,104349611.0,11903828.0,11044530.0,145.06,74.88,64.22,4.15,4394.0,19425416.0,0.773,,2513672790.0,,,,,,,,,,,,,,,,,,,19425416.0,0.773,11044530.0,4394.0,11903828.0,,,,,,,,,,,,
98062,OWID_WLS,2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.0,0.025,13451.0,4243.0,0.0,,,,,,,,,,,,
98731,OWID_WRL,2021-11-20,,World,257168692.0,476669.0,535937.286,5146467.0,5948.0,7206.857,32656.484,60.53,68.056,653.522,0.755,0.915,,,,,,,,,,,,,,,,,,,7686396493.0,4191277675.0,3277418849.0,203289649.0,24284701.0,26881659.0,97.61,53.22,41.62,2.58,3414.0,24581193.0,0.312,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,,24581193.0,0.312,26881659.0,3414.0,24284701.0,,,,,,,,,,,,
99366,PAK,2021-11-20,Asia,Pakistan,1281872.0,313.0,357.0,28659.0,4.0,9.143,5692.151,1.39,1.585,127.26,0.018,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,,,,,,,,,,,,,,,,,,
99988,PAN,2021-11-20,North America,Panama,475835.0,466.0,197.429,7352.0,2.0,1.571,108598.879,106.354,45.059,1677.932,0.456,0.359,,,,,,,,,,,,,,,,,,,5554481.0,2997886.0,2411769.0,144826.0,8244.0,6885.0,126.77,68.42,55.04,3.31,1571.0,1382.0,0.032,,4381583.0,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,,1382.0,0.032,6885.0,1571.0,8244.0,,,,,,,,,,,,
100073,PCN,2021-09-07,Oceania,Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,47.0,47.0,,,0.0,200.0,100.0,100.0,,0.0,0.0,0.0,,47.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
100763,PER,2021-11-20,South America,Peru,2222879.0,1725.0,1333.0,200833.0,32.0,32.571,66634.232,51.71,39.959,6020.279,0.959,0.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,,,,,,,,,,,,,,,,,,
101424,PHL,2021-11-20,Asia,Philippines,2824499.0,1289.0,1345.571,46903.0,205.0,233.0,25435.188,11.608,12.117,422.371,1.846,2.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,,,,,,,,,,,,,,,,,,
101515,PLW,2021-11-20,Oceania,Palau,8.0,0.0,0.0,,,0.0,440.189,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,,,,,,,,,,,,,,,,,,
102126,PNG,2021-11-20,Oceania,Papua New Guinea,34022.0,0.0,170.286,484.0,0.0,7.714,3730.889,0.0,18.674,53.076,0.0,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,,,,,,,,,,,,,,,,,,
102753,POL,2021-11-20,Europe,Poland,3326464.0,23418.0,19485.286,80781.0,382.0,280.0,88008.678,619.573,515.525,2137.233,10.107,7.408,,,,,,,,,,,,,,,,,,,40571910.0,20619823.0,20264284.0,2017196.0,85202.0,98892.0,107.34,54.55,53.61,5.34,2616.0,21843.0,0.058,,37797000.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,,21843.0,0.058,98892.0,2616.0,85202.0,,,,,,,,,,,,
103394,PRT,2021-11-20,Europe,Portugal,1119784.0,2333.0,1968.429,18310.0,10.0,9.714,110129.079,229.447,193.592,1800.761,0.983,0.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,,,,,,,,,,,,,,,,,,
104018,PRY,2021-11-20,South America,Paraguay,462198.0,0.0,82.0,16354.0,0.0,10.857,64019.527,0.0,11.358,2265.21,0.0,1.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,,,,,,,,,,,,,,,,,,
104644,PSE,2021-11-20,Asia,Palestine,457950.0,0.0,188.286,4770.0,0.0,3.857,87683.591,0.0,36.051,913.311,0.0,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,,,,,,,,,,,,,,,,,,
104931,PYF,2021-11-15,Oceania,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312817.0,159343.0,153474.0,,,592.0,110.72,56.4,54.32,,2095.0,143.0,0.051,,282534.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,,,,,143.0,0.051,592.0,2095.0,,,,,,,,,,,,,
105562,QAT,2021-11-20,Asia,Qatar,241969.0,150.0,143.429,611.0,0.0,0.0,82568.51,51.185,48.943,208.495,0.0,0.0,,,,,,,,,,,,,,,,,,,4911463.0,,,,,4838.0,167.6,,,,1651.0,,,,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,,,,4838.0,1651.0,,,,,,,,,,,,,
106196,ROU,2021-11-20,Europe,Romania,1760765.0,2697.0,3068.857,54838.0,214.0,286.0,92052.802,140.999,160.44,2866.931,11.188,14.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,,,,,,,,,,,,,,,,,,
106856,RUS,2021-11-20,Europe,Russia,9135149.0,35896.0,36263.286,257891.0,1222.0,1210.857,62607.24,246.011,248.528,1767.442,8.375,8.299,,,,,,,,,,,,,,,,,,,119759585.0,63496542.0,53578117.0,3552925.0,1680955.0,938985.0,82.08,43.52,36.72,2.43,6435.0,419224.0,0.287,,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,,419224.0,0.287,938985.0,6435.0,1680955.0,,,,,,,,,,,,
