,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
30612,DJI,2021-11-20,Africa,Djibouti,13501.0,0.0,0.857,186.0,0.0,0.0,13471.403,0.0,0.855,185.592,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.52,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,,,,,,,,,,,,,,,,,,,,,
31221,DMA,2021-11-20,North America,Dominica,5589.0,0.0,50.571,35.0,0.0,0.143,77440.004,0.0,700.707,484.953,0.0,1.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72172.0,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75.0,0.742,,,,,,,,,,,,,,,,,,,,,
31879,DNK,2021-11-20,Europe,Denmark,450974.0,3833.0,3854.571,2819.0,11.0,7.286,77576.221,659.35,663.061,484.922,1.892,1.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,,,,,,,,,,,,,,,,,
32509,DOM,2021-11-20,North America,Dominican Republic,401914.0,1068.0,1043.714,4186.0,3.0,2.857,36692.03,97.501,95.284,382.153,0.274,0.261,,,,,,,,,,,,,,,,,,,13683852.0,6844199.0,5533108.0,1306545.0,7285.0,16836.0,124.92,62.48,50.51,11.93,1537.0,3683.0,0.034,,10953714.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,,,,,3683.0,0.034,16836.0,1537.0,7285.0,,,,,,,,,,,,
33144,DZA,2021-11-20,Africa,Algeria,208839.0,144.0,138.0,6017.0,2.0,5.714,4680.744,3.227,3.093,134.86,0.045,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,,,,,,,,,,,,,,,,,,
33774,ECU,2021-11-20,South America,Ecuador,523847.0,2055.0,612.429,33121.0,33.0,18.857,29284.052,114.878,34.236,1851.527,1.845,1.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17888474.0,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,,,,,,,,,,,,,,,,,,,,,
34420,EGY,2021-11-20,Africa,Egypt,349513.0,902.0,926.714,19872.0,61.0,62.429,3352.375,8.652,8.889,190.603,0.585,0.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104258327.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,,,,,,,,,,,,,,,,,,,,,
35030,ERI,2021-11-20,Africa,Eritrea,7156.0,23.0,15.0,54.0,1.0,0.857,1986.971,6.386,4.165,14.994,0.278,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3601462.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,,,,,,,,,,,,,,,,,,,,,
35689,ESP,2021-11-20,Europe,Spain,5080663.0,0.0,4786.714,87810.0,0.0,19.571,108688.417,0.0,102.4,1878.481,0.0,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46745211.0,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,,,,,,,,,,,,,,,,,,,,,
36346,EST,2021-11-20,Europe,Estonia,216544.0,463.0,715.571,1728.0,5.0,8.571,163406.249,349.384,539.977,1303.966,3.773,6.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325188.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,,,,,,,,,,,,,,,,,,,,,
36964,ETH,2021-11-20,Africa,Ethiopia,370045.0,178.0,199.857,6672.0,10.0,8.429,3139.267,1.51,1.695,56.602,0.085,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,,,,,,,,,,,,,,,,,
37626,FIN,2021-11-20,Europe,Finland,174823.0,0.0,1100.571,1249.0,0.0,4.714,31508.945,0.0,198.36,225.112,0.0,0.85,,,,,,,,,,,,,,,,,,,8251633.0,4266460.0,3985173.0,,6476.0,4416.0,148.72,76.9,71.83,,796.0,1423.0,0.026,,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,1423.0,0.026,4416.0,796.0,6476.0,,,,,,,,,,,,
38287,FJI,2021-11-20,Oceania,Fiji,52453.0,0.0,8.0,695.0,0.0,2.286,58093.984,0.0,8.86,769.743,0.0,2.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902899.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,,,,,,,,,,,,,,,,,,
38354,FLK,2021-04-14,South America,Falkland Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4407.0,2632.0,1775.0,,,12.0,124.91,74.6,50.31,,3401.0,4.0,0.113,,3528.0,,,,,,,,,,,,,81.44,,,,,,4.0,0.113,12.0,3401.0,,,,,,,,,,,,,
39021,FRA,2021-11-20,Europe,France,7497912.0,22701.0,17204.143,119407.0,24.0,46.0,110974.545,335.991,254.634,1767.31,0.355,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67564251.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,,,,,,,,,,,,,,,,,
39302,FRO,2021-11-05,Europe,Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78347.0,40205.0,38142.0,,,140.0,159.72,81.96,77.76,,2854.0,90.0,0.183,38.89,49053.0,35.308,,,,,,,,,,,,80.67,,,,,,90.0,0.183,140.0,2854.0,,,,,,,,,,,,,
39606,FSM,2021-11-20,Oceania,Micronesia (country),1.0,0.0,0.0,,,0.0,8.602,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,,,,,,,,,,,,,,,,,,
40223,GAB,2021-11-20,Africa,Gabon,37045.0,102.0,50.429,273.0,3.0,1.0,16256.156,44.76,22.129,119.798,1.316,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,,,,,,,,,,,,,,,,,,
40883,GBR,2021-11-20,Europe,United Kingdom,9857658.0,40153.0,40758.143,144308.0,150.0,147.714,144525.364,588.692,597.564,2115.732,2.199,2.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,,,,,,,,,,,,,,,,,,
41517,GEO,2021-11-20,Asia,Georgia,808889.0,4318.0,4071.143,11422.0,70.0,75.429,203250.035,1084.987,1022.959,2870.013,17.589,18.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3979773.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,,,,,,,,,,,,,,,,,,
41813,GGY,2021-11-15,Europe,Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104070.0,,,,,28.0,164.19,,,,442.0,,,,63385.0,,,,,,,,,,,,,,,,,,,,,28.0,442.0,,,,,,,,,,,,,
42430,GHA,2021-11-20,Africa,Ghana,130727.0,0.0,11.143,1207.0,0.0,0.143,4119.705,0.0,0.351,38.037,0.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,,,,,,,,,,,,,,,,,,
42743,GIB,2021-11-18,Europe,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95407.0,40787.0,39815.0,14805.0,470.0,450.0,283.18,121.06,118.18,43.94,13357.0,30.0,0.089,,33691.0,3457.1,,,,,,,,,,,,79.93,,,,,,30.0,0.089,450.0,13357.0,470.0,,,,,,,,,,,,
43361,GIN,2021-11-20,Africa,Guinea,30715.0,0.0,0.0,387.0,0.0,0.0,2275.651,0.0,0.0,28.673,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13497237.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,,,,,,,,,,,,,,,,,,
43975,GMB,2021-11-20,Africa,Gambia,9986.0,0.0,0.857,341.0,0.0,0.0,4015.381,0.0,0.345,137.116,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486937.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,,,,,,,,,,,,,,,,,,
44581,GNB,2021-11-20,Africa,Guinea-Bissau,6434.0,0.0,10.143,146.0,0.0,0.429,3192.276,0.0,5.032,72.439,0.0,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015490.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,,,,,,,,,,,,,,,,,,
45197,GNQ,2021-11-20,Africa,Equatorial Guinea,13538.0,13.0,7.571,170.0,0.0,0.286,9337.254,8.966,5.222,117.25,0.0,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,,,,,,,,,,,,,,,,,,
45838,GRC,2021-11-20,Europe,Greece,874812.0,5944.0,6682.857,17237.0,69.0,78.714,84353.808,573.151,644.395,1662.079,6.653,7.59,,,,,,,,,,,,,,,,,,,13620607.0,6903597.0,6512821.0,895476.0,69249.0,58733.0,131.34,66.57,62.8,8.63,5663.0,15225.0,0.147,,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,,15225.0,0.147,58733.0,5663.0,69249.0,,,,,,,,,,,,
46447,GRD,2021-11-20,North America,Grenada,5866.0,0.0,0.429,200.0,0.0,0.0,51904.614,0.0,3.792,1769.677,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,,,,,,,,,,,,,,,,,,,,,
46729,GRL,2021-11-04,North America,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77383.0,40125.0,37258.0,,,35.0,136.07,70.56,65.52,,615.0,1.0,0.002,29.63,56868.0,0.137,,,,,,199.941,2.16,,,,,71.7,,,,,,1.0,0.002,35.0,615.0,,,,,,,,,,,,,
47372,GTM,2021-11-20,North America,Guatemala,613713.0,699.0,569.143,15837.0,15.0,19.857,33628.353,38.302,31.186,867.787,0.822,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18249868.0,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,,,,,,,,,,,,,,,,,,
47991,GUY,2021-11-20,South America,Guyana,37184.0,0.0,63.286,971.0,0.0,2.0,47048.761,0.0,80.075,1228.602,0.0,2.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790329.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,,,,,,,,,,,,,,,,,,
48659,HKG,2021-11-20,Asia,Hong Kong,12399.0,3.0,2.714,213.0,0.0,0.0,1641.643,0.397,0.359,28.201,0.0,0.0,,,,,,,,,,,,,,,,,,,9275808.0,4701179.0,4498223.0,,17626.0,13702.0,122.81,62.24,59.56,,1814.0,4446.0,0.059,,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,4446.0,0.059,13702.0,1814.0,17626.0,,,,,,,,,,,,
49279,HND,2021-11-20,North America,Honduras,377420.0,0.0,78.143,10387.0,0.0,5.286,37505.736,0.0,7.765,1032.198,0.0,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10062994.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,,,,,,,,,,,,,,,,,,,,,
49914,HRV,2021-11-20,Europe,Croatia,566118.0,5614.0,4502.429,10243.0,65.0,57.571,138698.083,1375.422,1103.088,2509.52,15.925,14.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,,,,,,,,,,,,,,,,,,
50525,HTI,2021-11-20,North America,Haiti,24768.0,0.0,32.143,711.0,0.0,0.429,2145.961,0.0,2.785,61.603,0.0,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11541683.0,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,,,,,,,,,,,,,,,,,,,,,
51153,HUN,2021-11-20,Europe,Hungary,998488.0,0.0,8386.286,32780.0,0.0,130.429,103640.358,0.0,870.474,3402.475,0.0,13.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9634162.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,,,,,,,,,,,,,,,,,,
51782,IDN,2021-11-20,Asia,Indonesia,4253098.0,393.0,368.857,143728.0,14.0,12.0,15389.602,1.422,1.335,520.072,0.051,0.043,,,,,,,,,,,,,,,,,,,222785206.0,134025009.0,88760197.0,,1423038.0,1379561.0,80.61,48.5,32.12,,4992.0,616403.0,0.223,,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,,616403.0,0.223,1379561.0,4992.0,1423038.0,,,,,,,,,,,,
52085,IMN,2021-11-19,Europe,Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132969.0,68208.0,64761.0,,44.0,16.0,155.68,79.86,75.82,,187.0,10.0,0.012,,85410.0,147.872,,,,,,,,,,,,81.4,,,,,,10.0,0.012,16.0,187.0,44.0,,,,,,,,,,,,
52746,IND,2021-11-20,Asia,India,34510413.0,10488.0,10443.714,465662.0,313.0,304.571,24766.893,7.527,7.495,334.189,0.225,0.219,,,,,,,,,,,,,,,,,,,1163685005.0,765364845.0,398320160.0,,10089449.0,6357807.0,83.51,54.93,28.59,,4563.0,1983320.0,0.142,,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,1983320.0,0.142,6357807.0,4563.0,10089449.0,,,,,,,,,,,,
53377,IRL,2021-11-20,Europe,Ireland,524783.0,5959.0,4305.714,5609.0,0.0,6.143,105316.699,1195.889,864.097,1125.649,0.0,1.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44,4982904.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,,,,,,,,,,,,,,,,,
54018,IRN,2021-11-20,Asia,Iran,6073098.0,3539.0,5931.857,128852.0,118.0,115.714,71424.045,41.621,69.763,1515.393,1.388,1.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,,,,,,,,,,,,,,,,,,
54654,IRQ,2021-11-20,Asia,Iraq,2073835.0,568.0,778.143,23642.0,14.0,22.714,50361.041,13.793,18.896,574.123,0.34,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,,,,,,,,,,,,,,,,,,
55288,ISL,2021-11-20,Europe,Iceland,16435.0,0.0,159.143,34.0,0.0,0.0,47865.214,0.0,463.487,99.021,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343360.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,,,,,,,,,,,,,,,,,,,,,
55928,ISR,2021-11-20,Asia,Israel,1340084.0,361.0,457.429,8154.0,0.0,2.0,144234.636,38.855,49.234,877.624,0.0,0.215,,,,,,,,,,,,,,,,,,,16068726.0,6264267.0,5762489.0,4041970.0,1280.0,5684.0,172.95,67.42,62.02,43.5,612.0,1046.0,0.011,,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,,,,,1046.0,0.011,5684.0,612.0,1280.0,,,,,,,,,,,,
56588,ITA,2021-11-20,Europe,Italy,4915981.0,11540.0,9069.286,133131.0,49.0,56.0,81434.271,191.163,150.235,2205.343,0.812,0.928,,,,,,,,,,,,,,,,,,,93415792.0,46975851.0,44039915.0,3894248.0,174958.0,188438.0,154.75,77.82,72.95,6.45,3122.0,17860.0,0.03,71.3,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,,,,,17860.0,0.03,188438.0,3122.0,174958.0,,,,,,,,,,,,
57208,JAM,2021-11-20,North America,Jamaica,90630.0,72.0,68.714,2356.0,2.0,4.857,30479.623,24.214,23.109,792.342,0.673,1.633,,,,,,,,,,,,,,,,,,,1071648.0,644420.0,490610.0,,4073.0,4788.0,36.04,21.67,16.5,,1610.0,2841.0,0.096,,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,,,,,2841.0,0.096,4788.0,1610.0,4073.0,,,,,,,,,,,,
57454,JEY,2021-11-14,Europe,Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179485.0,79346.0,74906.0,,,494.0,177.58,78.5,74.11,,4888.0,39.0,0.039,,101073.0,,,,,,,,,,,,,,,,,,,39.0,0.039,494.0,4888.0,,,,,,,,,,,,,
58082,JOR,2021-11-20,Asia,Jordan,911270.0,5532.0,3085.571,11347.0,37.0,18.857,88739.707,538.708,300.474,1104.974,3.603,1.836,,,,,,,,,,,,,,,,,,,7742207.0,4074863.0,3667344.0,,,14060.0,75.39,39.68,35.71,,1369.0,5496.0,0.054,,10269022.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,,5496.0,0.054,14060.0,1369.0,,,,,,,,,,,,,
58751,JPN,2021-11-20,Asia,Japan,1725715.0,104.0,135.429,18343.0,5.0,3.143,13690.632,0.825,1.074,145.521,0.04,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,,,,,,,,,,,,,,,,,,,,
59369,KAZ,2021-11-20,Asia,Kazakhstan,1045783.0,1148.0,1163.571,17625.0,0.0,23.429,55055.821,60.437,61.257,927.878,0.0,1.233,,,,,,,,,,,,,,,,,,,16550257.0,8620968.0,7929289.0,,37300.0,32671.0,87.13,45.39,41.74,,1720.0,14228.0,0.075,71.3,18994958.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,,,,,14228.0,0.075,32671.0,1720.0,37300.0,,,,,,,,,,,,
59994,KEN,2021-11-20,Africa,Kenya,254688.0,59.0,58.857,5325.0,0.0,1.286,4631.895,1.073,1.07,96.843,0.0,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,,,,,,,,,,,,,,,,,
60607,KGZ,2021-11-20,Asia,Kyrgyzstan,182780.0,53.0,73.286,2720.0,2.0,2.571,27575.503,7.996,11.056,410.359,0.302,0.388,,,,,,,,,,,,,,,,,,,1922780.0,1071066.0,847420.0,,1895.0,9637.0,29.01,16.16,12.78,,1454.0,4703.0,0.071,,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,,4703.0,0.071,9637.0,1454.0,1895.0,,,,,,,,,,,,
61271,KHM,2021-11-20,Asia,Cambodia,119826.0,40.0,49.286,2896.0,5.0,5.0,7070.863,2.36,2.908,170.891,0.295,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16946446.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,,,,,,,,,,,,,,,,,,,,,
61458,KIR,2021-11-20,Oceania,Kiribati,2.0,0.0,0.0,,,0.0,16.476,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121388.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,,,,,,,,,,,,,,,,,,,,,
62064,KNA,2021-11-20,North America,Saint Kitts and Nevis,2764.0,0.0,2.714,28.0,0.0,0.143,51619.169,0.0,50.691,522.915,0.0,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53546.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,,,,,,,,,,,,,,,,,,
62734,KOR,2021-11-20,Asia,South Korea,415425.0,3114.0,2852.143,3274.0,30.0,24.429,8097.135,60.696,55.592,63.814,0.585,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,,,,,,,,,,,,,,,,,
63370,KWT,2021-11-20,Asia,Kuwait,413120.0,14.0,19.714,2464.0,0.0,0.286,95440.67,3.234,4.554,569.243,0.0,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,,,,,,,,,,,,,,,,,,
63977,LAO,2021-11-20,Asia,Laos,61239.0,1344.0,1147.429,126.0,7.0,4.286,8298.689,182.13,155.492,17.075,0.949,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7379358.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,,,,,,,,,,,,,,,,,,,,,
64616,LBN,2021-11-20,Asia,Lebanon,658467.0,1100.0,954.143,8635.0,10.0,8.286,97274.68,162.502,140.955,1275.64,1.477,1.224,,,,,,,,,,,,,,,,,,,3506393.0,1866557.0,1639836.0,,1353.0,9652.0,51.8,27.57,24.23,,1426.0,4547.0,0.067,,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,,4547.0,0.067,9652.0,1426.0,1353.0,,,,,,,,,,,,
65230,LBR,2021-11-20,Africa,Liberia,5818.0,0.0,0.0,287.0,0.0,0.0,1123.121,0.0,0.0,55.403,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,,,,,,,,,,,,,,,,,,
65857,LBY,2021-11-20,Africa,Libya,367218.0,0.0,448.857,5365.0,0.0,12.857,52772.292,0.0,64.505,770.995,0.0,1.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,,,,,,,,,,,,,,,,,,
66474,LCA,2021-11-20,North America,Saint Lucia,12894.0,0.0,9.571,278.0,0.0,1.286,69923.699,0.0,51.906,1507.584,0.0,6.972,,,,,,,,,,,,,,,,,,,98882.0,53634.0,45248.0,,,333.0,53.62,29.09,24.54,,1806.0,132.0,0.072,,184401.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,,132.0,0.072,333.0,1806.0,,,,,,,,,,,,,
67101,LIE,2021-11-20,Europe,Liechtenstein,4131.0,0.0,40.714,61.0,0.0,0.0,107988.707,0.0,1064.314,1594.604,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,,,,,,,,,,,,,,,,,,
67765,LKA,2021-11-20,Asia,Sri Lanka,555929.0,725.0,918.429,14108.0,22.0,19.429,25860.403,33.725,42.723,656.268,1.023,0.904,,,,,,,,,,,,,,,,,,,29595254.0,15900295.0,13694959.0,,7091.0,16521.0,137.67,73.96,63.71,,769.0,6056.0,0.028,,21497306.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,,6056.0,0.028,16521.0,769.0,7091.0,,,,,,,,,,,,
68322,LSO,2021-11-20,Africa,Lesotho,21726.0,0.0,5.429,661.0,0.0,0.143,10062.68,0.0,2.514,306.151,0.0,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,,,,,,,,,,,,,,,,,,
