,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
109033,SEN,2021-01-04,Africa,Senegal,19803.0,106.0,153.571,424.0,3.0,4.857,1151.5839999999996,6.164,8.93,24.656,0.174,0.282,1.27,,,,,,,,,1293.0,284169.0,16.525,0.075,1448.0,0.084,0.106,9.4,tests performed,,,,,,,,,,,,,,43.52,17196308.0,82.32799999999997,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,90.36,0.0,153.0,0.0
109040,SEN,2021-01-11,Africa,Senegal,21533.0,288.0,247.143,469.0,4.0,6.4289999999999985,1252.187,16.748,14.372,27.273000000000003,0.233,0.374,1.27,,,,,,,,,1927.0,297346.0,17.291,0.112,1882.0,0.109,0.131,7.6,tests performed,,,,,,,,,,,,,,58.8,17196308.0,82.32799999999997,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,98.0,0.0,153.0,0.0
109054,SEN,2021-01-25,Africa,Senegal,24993.0,266.0,252.71400000000003,582.0,7.0,8.0,1453.3929999999998,15.468,14.696,33.844,0.407,0.465,1.07,,,,,,,,,2099.0,325423.0,18.924,0.122,2076.0,0.121,0.122,8.2,tests performed,,,,,,,,,,,,,,50.46,17196308.0,82.32799999999997,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,90.7,0.0,153.0,0.0
109068,SEN,2021-02-08,Africa,Senegal,29057.0,297.0,304.286,689.0,7.0,7.286,1689.723,17.271,17.695,40.067,0.407,0.424,1.06,,,,,,,,,2361.0,355460.0,20.671,0.13699999999999998,2255.0,0.131,0.135,7.4,tests performed,,,,,,,,,,,,,,50.46,17196308.0,82.32799999999997,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,97.22,0.0,153.0,0.0
109194,SEN,2021-06-14,Africa,Senegal,42023.0,25.0,44.286,1155.0,1.0,1.0,2443.722,1.454,2.575,67.166,0.058,0.058,1.15,,,,,,,,,1326.0,551580.0,32.075,0.077,1485.0,0.086,0.03,33.5,tests performed,625448.0,477957.0,147491.0,,,12835.0,3.64,2.78,0.86,,746.0,1873.0,0.011,23.15,17196308.0,82.32799999999997,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,1873.0,0.011,12835.0,746.0,,0.0,0.0,0.0,0.0,0.0,4.0,50.0,6.0,40.0,0.0,153.0,0.0
109250,SEN,2021-08-09,Africa,Senegal,68012.0,433.0,641.714,1495.0,13.0,15.714,3955.035,25.18,37.317,86.93700000000003,0.7559999999999999,0.914,0.81,,,,,,,,,3221.0,689646.0,40.104,0.187,3549.0,0.206,0.181,5.5,tests performed,1360095.0,1035558.0,324537.0,,,27580.0,7.91,6.02,1.89,,1604.0,23894.0,0.139,19.44,17196308.0,82.32799999999997,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,23894.0,0.139,27580.0,1604.0,,0.0,0.0,0.0,0.0,0.0,0.0,78.38,0.0,21.62,0.0,153.0,0.0
109463,SGP,2020-05-11,Asia,Singapore,23822.0,486.0,720.571,21.0,1.0,0.429,4368.124,89.115,132.128,3.851,0.183,0.079,1.0,,,,,,,,,,,,,10953.0,2.008,0.066,15.2,samples tested,,,,,,,,,,,,,,76.85,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,428.70967741935476,0.0
109477,SGP,2020-05-25,Asia,Singapore,31960.0,344.0,516.714,23.0,0.0,0.14300000000000002,5860.349,63.078,94.747,4.217,0.0,0.026,0.86,,,,,,,,,,334691.0,61.371,,5754.0,1.055,0.09,11.1,samples tested,,,,,,,,,,,,,,73.15,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
109491,SGP,2020-06-08,Asia,Singapore,38296.0,386.0,429.143,25.0,0.0,0.14300000000000002,7022.151,70.779,78.69,4.584,0.0,0.026,0.84,,,,,,,,,,488695.0,89.61,,11457.0,2.101,0.037000000000000005,26.7,samples tested,,,,,,,,,,,,,,65.74,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
109505,SGP,2020-06-22,Asia,Singapore,42313.0,218.0,213.571,26.0,0.0,0.0,7758.728,39.974,39.162,4.767,0.0,0.0,0.74,,,,,,,,,,684359.0,125.488,,15453.0,2.834,0.014,72.4,samples tested,,,,,,,,,,,,,,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
109519,SGP,2020-07-06,Asia,Singapore,44983.0,183.0,188.857,26.0,0.0,0.0,8248.313,33.556,34.63,4.767,0.0,0.0,0.87,,,,,,,,,,866414.0,158.87,,15524.0,2.847,0.012,82.2,samples tested,,,,,,,,,,,,,,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
109533,SGP,2020-07-20,Asia,Singapore,48035.0,123.0,250.286,27.0,0.0,0.14300000000000002,8807.943000000001,22.554,45.894,4.9510000000000005,0.0,0.026,1.16,,,,,,,,,,1170049.0,214.546,,22931.0,4.205,0.011,91.6,samples tested,,,,,,,,,,,,,,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
109687,SGP,2020-12-21,Asia,Singapore,58432.0,10.0,15.286,29.0,0.0,0.0,10714.39,1.834,2.803,5.318,0.0,0.0,1.38,,,,,,,,,,5236487.0,960.189,,29346.0,5.381,0.001,1919.8,samples tested,,,,,,,,,,,,,,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,88.89,0.0,111.0,0.0
109701,SGP,2021-01-04,Asia,Singapore,58721.0,24.0,27.429,29.0,0.0,0.0,10767.383,4.401,5.029,5.318,0.0,0.0,1.4,,,,,,,,,,5617894.0,1030.126,,27363.0,5.017,0.001,997.6,samples tested,,,,,,,,,,,,,,45.37,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,1.64,0.0,0.0,0.0,0.0,0.0,9.84,88.52,0.0,111.0,0.0
109708,SGP,2021-01-11,Asia,Singapore,58929.0,22.0,29.714,29.0,0.0,0.0,10805.523,4.034,5.449,5.318,0.0,0.0,1.14,,,,,,,,,,5837181.0,1070.335,,31327.0,5.744,0.001,1054.3,samples tested,3400.0,3400.0,,,,,0.06,0.06,,,,,,45.37,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51,86.49,0.0,111.0,0.0
109722,SGP,2021-01-25,Asia,Singapore,59352.0,44.0,32.143,29.0,0.0,0.0,10883.086,8.068,5.894,5.318,0.0,0.0,1.1,,,,,,,,,,6315357.0,1158.016,,36316.0,6.659,0.001,1129.8,samples tested,,,,,,7621.0,,,,,1397.0,7617.0,0.14,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,7617.0,0.14,7621.0,1397.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36,71.64,0.0,111.0,0.0
109736,SGP,2021-02-08,Asia,Singapore,59721.0,22.0,22.286,29.0,0.0,0.0,10950.748,4.034,4.086,5.318,0.0,0.0,0.76,,,,,,,,,,6799834.0,1246.852,,34670.0,6.357,0.001,1555.7,samples tested,,,,,,9889.0,,,,,1813.0,9464.0,0.174,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,9464.0,0.174,9889.0,1813.0,,1.33,0.0,0.0,0.0,4.0,1.33,1.33,24.0,68.01,0.0,111.0,0.0
109750,SGP,2021-02-22,Asia,Singapore,59879.0,10.0,10.0,29.0,0.0,0.0,10979.72,1.834,1.834,5.318,0.0,0.0,0.78,,,,,,,,,,7290760.0,1336.871,,38011.0,6.97,0.0,3801.1,samples tested,,,,,,14145.0,,,,,2594.0,3518.0,0.065,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,3518.0,0.065,14145.0,2594.0,,0.0,4.76,0.0,0.0,0.0,0.0,0.0,21.43,73.81,0.0,111.0,0.0
109764,SGP,2021-03-08,Asia,Singapore,60046.0,13.0,14.0,29.0,0.0,0.0,11010.342,2.384,2.567,5.318,0.0,0.0,0.95,,,,,,,,,,7805264.0,1431.213,,37329.0,6.845,0.0,2666.4,samples tested,611314.0,392620.0,218694.0,,15314.0,12325.0,11.21,7.2,4.01,,2260.0,10701.0,0.196,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,10701.0,0.196,12325.0,2260.0,15314.0,22.58,0.0,0.0,3.23,0.0,0.0,0.0,19.35,54.84,0.0,111.0,0.0
109778,SGP,2021-03-22,Asia,Singapore,60208.0,12.0,13.0,30.0,0.0,0.0,11040.047,2.2,2.384,5.501,0.0,0.0,1.13,,,,,,,,,,8546349.0,1567.102,,70091.0,12.852,0.0,5391.6,samples tested,1071908.0,771297.0,300611.0,,,39926.0,19.66,14.14,5.51,,7321.0,31720.0,0.5820000000000001,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,31720.0,0.5820000000000001,39926.0,7321.0,,35.56,0.0,0.0,2.22,0.0,2.22,0.0,22.22,37.78,0.0,111.0,0.0
109792,SGP,2021-04-05,Asia,Singapore,60495.0,17.0,24.857,30.0,0.0,0.0,11092.673,3.117,4.558,5.501,0.0,0.0,1.12,,,,,,,,,,9036706.0,1657.017,,35026.0,6.422999999999999,0.001,1409.1,samples tested,,,,,,42681.0,,,,,7826.0,23019.0,0.422,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,23019.0,0.422,42681.0,7826.0,,45.12,0.61,0.61,9.15,1.83,1.22,1.22,26.22,14.02,0.0,111.0,0.0
109806,SGP,2021-04-19,Asia,Singapore,60851.0,20.0,24.714,30.0,0.0,0.0,11157.951,3.667,4.532,5.501,0.0,0.0,1.0,,,,,,,,,,9278789.0,1701.406,,17292.0,3.1710000000000003,0.001,699.7,samples tested,,,,,,45023.0,,,,,8256.0,19777.0,0.363,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,19777.0,0.363,45023.0,8256.0,,30.32,0.0,2.13,13.83,0.0,1.6,16.49,18.62,17.01,0.0,111.0,0.0
109820,SGP,2021-05-03,Asia,Singapore,61235.0,17.0,26.286,31.0,0.0,0.14300000000000002,11228.363,3.117,4.82,5.684,0.0,0.026,0.92,,,,,,,,,,9906797.0,1816.561,,52880.0,9.696,0.0,2011.7,samples tested,,,,,,41975.0,,,,,7697.0,22207.0,0.407,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,22207.0,0.407,41975.0,7697.0,,9.42,0.0,0.52,6.81,0.0,1.05,64.92,10.47,6.81,0.0,111.0,0.0
109834,SGP,2021-05-17,Asia,Singapore,61613.0,28.0,33.571,31.0,0.0,0.0,11297.675,5.134,6.1560000000000015,5.684,0.0,0.0,1.22,,,,,,,,,,11064019.0,2028.755,,88888.0,16.299,0.0,2647.8,samples tested,3407068.0,1966524.0,1440544.0,,,38534.0,62.47,36.06,26.41,,7066.0,16263.0,0.298,52.78,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,16263.0,0.298,38534.0,7066.0,,5.91,0.0,0.0,1.36,0.0,0.0,84.09,3.18,5.46,0.0,111.0,0.0
109848,SGP,2021-05-31,Asia,Singapore,62051.0,23.0,27.286,33.0,0.0,0.14300000000000002,11377.989,4.217,5.003,6.051,0.0,0.026,0.87,,,,,,,,,,11947790.0,2190.808,,68115.0,12.49,0.0,2496.3,samples tested,4047651.0,2281154.0,1766497.0,,,45540.0,74.22,41.83,32.39,,8350.0,24101.0,0.442,58.33,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,325.6,1.04,3.73,59.70368197,24101.0,0.442,45540.0,8350.0,,3.64,0.0,0.0,0.0,0.0,0.0,90.3,0.91,5.15,0.0,111.0,0.0
109862,SGP,2021-06-14,Asia,Singapore,62301.0,25.0,13.0,34.0,0.0,0.14300000000000002,11423.83,4.584,2.384,6.234,0.0,0.026,1.0,,,,,,,,,,12809152.0,2348.752,,63179.0,11.585,0.0,4859.9,samples tested,4691386.0,2700446.0,1990940.0,,,42760.0,86.02,49.52,36.51,,7841.0,28090.0,0.515,58.33,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,28090.0,0.515,42760.0,7841.0,,1.12,0.0,1.12,0.0,0.0,0.0,94.94,1.12,1.7,0.0,111.0,0.0
109876,SGP,2021-06-28,Asia,Singapore,62553.0,9.0,17.570999999999998,36.0,0.0,0.14300000000000002,11470.038,1.65,3.222,6.601,0.0,0.026,0.78,,,,,,,,,,13607805.0,2495.197,,45710.0,8.382,0.0,2601.4,samples tested,5365803.0,3271610.0,2094193.0,,,48114.0,98.39,59.99,38.4,,8822.0,42863.0,0.7859999999999999,54.63,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,42863.0,0.7859999999999999,48114.0,8822.0,,1.38,0.0,0.0,0.0,0.0,0.0,96.31,0.46,1.85,0.0,111.0,0.0
109890,SGP,2021-07-12,Asia,Singapore,62718.0,26.0,12.571,36.0,0.0,0.0,11500.293,4.767,2.305,6.601,0.0,0.0,1.78,,,,,,,,,,14751144.0,2704.845,,90686.0,16.629,0.0,7213.9,samples tested,6378063.0,4022809.0,2367424.0,,,74213.0,116.95,73.76,43.41,,13608.0,50278.0,0.922,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,50278.0,0.922,74213.0,13608.0,,1.33,0.0,0.0,0.0,0.0,0.0,93.33,2.67,2.67,0.0,111.0,0.0
109904,SGP,2021-07-26,Asia,Singapore,64314.0,135.0,152.714,37.0,0.0,0.14300000000000002,11792.944,24.754,28.002,6.785,0.0,0.026,1.29,,,,,,,,,,15726438.0,2883.68,,68275.0,12.519,0.002,447.1,samples tested,7256331.0,4254789.0,3122180.0,,64151.0,59876.0,133.06,78.02,57.25,,10979.0,12838.0,0.235,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,12838.0,0.235,59876.0,10979.0,64151.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88,0.0,0.12,0.0,111.0,0.0
109918,SGP,2021-08-09,Asia,Singapore,65836.0,72.0,89.0,42.0,0.0,0.5710000000000001,12072.026000000002,13.202,16.319000000000006,7.701,0.0,0.105,0.7,,,,,,,,,,16614807.0,3046.576,,58372.0,10.703,0.002,655.9,samples tested,8145237.0,4373550.0,3897650.0,,41502.0,63070.0,149.36,80.2,71.47,,11565.0,7475.0,0.13699999999999998,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,7475.0,0.13699999999999998,63070.0,11565.0,41502.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
109932,SGP,2021-08-23,Asia,Singapore,66576.0,98.0,50.143,50.0,1.0,0.857,12207.716,17.97,9.194,9.168,0.183,0.157,1.29,,,,,,,,,,17338504.0,3179.277,,58829.0,10.787,0.001,1173.2,samples tested,8765866.0,4567396.0,4344596.0,,18417.0,23571.0,160.74,83.75,79.66,,4322.0,6471.0,0.119,47.22,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,6471.0,0.119,23571.0,4322.0,18417.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84,0.0,0.16,0.0,111.0,0.0
109946,SGP,2021-09-06,Asia,Singapore,68901.0,241.0,206.0,55.0,0.0,0.0,12634.04,44.191,37.773,10.085,0.0,0.0,1.65,,,,,,,,,,18197667.0,3336.817,,60664.0,11.124,0.003,294.5,samples tested,8976698.0,,,,11606.0,14385.0,164.6,,,,2638.0,3663.0,0.067,47.22,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,3663.0,0.067,14385.0,2638.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
109960,SGP,2021-09-20,Asia,Singapore,78721.0,917.0,918.143,62.0,2.0,0.5710000000000001,14434.685,168.146,168.355,11.369000000000002,0.3670000000000001,0.105,1.58,,,,,,,,,,19108195.0,3503.776,,67054.0,12.295,0.014,73.0,samples tested,9160874.0,4665829.0,,,20138.0,15453.0,167.98,85.56,,,2834.0,2901.0,0.053,47.22,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,2901.0,0.053,15453.0,2834.0,20138.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
109974,SGP,2021-10-04,Asia,Singapore,106318.0,2475.0,2397.0,121.0,8.0,5.857,19495.012,453.829,439.526,22.187,1.467,1.074,1.41,,,,,,,,,,20013983.0,3669.866,,64784.0,11.879,0.037000000000000005,27.0,samples tested,9513470.0,4700524.0,4589923.0,321228.0,27450.0,26196.0,174.44,86.19,84.16,5.89,4803.0,1932.0,0.035,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,1932.0,0.035,26196.0,4803.0,27450.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
109988,SGP,2021-10-18,Asia,Singapore,150731.0,2553.0,3071.7140000000004,239.0,6.0,9.571,27638.807,468.131,563.245,43.824,1.1,1.755,1.11,,,,,,,,,,20667026.0,3789.612,,32948.0,6.042000000000002,0.093,10.7,samples tested,9889827.0,4741030.0,4685253.0,604552.0,22315.0,26243.0,181.34,86.93,85.91,11.09,4812.0,2929.0,0.054000000000000006,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,2929.0,0.054000000000000006,26243.0,4812.0,22315.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
110002,SGP,2021-11-01,Asia,Singapore,200844.0,2470.0,3575.143,421.0,14.0,13.143,36827.783,452.912,655.556,77.197,2.567,2.41,0.94,,,,,,,,,,20982378.0,3847.436,,22526.0,4.13,0.159,6.3,samples tested,,,,,,4656.0,,,,,854.0,27212.0,0.499,44.44,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,27212.0,0.499,4656.0,854.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
110016,SGP,2021-11-15,Asia,Singapore,239272.0,2069.0,2638.429,594.0,8.0,11.857,43874.138,379.382,483.796,108.919,1.467,2.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
114914,SUR,2020-07-06,South America,Suriname,614.0,20.0,16.143,14.0,0.0,0.14300000000000002,1037.516,33.795,27.278,23.657,0.0,0.241,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.11,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,494.5,0.0
115159,SUR,2021-03-08,South America,Suriname,8980.0,3.0,6.714,175.0,0.0,0.28600000000000003,15174.097,5.069,11.345999999999998,295.709,0.0,0.483,0.81,,,,,,,,,,,,,,,,,,,,,,,368.0,,,,,622.0,368.0,0.062,62.96,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,368.0,0.062,368.0,622.0,,0.0,0.0,12.9,0.0,0.0,0.0,0.0,6.45,80.65,0.0,167.0,0.0
115187,SUR,2021-04-05,South America,Suriname,9174.0,11.0,10.0,177.0,0.0,0.0,15501.911,18.587,16.898,299.089,0.0,0.0,1.6,,,,,,,,,,,,,,,,,,,,,,,744.0,,,,,1257.0,744.0,0.126,70.37,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,744.0,0.126,744.0,1257.0,,5.26,0.0,45.61,0.0,0.0,0.0,0.0,21.05,28.08,0.0,167.0,0.0
115201,SUR,2021-04-19,South America,Suriname,9581.0,0.0,37.857,187.0,0.0,0.7140000000000001,16189.646,0.0,63.97,315.986,0.0,1.207,1.58,,,,,,,,,,,,,,,,,,,,,,,295.0,,,,,498.0,295.0,0.05,70.37,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,295.0,0.05,295.0,498.0,,0.0,0.0,57.14,0.0,0.0,0.0,0.0,18.37,24.49,0.0,167.0,0.0
115229,SUR,2021-05-17,South America,Suriname,12107.0,157.0,127.714,230.0,2.0,1.714,20457.994,265.293,215.807,388.646,3.38,2.897,1.3,,,,,,,,,,,,,,,,,,54162.0,52109.0,2053.0,,,986.0,9.15,8.81,0.35,,1666.0,786.0,0.133,81.48,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,786.0,0.133,986.0,1666.0,,0.0,0.0,74.42,0.0,0.0,0.0,0.0,18.6,6.98,0.0,167.0,0.0
115243,SUR,2021-05-31,South America,Suriname,14954.0,190.0,236.0,302.0,10.0,6.5710000000000015,25268.757,321.055,398.785,510.309,16.898,11.104,1.2,,,,,,,,,,,,,,,,,,,,,,,1306.0,,,,,2207.0,528.0,0.08900000000000001,81.48,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,528.0,0.08900000000000001,1306.0,2207.0,,0.0,0.0,92.45,0.0,0.0,0.0,0.0,3.77,3.78,0.0,167.0,0.0
115257,SUR,2021-06-14,South America,Suriname,18599.0,227.0,259.0,412.0,8.0,8.142999999999999,31427.953,383.577,437.649,696.183,13.518,13.76,1.0,,,,,,,,,,,,,,,,,,144415.0,118124.0,26291.0,,7562.0,5191.0,24.4,19.96,4.44,,8772.0,4498.0,0.76,89.81,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,4498.0,0.76,5191.0,8772.0,7562.0,0.0,0.0,94.59,0.0,0.0,0.0,0.0,0.0,5.41,0.0,167.0,0.0
115271,SUR,2021-06-28,South America,Suriname,21360.0,111.0,174.143,512.0,5.0,6.4289999999999985,36093.397,187.564,294.261,865.16,8.449,10.863,0.88,,,,,,,,,,,,,,,,,,192975.0,157982.0,34993.0,,1012.0,2250.0,32.61,26.7,5.91,,3802.0,1736.0,0.293,92.59,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,1736.0,0.293,2250.0,3802.0,1012.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,167.0,0.0
115285,SUR,2021-07-12,South America,Suriname,23463.0,80.0,142.571,587.0,5.0,5.5710000000000015,39646.974,135.181,240.912,991.893,8.449,9.414,0.86,,,,,,,,,,,,,,,,,,215851.0,173978.0,41873.0,,6360.0,1870.0,36.47,29.4,7.08,,3160.0,1296.0,0.219,89.81,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,1296.0,0.219,1870.0,3160.0,6360.0,0.0,0.0,87.18,0.0,0.0,0.0,0.0,5.13,7.69,0.0,167.0,0.0
