iso_date,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,year,month,day,iso_date,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Entity,iso_code_variant,date_variant,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron,year_variant,month_variant,day_variant,iso_date_variant
DEU_2021-01-25,DEU,Europe,Germany,2021-01-25,2154656.0,6887.0,13610.571000000002,53127.0,831.0,837.7139999999999,25681.095,82.085,162.22299999999998,633.215,9.905,9.985,0.84,4604.0,54.875,,,,,,,,,,,159873.0,1.906,,,tests performed,1990052.0,1681476.0,308597.0,3.0,91014.0,97986.0,2.37,2.0,0.37,0.0,1168.0,59173.0,0.071,83.33,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,01,25,DEU_2021-01-25,59173.0,0.071,97986.0,1168.0,91014.0,Germany,DEU,2021-01-25,0.82,0.03,0.0,0.0,0.0,0.0,0.16,10.72,88.27,0.0,0.0,0.0,2021,2021,25,DEU_2021-01-25
DEU_2021-02-08,DEU,Europe,Germany,2021-02-08,2296323.0,4650.0,9142.286,62191.0,483.0,590.286,27369.607999999997,55.423,108.96600000000001,741.247,5.757000000000001,7.0360000000000005,0.83,3951.0,47.092,,,,,,,,,,,156522.0,1.8659999999999999,,,tests performed,3497536.0,2385820.0,1111736.0,9.0,109362.0,119158.0,4.17,2.84,1.33,0.0,1420.0,55370.0,0.066,83.33,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,02,08,DEU_2021-02-08,55370.0,0.066,119158.0,1420.0,109362.0,Germany,DEU,2021-02-08,0.95,0.0,0.03,0.0,0.0,0.24,0.02,20.42,78.31,0.03,0.0,0.0,2021,2021,08,DEU_2021-02-08
DEU_2021-02-22,DEU,Europe,Germany,2021-02-22,2399499.0,4984.0,7517.571,68363.0,417.0,439.286,28599.351000000002,59.403999999999996,89.601,814.811,4.97,5.236000000000001,0.98,3053.0,36.388000000000005,,,,,,,,,,,159004.0,1.895,,,tests performed,5331807.0,3450982.0,1880875.0,11.0,156335.0,135028.0,6.35,4.11,2.24,0.0,1609.0,85746.0,0.102,81.48,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,02,22,DEU_2021-02-22,85746.0,0.102,135028.0,1609.0,156335.0,Germany,DEU,2021-02-22,1.62,0.02,0.23,0.0,0.01,0.3,0.01,47.16,50.62,0.03,0.0,0.0,2021,2021,22,DEU_2021-02-22
DEU_2021-03-08,DEU,Europe,Germany,2021-03-08,2513784.0,5129.0,8316.429,72236.0,252.0,246.0,29961.5,61.132,99.12299999999999,860.9730000000001,3.0039999999999996,2.932,1.12,2857.0,34.052,,,,,,,,,,,167340.0,1.995,,,tests performed,8111618.0,5482775.0,2628881.0,29.0,238202.0,225420.0,9.67,6.53,3.13,0.0,2687.0,170078.0,0.203,77.78,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,03,08,DEU_2021-03-08,170078.0,0.203,225420.0,2687.0,238202.0,Germany,DEU,2021-03-08,2.31,0.02,0.23,0.01,0.01,0.47,0.0,56.78,40.08,0.09,0.0,0.0,2021,2021,08,DEU_2021-03-08
DEU_2021-03-22,DEU,Europe,Germany,2021-03-22,2678262.0,8261.0,13268.143,75009.0,253.0,186.857,31921.895,98.462,158.141,894.0239999999999,3.015,2.227,1.24,3139.0,37.413000000000004,,,,,,,,,,,196745.0,2.345,,,tests performed,11407648.0,7901171.0,3506506.0,40.0,269862.0,211446.0,13.6,9.42,4.18,0.0,2520.0,143196.0,0.171,75.0,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,03,22,DEU_2021-03-22,143196.0,0.171,211446.0,2520.0,269862.0,Germany,DEU,2021-03-22,2.44,0.0,0.21,0.01,0.0,0.61,0.01,79.05,17.65,0.02,0.0,0.0,2021,2021,22,DEU_2021-03-22
DEU_2021-04-05,DEU,Europe,Germany,2021-04-05,2902309.0,5980.0,15337.143,77136.0,76.0,142.429,34592.285,71.275,182.80200000000002,919.375,0.9059999999999999,1.6980000000000002,1.07,4152.0,49.486999999999995,,,,,,,,,,,168791.0,2.012,,,tests performed,15439136.0,10844167.0,4595000.0,50.0,248324.0,270842.0,18.4,12.93,5.48,0.0,3228.0,193735.0,0.231,75.0,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,04,05,DEU_2021-04-05,193735.0,0.231,270842.0,3228.0,248324.0,Germany,DEU,2021-04-05,2.0,0.01,0.16,0.03,0.01,0.91,0.02,88.61,8.21,0.04,0.0,0.0,2021,2021,05,DEU_2021-04-05
DEU_2021-04-19,DEU,Europe,Germany,2021-04-19,3167137.0,11615.0,20361.857,80353.0,301.0,222.429,37748.739,138.438,242.69099999999997,957.7180000000001,3.588,2.6510000000000002,1.07,4910.0,58.522,,,,,,,,,,,190466.0,2.27,,,tests performed,22546080.0,16931455.0,5614641.0,74.0,403415.0,524870.0,26.87,20.18,6.69,0.0,6256.0,459275.0,0.547,75.0,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,04,19,DEU_2021-04-19,459275.0,0.547,524870.0,6256.0,403415.0,Germany,DEU,2021-04-19,1.99,0.0,0.26,0.08,0.04,0.68,0.16,93.54,3.19,0.06,0.0,0.0,2021,2021,19,DEU_2021-04-19
DEU_2021-05-03,DEU,Europe,Germany,2021-05-03,3438186.0,5510.0,17933.286,83605.0,313.0,228.0,40979.341,65.673,213.745,996.4780000000001,3.7310000000000003,2.718,0.89,4997.0,59.559,,,,,,,,,,,192931.0,2.3,,,tests performed,30831297.0,24018813.0,6821863.0,100.0,452879.0,674267.0,36.75,28.63,8.13,0.0,8037.0,568207.0,0.677,75.0,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,05,03,DEU_2021-05-03,568207.0,0.677,674267.0,8037.0,452879.0,Germany,DEU,2021-05-03,1.39,0.0,0.51,0.22,0.05,0.44,0.7,94.89,1.74,0.05,0.01,0.0,2021,2021,03,DEU_2021-05-03
DEU_2021-05-17,DEU,Europe,Germany,2021-05-17,3608320.0,5381.0,10016.0,86386.0,220.0,181.143,43007.148,64.13600000000001,119.38,1029.625,2.622,2.1590000000000003,0.73,4002.0,47.699,,,,,,,,,,,160068.0,1.9080000000000001,,,tests performed,40945655.0,31344768.0,9672734.0,129.0,556211.0,704599.0,48.8,37.36,11.53,0.0,8398.0,490006.0,0.584,75.0,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,05,17,DEU_2021-05-17,490006.0,0.584,704599.0,8398.0,556211.0,Germany,DEU,2021-05-17,1.89,0.0,0.75,0.14,0.08,0.79,1.95,92.24,2.08,0.07,0.01,0.0,2021,2021,17,DEU_2021-05-17
DEU_2021-05-31,DEU,Europe,Germany,2021-05-31,3689921.0,2206.0,4275.857,88601.0,170.0,162.857,43979.740999999995,26.293000000000003,50.963,1056.025,2.026,1.9409999999999998,0.64,2446.0,29.154,,,,,,,,,,,134513.0,1.6030000000000002,,,tests performed,50831552.0,36128616.0,15199528.0,170.0,547644.0,718015.0,60.59,43.06,18.12,0.0,8558.0,326150.0,0.389,69.44,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,05,31,DEU_2021-05-31,326150.0,0.389,718015.0,8558.0,547644.0,Germany,DEU,2021-05-31,0.9,0.02,1.52,0.1,0.01,0.47,3.95,90.2,2.55,0.24,0.04,0.0,2021,2021,31,DEU_2021-05-31
DEU_2021-06-14,DEU,Europe,Germany,2021-06-14,3724168.0,873.0,1975.1429999999998,89944.0,95.0,79.143,44387.927,10.405,23.541,1072.032,1.1320000000000001,0.943,0.55,1273.0,15.173,,,,,,,,,,,117203.0,1.3969999999999998,,,tests performed,61973240.0,40778963.0,22568720.0,340.0,656614.0,875127.0,73.87,48.6,26.9,0.0,10431.0,347999.0,0.415,67.59,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,06,14,DEU_2021-06-14,347999.0,0.415,875127.0,10431.0,656614.0,Germany,DEU,2021-06-14,0.67,0.02,1.7,0.06,0.04,0.61,13.91,78.55,4.05,0.28,0.11,0.0,2021,2021,14,DEU_2021-06-14
DEU_2021-06-28,DEU,Europe,Germany,2021-06-28,3734830.0,341.0,601.571,90826.0,58.0,49.857,44515.005999999994,4.064,7.17,1082.545,0.691,0.594,0.68,683.0,8.141,,,,,,,,,,,102320.0,1.22,,,tests performed,73632550.0,45509768.0,30032558.0,402.0,630824.0,816796.0,87.76,54.24,35.8,0.0,9735.0,344866.0,0.41100000000000003,67.59,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,06,28,DEU_2021-06-28,344866.0,0.41100000000000003,816796.0,9735.0,630824.0,Germany,DEU,2021-06-28,0.76,0.0,2.7,0.04,0.11,0.53,49.3,42.42,4.02,0.04,0.08,0.0,2021,2021,28,DEU_2021-06-28
DEU_2021-07-12,DEU,Europe,Germany,2021-07-12,3744285.0,553.0,774.7139999999999,91268.0,27.0,28.570999999999998,44627.699,6.591,9.234,1087.813,0.322,0.341,1.2,433.0,5.1610000000000005,,,,,,,,,,,87370.0,1.041,,,tests performed,83059493.0,49273544.0,35933289.0,494.0,470287.0,633938.0,99.0,58.73,42.83,0.0,7556.0,215106.0,0.256,67.59,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,07,12,DEU_2021-07-12,215106.0,0.256,633938.0,7556.0,470287.0,Germany,DEU,2021-07-12,0.15,0.0,3.06,0.04,0.0,0.11,79.52,13.39,3.62,0.11,0.0,0.0,2021,2021,12,DEU_2021-07-12
DEU_2021-07-26,DEU,Europe,Germany,2021-07-26,3764441.0,1423.0,1603.0,91573.0,39.0,24.143,44867.935999999994,16.961,19.105999999999998,1091.448,0.465,0.28800000000000003,1.32,365.0,4.35,,,,,,,,,,,84681.0,1.0090000000000001,,,tests performed,90341298.0,51113141.0,41596818.0,682.0,340006.0,463742.0,107.68,60.92,49.58,0.0,5527.0,109939.0,0.131,67.59,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,07,26,DEU_2021-07-26,109939.0,0.131,463742.0,5527.0,340006.0,Germany,DEU,2021-07-26,0.04,0.0,1.26,0.0,0.0,0.0,95.31,2.75,0.58,0.04,0.02,0.0,2021,2021,26,DEU_2021-07-26
DEU_2021-08-09,DEU,Europe,Germany,2021-08-09,3800069.0,2220.0,2896.0,91810.0,19.0,17.857,45292.582,26.46,34.516999999999996,1094.2730000000001,0.226,0.213,1.36,451.0,5.375,,,,,,,,,,,83816.0,0.9990000000000001,,,tests performed,95879821.0,52308570.0,46106683.0,3277.0,295586.0,371459.0,114.28,62.35,54.95,0.0,4427.0,77758.0,0.09300000000000001,59.26,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,08,09,DEU_2021-08-09,77758.0,0.09300000000000001,371459.0,4427.0,295586.0,Germany,DEU,2021-08-09,0.05,0.0,0.29,0.0,0.0,0.0,98.21,1.13,0.3,0.02,0.0,0.0,2021,2021,09,DEU_2021-08-09
DEU_2021-08-23,DEU,Europe,Germany,2021-08-23,3881633.0,5592.0,7115.143,92028.0,41.0,17.570999999999998,46264.734000000004,66.65,84.805,1096.871,0.489,0.209,1.41,770.0,9.177999999999999,,,,,,,,,,,102182.0,1.218,,,tests performed,100285589.0,53650671.0,49375242.0,7701.0,233257.0,278387.0,119.53,63.95,58.85,0.01,3318.0,101470.0,0.121,56.48,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,08,23,DEU_2021-08-23,101470.0,0.121,278387.0,3318.0,233257.0,Germany,DEU,2021-08-23,0.0,0.0,0.05,0.0,0.0,0.0,99.44,0.41,0.1,0.0,0.0,0.0,2021,2021,23,DEU_2021-08-23
DEU_2021-09-06,DEU,Europe,Germany,2021-09-06,4020587.0,6779.0,10507.428999999998,92419.0,59.0,30.143,47920.91099999999,80.798,125.23700000000001,1101.531,0.703,0.359,1.13,1315.0,15.673,,,,,,,,,,,136559.0,1.6280000000000001,,,tests performed,103270218.0,54953932.0,51160880.0,90508.0,155414.0,196243.0,123.09,65.5,60.98,0.11,2339.0,85555.0,0.102,60.19,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,09,06,DEU_2021-09-06,85555.0,0.102,196243.0,2339.0,155414.0,Germany,DEU,2021-09-06,0.03,0.0,0.01,0.0,0.0,0.0,99.74,0.16,0.06,0.0,0.0,0.0,2021,2021,06,DEU_2021-09-06
DEU_2021-09-20,DEU,Europe,Germany,2021-09-20,4155160.0,5328.0,8821.143,93058.0,81.0,52.0,49524.871,63.504,105.13799999999999,1109.1480000000001,0.965,0.62,0.94,1532.0,18.26,,,,,,,,,,,139895.0,1.6669999999999998,,,tests performed,105969704.0,55994875.0,52662408.0,409600.0,158537.0,198372.0,126.3,66.74,62.77,0.49,2364.0,74001.0,0.08800000000000001,54.63,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,09,20,DEU_2021-09-20,74001.0,0.08800000000000001,198372.0,2364.0,158537.0,Germany,DEU,2021-09-20,0.01,0.0,0.01,0.0,0.0,0.01,99.91,0.05,0.01,0.0,0.0,0.0,2021,2021,20,DEU_2021-09-20
DEU_2021-10-04,DEU,Europe,Germany,2021-10-04,4265001.0,4507.0,7986.143,93887.0,89.0,54.0,50834.053,53.718,95.186,1119.028,1.061,0.644,1.01,1336.0,15.924000000000001,,,,,,,,,,,137583.0,1.64,,,tests performed,108287680.0,56763677.0,53893866.0,840176.0,95447.0,141250.0,129.07,67.66,64.24,1.0,1684.0,46493.0,0.055,46.3,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,10,04,DEU_2021-10-04,46493.0,0.055,141250.0,1684.0,95447.0,Germany,DEU,2021-10-04,0.0,0.0,0.01,0.0,0.0,0.0,99.85,0.04,0.1,0.0,0.0,0.0,2021,2021,04,DEU_2021-10-04
DEU_2021-10-18,DEU,Europe,Germany,2021-10-18,4388581.0,6562.0,9319.286,94720.0,88.0,58.857,52306.989,78.212,111.075,1128.9569999999999,1.0490000000000002,0.7020000000000001,1.27,1451.0,17.294,,,,,,,,,,,123568.0,1.473,,,tests performed,110133953.0,57305898.0,54771407.0,1326824.0,91915.0,130347.0,131.27,68.3,65.28,1.58,1554.0,36568.0,0.044000000000000004,37.04,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,10,18,DEU_2021-10-18,36568.0,0.044000000000000004,130347.0,1554.0,91915.0,Germany,DEU,2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.02,0.0,0.0,0.0,2021,2021,18,DEU_2021-10-18
DEU_2021-11-01,DEU,Europe,Germany,2021-11-01,4619273.0,11315.0,19119.429,95838.0,103.0,98.571,55056.58,134.862,227.882,1142.282,1.228,1.175,1.44,2054.0,24.480999999999998,,,,,,,,,,,166622.0,1.986,,,tests performed,112079893.0,57759484.0,55517824.0,2113903.0,63495.0,147700.0,133.59,68.84,66.17,2.52,1760.0,31632.0,0.038,43.98,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,11,01,DEU_2021-11-01,31632.0,0.038,147700.0,1760.0,63495.0,Germany,DEU,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.01,0.0,0.0,0.0,2021,2021,01,DEU_2021-11-01
DEU_2021-11-15,DEU,Europe,Germany,2021-11-15,5091200.0,34958.0,39289.0,97986.0,266.0,179.28599999999997,60681.422999999995,416.66,468.281,1167.884,3.17,2.137,1.33,3177.0,37.866,,,,,,,,,,,235302.0,2.805,,,tests performed,115264572.0,58313932.0,56217667.0,4090642.0,240203.0,265221.0,137.38,69.5,67.01,4.88,3161.0,44458.0,0.053,45.83,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,,2021,11,15,DEU_2021-11-15,44458.0,0.053,265221.0,3161.0,240203.0,Germany,DEU,2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.01,0.0,0.0,0.0,2021,2021,15,DEU_2021-11-15
DJI_2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djibouti,DJI,2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,2021,2021,22,DJI_2021-02-22
DJI_2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djibouti,DJI,2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2021,2021,08,DJI_2021-03-08
DJI_2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djibouti,DJI,2021-04-05,92.19,0.0,0.0,0.0,0.0,0.0,0.0,4.69,3.12,0.0,0.0,0.0,2021,2021,05,DJI_2021-04-05
DJI_2021-04-19,DJI,Africa,Djibouti,2021-04-19,10510.0,50.0,76.429,119.0,3.0,2.714,10486.96,49.89,76.26100000000001,118.73899999999999,2.9930000000000003,2.708,0.73,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,253.0,209.0,0.021,37.96,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,,1.4,67.11,0.524,,,,,2021,04,19,DJI_2021-04-19,209.0,0.021,254.0,253.0,,Djibouti,DJI,2021-04-19,91.89,0.0,0.0,0.0,0.0,0.0,0.0,5.41,2.7,0.0,0.0,0.0,2021,2021,19,DJI_2021-04-19
DNK_2021-01-04,DNK,Europe,Denmark,2021-01-04,171436.0,2078.0,2143.143,1389.0,15.0,26.429000000000002,29490.297000000002,357.45599999999996,368.662,238.935,2.58,4.546,0.81,140.0,24.083000000000002,964.0,165.827,,,,,107361.0,10818699.0,1861.025,18.468,77456.0,13.324000000000002,0.027999999999999997,36.1,tests performed,,50636.0,2.0,,,,,0.87,0.0,,,6102.0,0.105,67.59,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,2021,01,04,DNK_2021-01-04,6102.0,0.105,,,,Denmark,DNK,2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,98.13,0.0,0.0,0.0,2021,2021,04,DNK_2021-01-04
DNK_2021-01-11,DNK,Europe,Denmark,2021-01-11,183400.0,1239.0,1709.1429999999998,1598.0,27.0,29.857,31548.335,213.132,294.006,274.887,4.645,5.136,0.71,138.0,23.739,920.0,158.25799999999998,,,,,82711.0,11369288.0,1955.737,14.228,78656.0,13.53,0.022000000000000002,46.0,tests performed,,108613.0,6.0,,,,,1.87,0.0,,,8282.0,0.142,70.37,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,2021,01,11,DNK_2021-01-11,8282.0,0.142,,,,Denmark,DNK,2021-01-11,0.02,0.07,0.0,0.0,0.0,0.0,0.0,3.79,96.12,0.0,0.0,0.0,2021,2021,11,DNK_2021-01-11
DNK_2021-01-25,DNK,Europe,Denmark,2021-01-25,195978.0,625.0,772.0,2011.0,27.0,29.285999999999998,33711.994,107.512,132.799,345.931,4.645,5.038,0.69,123.0,21.158,738.0,126.95,,,,,126982.0,12776574.0,2197.817,21.843000000000004,110081.0,18.936,0.006999999999999999,142.6,tests performed,,170418.0,28620.0,,,,,2.93,0.49,,,1062.0,0.018000000000000002,70.37,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,2021,01,25,DNK_2021-01-25,1062.0,0.018000000000000002,,,,Denmark,DNK,2021-01-25,0.05,0.04,0.01,0.0,0.0,0.1,0.0,9.6,90.2,0.0,0.0,0.0,2021,2021,25,DNK_2021-01-25
DNK_2021-02-08,DNK,Europe,Denmark,2021-02-08,202737.0,430.0,441.85699999999997,2217.0,0.0,10.142999999999999,34874.672,73.968,76.008,381.36699999999996,0.0,1.745,0.81,73.0,12.557,400.0,68.808,,,,,128813.0,14378828.0,2473.436,22.158,116427.0,20.028,0.004,263.5,tests performed,,186465.0,139428.0,,,,,3.21,2.4,,,1622.0,0.027999999999999997,66.67,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,2021,02,08,DNK_2021-02-08,1622.0,0.027999999999999997,,,,Denmark,DNK,2021-02-08,0.11,0.34,0.0,0.0,0.0,1.01,0.0,23.88,74.66,0.0,0.0,0.0,2021,2021,08,DNK_2021-02-08
DNK_2021-02-22,DNK,Europe,Denmark,2021-02-22,208715.0,450.0,461.286,2344.0,5.0,6.0,35903.003,77.40899999999999,79.35,403.213,0.86,1.032,1.08,51.0,8.773,254.0,43.693000000000005,,,,,148824.0,16085469.0,2767.011,25.601,124958.0,21.495,0.004,270.9,tests performed,485702.0,318267.0,167434.0,1.0,14315.0,12398.0,8.36,5.47,2.88,0.0,2133.0,11687.0,0.201,62.96,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,2021,02,22,DNK_2021-02-22,11687.0,0.201,12398.0,2133.0,14315.0,Denmark,DNK,2021-02-22,0.09,0.18,0.0,0.0,0.0,1.44,0.0,57.35,40.94,0.0,0.0,0.0,2021,2021,22,DNK_2021-02-22
DNK_2021-03-08,DNK,Europe,Denmark,2021-03-08,215955.0,427.0,510.714,2382.0,2.0,2.286,37148.422999999995,73.452,87.853,409.75,0.344,0.39299999999999996,1.23,38.0,6.537000000000001,234.0,40.253,,,,,170437.0,18157924.0,3123.513,29.318,152512.0,26.235,0.003,298.6,tests performed,731533.0,530998.0,200516.0,19.0,15734.0,17524.0,12.58,9.13,3.45,0.0,3014.0,14099.0,0.243,62.96,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,2021,03,08,DNK_2021-03-08,14099.0,0.243,17524.0,3014.0,15734.0,Denmark,DNK,2021-03-08,0.28,0.0,0.06,0.0,0.0,2.07,0.0,80.6,16.99,0.0,0.0,0.0,2021,2021,08,DNK_2021-03-08
DNK_2021-03-22,DNK,Europe,Denmark,2021-03-22,227469.0,1272.0,815.143,2403.0,2.0,1.286,39129.053,218.80900000000003,140.22,413.36199999999997,0.344,0.221,1.11,42.0,7.225,192.0,33.028,,,,,187780.0,20429641.0,3514.292,32.302,165753.0,28.513,0.005,203.3,tests performed,932327.0,621332.0,310956.0,39.0,11687.0,15038.0,16.04,10.69,5.35,0.0,2587.0,7356.0,0.127,62.96,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,2021,03,22,DNK_2021-03-22,7356.0,0.127,15038.0,2587.0,11687.0,Denmark,DNK,2021-03-22,0.22,0.08,0.09,0.16,0.0,2.86,0.0,91.35,5.24,0.0,0.0,0.0,2021,2021,22,DNK_2021-03-22
DNK_2021-04-05,DNK,Europe,Denmark,2021-04-05,234489.0,479.0,729.2860000000001,2431.0,1.0,2.1430000000000002,40336.628,82.397,125.45100000000001,418.17900000000003,0.172,0.369,0.95,40.0,6.881,220.0,37.844,,,,,179399.0,22700055.0,3904.847,30.86,159647.0,27.462,0.005,218.9,tests performed,1162941.0,768806.0,394078.0,57.0,13575.0,16287.0,20.0,13.22,6.78,0.0,2802.0,11352.0,0.195,64.81,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,2021,04,05,DNK_2021-04-05,11352.0,0.195,16287.0,2802.0,13575.0,Denmark,DNK,2021-04-05,0.29,0.03,0.06,0.0,0.01,2.01,0.04,93.83,3.73,0.0,0.0,0.0,2021,2021,05,DNK_2021-04-05
