iso_date,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,year,month,day,iso_date,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Entity,iso_code_variant,date_variant,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron,year_variant,month_variant,day_variant,iso_date_variant
ABW_2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aruba,ABW,2021-02-08,0.0,0.88,0.0,0.0,0.0,0.0,0.0,7.89,91.23,0.0,0.0,0.0,2021,2021,08,ABW_2021-02-08
ABW_2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aruba,ABW,2021-02-22,0.0,8.44,0.65,0.0,0.0,0.0,0.0,24.03,66.88,0.0,0.0,0.0,2021,2021,22,ABW_2021-02-22
ABW_2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aruba,ABW,2021-03-08,1.6,12.0,0.0,0.0,5.6,0.0,0.0,52.0,28.8,0.0,0.0,0.0,2021,2021,08,ABW_2021-03-08
ABW_2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aruba,ABW,2021-03-22,0.0,14.14,1.01,0.0,7.07,0.0,0.0,66.67,11.11,0.0,0.0,0.0,2021,2021,22,ABW_2021-03-22
ABW_2021-04-05,ABW,North America,Aruba,2021-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.0,,,,,11922.0,1133.0,1.057,67.59,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,04,05,ABW_2021-04-05,1133.0,1.057,1278.0,11922.0,,Aruba,ABW,2021-04-05,0.0,6.52,0.0,0.0,9.78,0.0,0.0,80.43,3.27,0.0,0.0,0.0,2021,2021,05,ABW_2021-04-05
ABW_2021-04-19,ABW,North America,Aruba,2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58178.0,43266.0,14912.0,,2527.0,2158.0,54.27,40.36,13.91,,20132.0,1732.0,1.6159999999999999,60.19,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,04,19,ABW_2021-04-19,1732.0,1.6159999999999999,2158.0,20132.0,2527.0,Aruba,ABW,2021-04-19,1.38,3.45,6.21,0.0,6.21,0.0,9.66,66.21,6.88,0.0,0.0,0.0,2021,2021,19,ABW_2021-04-19
ABW_2021-05-03,ABW,North America,Aruba,2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77728.0,54614.0,23114.0,,,624.0,72.51,50.95,21.56,,5821.0,196.0,0.183,60.19,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,05,03,ABW_2021-05-03,196.0,0.183,624.0,5821.0,,Aruba,ABW,2021-05-03,0.0,0.71,10.0,0.0,19.29,0.0,1.43,61.43,5.72,0.71,0.71,0.0,2021,2021,03,ABW_2021-05-03
ABW_2021-05-17,ABW,North America,Aruba,2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91006.0,57936.0,33070.0,,,1341.0,84.9,54.05,30.85,,12510.0,275.0,0.257,51.85,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,05,17,ABW_2021-05-17,275.0,0.257,1341.0,12510.0,,Aruba,ABW,2021-05-17,0.0,0.0,11.88,0.0,16.83,0.0,9.9,53.47,1.98,0.0,5.94,0.0,2021,2021,17,ABW_2021-05-17
ABW_2021-05-31,ABW,North America,Aruba,2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114154.0,63113.0,51041.0,,,628.0,106.49,58.88,47.62,,5858.0,224.0,0.209,48.15,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,05,31,ABW_2021-05-31,224.0,0.209,628.0,5858.0,,Aruba,ABW,2021-05-31,0.0,0.0,23.36,0.0,8.41,0.0,0.0,48.6,0.94,0.0,18.69,0.0,2021,2021,31,ABW_2021-05-31
ABW_2021-06-14,ABW,North America,Aruba,2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121874.0,66185.0,55689.0,,,691.0,113.69,61.74,51.95,,6446.0,286.0,0.267,33.33,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,06,14,ABW_2021-06-14,286.0,0.267,691.0,6446.0,,Aruba,ABW,2021-06-14,0.0,0.0,39.33,0.0,13.48,0.0,4.49,5.62,0.0,1.12,35.96,0.0,2021,2021,14,ABW_2021-06-14
ABW_2021-07-26,ABW,North America,Aruba,2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135988.0,72151.0,63837.0,,,211.0,126.86,67.31,59.55,,1968.0,106.0,0.099,28.7,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,07,26,ABW_2021-07-26,106.0,0.099,211.0,1968.0,,Aruba,ABW,2021-07-26,0.0,0.0,2.06,0.0,0.0,0.0,86.6,1.03,0.0,0.0,10.31,0.0,2021,2021,26,ABW_2021-07-26
ABW_2021-08-09,ABW,North America,Aruba,2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139887.0,73125.0,66762.0,,,171.0,130.5,68.22,62.28,,1595.0,45.0,0.042,23.15,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,08,09,ABW_2021-08-09,45.0,0.042,171.0,1595.0,,Aruba,ABW,2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,98.24,0.0,0.0,0.0,1.76,0.0,2021,2021,09,ABW_2021-08-09
ABW_2021-08-23,ABW,North America,Aruba,2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146254.0,77540.0,68714.0,,320.0,603.0,136.44,72.34,64.1,,5625.0,467.0,0.436,43.52,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,08,23,ABW_2021-08-23,467.0,0.436,603.0,5625.0,320.0,Aruba,ABW,2021-08-23,0.0,0.0,0.19,0.0,0.0,0.0,98.67,0.0,0.0,0.0,1.14,0.0,2021,2021,23,ABW_2021-08-23
ABW_2021-09-06,ABW,North America,Aruba,2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149590.0,79209.0,70381.0,,,277.0,139.55,73.89,65.66,,2584.0,101.0,0.094,37.96,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,09,06,ABW_2021-09-06,101.0,0.094,277.0,2584.0,,Aruba,ABW,2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,98.85,0.0,0.0,0.0,1.15,0.0,2021,2021,06,ABW_2021-09-06
ABW_2021-09-20,ABW,North America,Aruba,2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154700.0,80707.0,73993.0,,,215.0,144.32,75.29,69.03,,2006.0,52.0,0.049,19.91,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,09,20,ABW_2021-09-20,52.0,0.049,215.0,2006.0,,Aruba,ABW,2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2021,2021,20,ABW_2021-09-20
ABW_2021-10-04,ABW,North America,Aruba,2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156561.0,81514.0,75047.0,,,115.0,146.05,76.04,70.01,,1073.0,47.0,0.044000000000000004,19.91,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,10,04,ABW_2021-10-04,47.0,0.044000000000000004,115.0,1073.0,,Aruba,ABW,2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2021,2021,04,ABW_2021-10-04
ABW_2021-10-18,ABW,North America,Aruba,2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158219.0,82107.0,76112.0,,,88.0,147.6,76.6,71.0,,821.0,30.0,0.027999999999999997,44.44,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,,,,,2021,10,18,ABW_2021-10-18,30.0,0.027999999999999997,88.0,821.0,,Aruba,ABW,2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2021,2021,18,ABW_2021-10-18
AGO_2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angola,AGO,2021-01-25,3.85,0.0,0.0,0.0,0.0,0.0,0.0,5.77,90.38,0.0,0.0,0.0,2021,2021,25,AGO_2021-01-25
AGO_2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angola,AGO,2021-02-08,28.57,0.0,0.0,0.0,0.0,0.0,0.0,9.52,61.91,0.0,0.0,0.0,2021,2021,08,AGO_2021-02-08
AGO_2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angola,AGO,2021-02-22,41.03,0.0,0.0,0.0,0.0,0.0,0.0,2.56,56.41,0.0,0.0,0.0,2021,2021,22,AGO_2021-02-22
AGO_2021-03-08,AGO,Africa,Angola,2021-03-08,21108.0,22.0,36.286,515.0,1.0,1.0,622.038,0.648,1.069,15.177,0.028999999999999998,0.028999999999999998,1.07,,,,,,,,,,,,,,,,,,6169.0,6169.0,,,,881.0,0.02,0.02,,,26.0,881.0,0.003,58.33,33933611.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,2021,03,08,AGO_2021-03-08,881.0,0.003,881.0,26.0,,Angola,AGO,2021-03-08,61.06,0.0,0.0,0.0,0.0,0.0,0.0,6.19,32.75,0.0,0.0,0.0,2021,2021,08,AGO_2021-03-08
AGO_2021-03-22,AGO,Africa,Angola,2021-03-22,21757.0,24.0,50.0,530.0,3.0,1.286,641.164,0.7070000000000001,1.473,15.619000000000002,0.08800000000000001,0.038,1.15,,,,,,,,,,,,,,,,,,,,,,,5457.0,,,,,161.0,5457.0,0.016,56.48,33933611.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,2021,03,22,AGO_2021-03-22,5457.0,0.016,5457.0,161.0,,Angola,AGO,2021-03-22,71.9,0.0,0.0,0.83,0.0,0.83,0.0,9.92,16.52,0.0,0.0,0.0,2021,2021,22,AGO_2021-03-22
AGO_2021-04-05,AGO,Africa,Angola,2021-04-05,22717.0,86.0,83.571,543.0,1.0,1.286,669.454,2.5340000000000003,2.463,16.002,0.028999999999999998,0.038,1.25,,,,,,,,,,,,,,,,,,,,,,,6354.0,,,,,187.0,6354.0,0.019,59.26,33933611.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,2021,04,05,AGO_2021-04-05,6354.0,0.019,6354.0,187.0,,Angola,AGO,2021-04-05,46.72,0.0,0.73,2.92,0.0,5.11,0.0,23.36,21.16,0.0,0.0,0.0,2021,2021,05,AGO_2021-04-05
AGO_2021-04-19,AGO,Africa,Angola,2021-04-19,24518.0,129.0,138.429,563.0,2.0,1.286,722.528,3.802,4.079,16.590999999999998,0.059000000000000004,0.038,1.22,,,,,,,,,,,,,,,,,,395447.0,395447.0,,,,18751.0,1.17,1.17,,,553.0,18751.0,0.055,58.33,33933611.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,2021,04,19,AGO_2021-04-19,18751.0,0.055,18751.0,553.0,,Angola,AGO,2021-04-19,37.35,0.0,0.0,1.2,0.0,2.41,2.41,25.3,31.33,0.0,0.0,0.0,2021,2021,19,AGO_2021-04-19
AGO_2021-05-03,AGO,Africa,Angola,2021-05-03,27133.0,140.0,203.28599999999997,603.0,1.0,2.8569999999999998,799.591,4.126,5.9910000000000005,17.77,0.028999999999999998,0.084,1.16,,,,,,,,,,,,,,,,,,,,,,,8959.0,,,,,264.0,6844.0,0.02,58.33,33933611.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,2021,05,03,AGO_2021-05-03,6844.0,0.02,8959.0,264.0,,Angola,AGO,2021-05-03,50.0,0.0,0.0,0.0,0.0,0.0,2.94,32.35,14.71,0.0,0.0,0.0,2021,2021,03,AGO_2021-05-03
AGO_2021-06-28,AGO,Africa,Angola,2021-06-28,38613.0,57.0,123.571,891.0,2.0,3.286,1137.8980000000001,1.68,3.642,26.256999999999998,0.059000000000000004,0.09699999999999999,0.92,,,,,,,,,,,,,,,,,,1488292.0,943301.0,544991.0,,,13570.0,4.39,2.78,1.61,,400.0,9462.0,0.027999999999999997,56.94,33933611.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,2021,06,28,AGO_2021-06-28,9462.0,0.027999999999999997,13570.0,400.0,,Angola,AGO,2021-06-28,30.51,0.0,0.0,0.0,0.0,0.0,16.95,50.85,1.69,0.0,0.0,0.0,2021,2021,28,AGO_2021-06-28
AGO_2021-07-12,AGO,Africa,Angola,2021-07-12,40055.0,97.0,107.85700000000001,939.0,4.0,3.429,1180.393,2.859,3.178,27.671999999999997,0.11800000000000001,0.10099999999999999,1.02,,,,,,,,,,,,,,,,,,1558201.0,958373.0,599828.0,,,6392.0,4.59,2.82,1.77,,188.0,943.0,0.003,56.94,33933611.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,2021,07,12,AGO_2021-07-12,943.0,0.003,6392.0,188.0,,Angola,AGO,2021-07-12,26.09,0.0,0.0,0.0,0.0,0.0,50.0,19.57,4.34,0.0,0.0,0.0,2021,2021,12,AGO_2021-07-12
AGO_2021-09-20,AGO,Africa,Angola,2021-09-20,52644.0,337.0,272.286,1409.0,21.0,9.142999999999999,1551.382,9.931000000000001,8.024,41.522,0.619,0.26899999999999996,1.13,,,,,,,,,,,,,,,,,,,,,,,43994.0,,,,,1296.0,40829.0,0.12,63.89,33933611.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,2021,09,20,AGO_2021-09-20,40829.0,0.12,43994.0,1296.0,,Angola,AGO,2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2021,2021,20,AGO_2021-09-20
AGO_2021-10-04,AGO,Africa,Angola,2021-10-04,58943.0,0.0,480.0,1577.0,0.0,9.142999999999999,1737.009,0.0,14.145,46.473,0.0,0.26899999999999996,0.99,,,,,,,,,,,,,,,,,,,,,,,78378.0,,,,,2310.0,61359.0,0.18100000000000002,63.89,33933611.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,,2021,10,04,AGO_2021-10-04,61359.0,0.18100000000000002,78378.0,2310.0,,Angola,AGO,2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2021,2021,04,AGO_2021-10-04
ARE_2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,ARE,2021-01-04,3.87,0.65,0.0,0.0,0.0,0.65,0.0,23.87,70.96,0.0,0.0,0.0,2021,2021,04,ARE_2021-01-04
ARE_2021-01-11,ARE,Asia,United Arab Emirates,2021-01-11,232982.0,2404.0,2607.143,711.0,3.0,4.143,23318.994,240.615,260.947,71.163,0.3,0.415,1.32,,,,,,,,,133458.0,22543923.0,2256.404,13.357999999999999,159130.0,15.927,0.016,61.0,tests performed,1167251.0,,,,80683.0,56825.0,11.68,,,,5688.0,60087.0,0.601,56.48,9991083.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,,2021,01,11,ARE_2021-01-11,60087.0,0.601,56825.0,5688.0,80683.0,United Arab Emirates,ARE,2021-01-11,1.25,0.0,0.0,0.0,0.0,0.0,0.0,41.25,57.5,0.0,0.0,0.0,2021,2021,11,ARE_2021-01-11
ARE_2021-01-25,ARE,Asia,United Arab Emirates,2021-01-25,281546.0,3591.0,3544.857,798.0,6.0,6.7139999999999995,28179.728,359.42,354.80199999999996,79.87100000000001,0.601,0.672,1.1,,,,,,,,,140477.0,24697532.0,2471.9570000000003,14.06,164820.0,16.497,0.022000000000000002,46.5,tests performed,2571086.0,,,,83302.0,85652.0,25.73,,,,8573.0,60087.0,0.601,62.04,9991083.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,,2021,01,25,ARE_2021-01-25,60087.0,0.601,85652.0,8573.0,83302.0,United Arab Emirates,ARE,2021-01-25,8.39,0.0,0.0,0.0,0.0,0.7,0.0,51.05,39.86,0.0,0.0,0.0,2021,2021,25,ARE_2021-01-25
ARE_2021-02-08,ARE,Asia,United Arab Emirates,2021-02-08,329293.0,2798.0,3279.143,930.0,9.0,10.142999999999999,32958.689,280.05,328.207,93.083,0.9009999999999999,1.015,0.97,,,,,,,,,148587.0,27044459.0,2706.86,14.872,164595.0,16.474,0.02,50.2,tests performed,4413649.0,,,,99781.0,138982.0,44.18,,,,13911.0,60087.0,0.601,57.87,9991083.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,,2021,02,08,ARE_2021-02-08,60087.0,0.601,138982.0,13911.0,99781.0,United Arab Emirates,ARE,2021-02-08,4.63,0.0,0.0,0.0,0.0,2.16,0.0,67.59,25.62,0.0,0.0,0.0,2021,2021,08,ARE_2021-02-08
ARG_2021-01-04,ARG,South America,Argentina,2021-01-04,1648940.0,8222.0,8346.714,43634.0,152.0,109.429,36156.348,180.28400000000002,183.019,956.7639999999999,3.333,2.399,1.21,,,,,,,,,50013.0,5200601.0,114.03399999999999,1.097,35516.0,0.779,0.225,4.4,tests performed,39599.0,,,,,6483.0,0.09,,,,142.0,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,01,04,ARG_2021-01-04,,,6483.0,142.0,,Argentina,ARG,2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,97.83,0.0,0.0,0.0,2021,2021,04,ARG_2021-01-04
ARG_2021-01-25,ARG,South America,Argentina,2021-01-25,1874801.0,7578.0,9624.714,47034.0,207.0,171.71400000000003,41108.808,166.16299999999998,211.041,1031.316,4.539,3.765,0.93,,,,,,,,,48108.0,6199831.0,135.944,1.055,45134.0,0.99,0.174,5.7,tests performed,292386.0,260122.0,32264.0,,363.0,9046.0,0.64,0.57,0.07,,198.0,3317.0,0.006999999999999999,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,01,25,ARG_2021-01-25,3317.0,0.006999999999999999,9046.0,198.0,363.0,Argentina,ARG,2021-01-25,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,96.42,1.79,0.0,0.0,2021,2021,25,ARG_2021-01-25
ARG_2021-02-08,ARG,South America,Argentina,2021-02-08,1985501.0,5154.0,7378.286,49398.0,227.0,164.143,43536.129,113.012,161.784,1083.151,4.977,3.5989999999999998,0.87,,,,,,,,,50108.0,6848525.0,150.168,1.099,45461.0,0.997,0.13699999999999998,7.3,tests performed,511582.0,322318.0,189264.0,,10430.0,19390.0,1.12,0.71,0.41,,425.0,5820.0,0.013000000000000001,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,02,08,ARG_2021-02-08,5820.0,0.013000000000000001,19390.0,425.0,10430.0,Argentina,ARG,2021-02-08,0.0,4.76,3.17,0.0,0.0,0.0,0.0,6.35,84.13,1.59,0.0,0.0,2021,2021,08,ARG_2021-02-08
ARG_2021-02-22,ARG,South America,Argentina,2021-02-22,2069751.0,5417.0,5813.429,51359.0,161.0,147.429,45383.481,118.779,127.471,1126.15,3.53,3.233,0.98,,,,,,,,,50538.0,7477855.0,163.967,1.1079999999999999,45763.0,1.003,0.11699999999999999,8.5,tests performed,722234.0,458822.0,263412.0,,1967.0,16063.0,1.58,1.01,0.58,,352.0,12377.0,0.027000000000000003,77.31,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,02,22,ARG_2021-02-22,12377.0,0.027000000000000003,16063.0,352.0,1967.0,Argentina,ARG,2021-02-22,0.0,1.89,3.77,0.0,0.0,0.0,0.0,0.0,90.57,3.77,0.0,0.0,2021,2021,22,ARG_2021-02-22
ARG_2021-03-08,ARG,South America,Argentina,2021-03-08,2154694.0,5058.0,6095.857,53121.0,241.0,149.143,47246.028,110.90700000000001,133.664,1164.785,5.284,3.27,1.03,,,,,,,,,43163.0,8051879.0,176.554,0.946,39536.0,0.867,0.14400000000000002,6.9,tests performed,1546699.0,1202998.0,343701.0,,20621.0,71076.0,3.39,2.64,0.75,,1558.0,63969.0,0.14,71.76,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,03,08,ARG_2021-03-08,63969.0,0.14,71076.0,1558.0,20621.0,Argentina,ARG,2021-03-08,0.0,5.17,6.9,0.0,0.0,0.0,0.0,8.62,75.86,3.45,0.0,0.0,2021,2021,08,ARG_2021-03-08
ARG_2021-03-22,ARG,South America,Argentina,2021-03-22,2252172.0,6401.0,7183.714,54671.0,126.0,119.286,49383.431,140.355,157.517,1198.772,2.763,2.616,1.15,,,,,,,,,54353.0,8670167.0,190.111,1.192,45738.0,1.003,0.149,6.7,tests performed,3142444.0,2535054.0,607390.0,,22616.0,105464.0,6.89,5.56,1.33,,2313.0,83167.0,0.182,70.37,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,03,22,ARG_2021-03-22,83167.0,0.182,105464.0,2313.0,22616.0,Argentina,ARG,2021-03-22,0.0,2.42,13.33,0.0,1.21,0.0,0.0,12.73,66.67,3.64,0.0,0.0,2021,2021,22,ARG_2021-03-22
ARG_2021-04-05,ARG,South America,Argentina,2021-04-05,2407159.0,13667.0,12078.286,56471.0,272.0,122.85700000000001,52781.834,299.677,264.841,1238.241,5.9639999999999995,2.694,1.33,,,,,,,,,83397.0,9444804.0,207.09599999999998,1.829,59776.0,1.311,0.233,4.3,tests performed,4260808.0,3576423.0,684385.0,,26303.0,87820.0,9.34,7.84,1.5,,1926.0,85177.0,0.187,71.76,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,04,05,ARG_2021-04-05,85177.0,0.187,87820.0,1926.0,26303.0,Argentina,ARG,2021-04-05,0.0,1.76,25.88,0.0,2.35,0.0,0.0,18.82,38.25,12.94,0.0,0.0,2021,2021,05,ARG_2021-04-05
ARG_2021-04-19,ARG,South America,Argentina,2021-04-19,2714475.0,20461.0,23210.857000000004,59476.0,248.0,217.0,59520.36,448.649,508.945,1304.132,5.438,4.758,1.14,,,,,,,,,96139.0,10667287.0,233.90200000000002,2.108,87964.0,1.929,0.248,4.0,tests performed,6334554.0,5534225.0,800329.0,,45742.0,134936.0,13.89,12.13,1.75,,2959.0,124734.0,0.27399999999999997,77.31,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,04,19,ARG_2021-04-19,124734.0,0.27399999999999997,134936.0,2959.0,45742.0,Argentina,ARG,2021-04-19,0.0,2.22,30.37,0.0,0.37,0.0,0.0,12.59,42.97,11.48,0.0,0.0,2021,2021,19,ARG_2021-04-19
ARG_2021-05-03,ARG,South America,Argentina,2021-05-03,3021179.0,15920.0,20214.571,64792.0,540.0,386.42900000000003,66245.466,349.07800000000003,443.245,1420.6960000000001,11.841,8.472999999999999,0.99,,,,,,,,,91733.0,11796760.0,258.668,2.011,78849.0,1.729,0.237,4.2,tests performed,8039793.0,7051772.0,988021.0,,41891.0,117870.0,17.63,15.46,2.17,,2585.0,101402.0,0.222,77.31,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,05,03,ARG_2021-05-03,101402.0,0.222,117870.0,2585.0,41891.0,Argentina,ARG,2021-05-03,0.32,1.93,41.48,0.0,0.96,0.0,0.32,12.86,23.48,18.33,0.32,0.0,2021,2021,03,ARG_2021-05-03
ARG_2021-05-17,ARG,South America,Argentina,2021-05-17,3335965.0,28680.0,24406.286,71027.0,505.0,458.0,73147.786,628.867,535.1569999999999,1557.411,11.073,10.043,1.16,,,,,,,,,114713.0,12964511.0,284.27299999999997,2.515,86755.0,1.902,0.273,3.7,tests performed,10002830.0,8050709.0,1952121.0,,75047.0,125724.0,21.93,17.65,4.28,,2757.0,47491.0,0.10400000000000001,84.26,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,2021,05,17,ARG_2021-05-17,47491.0,0.10400000000000001,125724.0,2757.0,75047.0,Argentina,ARG,2021-05-17,0.0,2.3,53.77,0.0,0.66,0.33,0.0,12.46,15.07,15.41,0.0,0.0,2021,2021,17,ARG_2021-05-17
