,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,life_expectancy,human_development_index,daily_people_vaccinated_per_hundred,daily_vaccinations_per_million,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,date,iso_code,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,month_yr
0,79.29912792781556,56.330882065350416,16.748718416568973,18347.296875,1.642,65.74,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,1.642,20955.0,75.27,0.0,0.0,0.0,0.0,1.08,0.0,0.0,23.65,0.0,0.0,2020-12-21,AGO,1.722,0.076,12-2020
1,78.89332962786344,55.702178135365386,15.959238293834947,18102.046875,1.642,62.96,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,1.642,20833.035888671875,3.85,0.0,0.0,0.0,0.0,0.0,0.0,5.77,90.38,0.0,0.0,2021-01-25,AGO,2.315,0.093,01-2021
2,79.86408152229279,56.494238893726774,16.452698256266622,18247.796875,1.642,61.11,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,1.642,20955.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,9.52,61.91,0.0,0.0,2021-02-08,AGO,1.191,0.038,02-2021
3,79.58845055225126,56.29850285804311,16.525792444728623,18242.859375,1.642,58.33,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,1.642,20955.0,41.03,0.0,0.0,0.0,0.0,0.0,0.0,2.56,56.41,0.0,0.0,2021-02-22,AGO,0.703,0.025,02-2021
4,0.02,0.02,0.9314928637488329,26.0,0.003,58.33,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,0.003,26.0,61.06,0.0,0.0,0.0,0.0,0.0,0.0,6.19,32.75,0.0,0.0,2021-03-08,AGO,1.069,0.029,03-2021
5,16.128881277860096,7.2553042631748434,8.889492031015948,161.0,0.016,56.48,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,0.016,161.0,71.9,0.0,0.0,0.83,0.0,0.83,0.0,9.92,16.52,0.0,0.0,2021-03-22,AGO,1.473,0.038,03-2021
6,16.3419939892305,8.19914663011756,7.960566688152589,187.0,0.019,59.26,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,0.019,187.0,46.72,0.0,0.73,2.92,0.0,5.11,0.0,23.36,21.16,0.0,0.0,2021-04-05,AGO,2.463,0.038,04-2021
7,1.17,1.17,0.3341482206436446,553.0,0.055,58.33,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,0.055,553.0,37.35,0.0,0.0,1.2,0.0,2.41,2.41,25.3,31.33,0.0,0.0,2021-04-19,AGO,4.079,0.038,04-2021
8,18.343815618911243,8.765496656304189,9.345160936868933,264.0,0.02,58.33,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,0.02,264.0,50.0,0.0,0.0,0.0,0.0,0.0,2.94,32.35,14.71,0.0,0.0,2021-05-03,AGO,5.991,0.084,05-2021
9,4.39,2.78,1.61,400.0,0.028,56.94,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,0.028,400.0,30.51,0.0,0.0,0.0,0.0,0.0,16.95,50.85,1.69,0.0,0.0,2021-06-28,AGO,3.642,0.097,06-2021
10,4.59,2.82,1.77,188.0,0.003,56.94,23.89,16.8,2.405,1.362,5819.495,0.1,276.045,3.94,44.0,7.7,61.15,0.581,0.003,188.0,26.09,0.0,0.0,0.0,0.0,0.0,50.0,19.57,4.34,0.0,0.0,2021-07-12,AGO,3.178,0.101,07-2021
11,0.0,0.0,0.0,0.0,0.0,75.93,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-05-11,ARE,59.31,0.915,05-2020
12,0.0,0.0,0.0,0.0,0.0,72.22,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-05-25,ARE,87.464,0.343,05-2020
13,0.0,0.0,0.0,0.0,0.0,72.22,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-06-22,ARE,38.134,0.172,06-2020
14,0.0,0.0,0.0,0.0,0.0,56.48,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-07-06,ARE,54.649,0.143,07-2020
15,0.0,0.0,0.0,0.0,0.0,54.63,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.46,0.0,0.0,2020-08-31,ARE,42.166,0.114,08-2020
16,0.0,0.0,0.0,0.0,0.0,54.63,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-09-28,ARE,92.94,0.114,09-2020
17,0.0,0.0,0.0,0.0,0.0,54.63,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,97.1,0.0,0.0,2020-10-12,ARE,108.096,0.243,10-2020
18,0.0,0.0,0.0,0.0,0.0,54.63,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-10-26,ARE,138.938,0.2,10-2020
19,0.0,0.0,0.0,0.0,0.0,49.07,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,95.52,0.0,0.0,2020-11-23,ARE,121.551,0.286,11-2020
20,25.320467513701914,19.82959364512446,9.26604534213913,20955.0,0.0,49.07,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,18337.129638671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,98.25,0.0,0.0,2020-12-07,ARE,124.64,0.315,12-2020
21,25.600639140715884,20.097476785675244,9.282633121835039,20955.0,0.0,49.07,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,18351.125732421875,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,92.5,0.0,0.0,2020-12-21,ARE,123.124,0.3,12-2020
22,26.736301844652452,21.23280183857231,9.006708817858152,20955.0,0.0,56.48,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.0,18447.567138671875,3.87,0.65,0.0,0.0,0.0,0.65,0.0,23.23,71.6,0.0,0.0,2021-01-04,ARE,169.708,0.315,01-2021
23,11.68,12.27663996471303,0.1103786655257748,5688.0,0.601,56.48,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.601,5688.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,41.25,57.5,0.0,0.0,2021-01-11,ARE,260.947,0.415,01-2021
24,25.73,21.153370438926046,4.950097759591941,8573.0,0.601,62.04,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.601,8573.0,8.39,0.0,0.0,0.0,0.0,0.7,0.0,51.05,39.86,0.0,0.0,2021-01-25,ARE,354.802,0.672,01-2021
25,44.18,33.76790713124417,10.17203672931532,13911.0,0.601,57.87,112.442,34.0,1.144,0.526,67293.483,77.6,317.84,17.26,1.2,37.4,77.97,0.89,0.601,13911.0,4.63,0.0,0.0,0.0,0.0,2.16,0.0,67.59,25.62,0.0,0.0,2021-02-08,ARE,328.207,1.015,02-2021
26,0.0,0.0,0.0,0.0,0.0,94.44,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0719444444444444,2020-05-11,ARG,4.357,0.169,05-2020
27,0.0,0.0,0.0,0.0,0.0,90.74,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-05-25,ARG,13.335,0.266,05-2020
28,0.0,0.0,0.0,0.0,0.0,88.89,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-06-08,ARG,19.437,0.429,06-2020
29,0.0,0.0,0.0,0.0,0.0,88.89,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-06-22,ARG,38.047,0.592,06-2020
30,0.0,0.0,0.0,0.0,0.0,92.59,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-07-06,ARG,56.944,0.946,07-2020
31,0.0,0.0,0.0,0.0,0.0,90.74,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-07-20,ARG,86.17,1.472,07-2020
32,0.0,0.0,0.0,0.0,0.0,88.89,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-08-03,ARG,123.189,2.362,08-2020
33,0.0,0.0,0.0,0.0,0.0,87.96,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-08-17,ARG,141.768,3.289,08-2020
34,0.0,0.0,0.0,0.0,0.0,87.96,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-08-31,ARG,209.459,4.053,08-2020
35,0.0,0.0,0.0,0.0,0.0,87.96,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-09-14,ARG,242.572,4.818,09-2020
36,0.0,0.0,0.0,0.0,0.0,87.96,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-09-28,ARG,259.945,8.241,09-2020
37,0.0,0.0,0.0,0.0,0.0,82.87,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-10-12,ARG,294.455,8.514,10-2020
38,0.0,0.0,0.0,0.0,0.0,80.09,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-10-26,ARG,312.112,8.097,10-2020
39,0.0,0.0,0.0,0.0,0.0,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25,1.75,0.0,2020-11-09,ARG,211.026,7.154,11-2020
40,0.0,0.0,0.0,0.0,0.0,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-11-23,ARG,176.19,4.37,11-2020
41,59.16694298833878,35.14448181601623,29.044955763400246,14073.671875,0.0,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,11206.266357421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-12-07,ARG,130.86,3.627,12-2020
42,59.16694298833878,35.14448181601623,29.044955763400246,14073.671875,0.0,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.0,11206.266357421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-12-21,ARG,137.564,2.995,12-2020
43,0.09,1.5361481222670161,0.0,142.0,0.14938415115014658,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.14938414970377814,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,97.83,0.0,0.0,2021-01-04,ARG,183.019,2.399,01-2021
44,0.64,0.57,0.07,198.0,0.007,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.007,198.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,96.42,1.79,0.0,2021-01-25,ARG,211.041,3.765,01-2021
45,1.12,0.71,0.41,425.0,0.013,79.17,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.013,425.0,0.0,4.76,3.17,0.0,0.0,0.0,0.0,6.35,84.13,1.59,0.0,2021-02-08,ARG,161.784,3.599,02-2021
46,1.58,1.01,0.58,352.0,0.027,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.027,352.0,0.0,1.89,3.77,0.0,0.0,0.0,0.0,0.0,90.57,3.77,0.0,2021-02-22,ARG,127.471,3.233,02-2021
47,3.39,2.64,0.75,1558.0,0.14,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.14,1558.0,0.0,5.26,7.02,0.0,0.0,0.0,0.0,8.77,75.44,3.51,0.0,2021-03-08,ARG,133.664,3.27,03-2021
48,6.89,5.56,1.33,2313.0,0.182,70.37,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.182,2313.0,0.0,2.42,13.33,0.0,1.21,0.0,0.0,12.73,66.67,3.64,0.0,2021-03-22,ARG,157.517,2.616,03-2021
49,9.34,7.84,1.5,1926.0,0.187,71.76,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.187,1926.0,0.0,1.76,25.88,0.0,2.35,0.0,0.0,18.82,38.25,12.94,0.0,2021-04-05,ARG,264.841,2.694,04-2021
50,13.89,12.13,1.75,2959.0,0.274,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.274,2959.0,0.0,2.22,30.37,0.0,0.37,0.0,0.0,12.59,42.97,11.48,0.0,2021-04-19,ARG,508.945,4.758,04-2021
51,17.63,15.46,2.17,2585.0,0.222,77.31,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.222,2585.0,0.32,1.93,41.8,0.0,0.96,0.0,0.32,12.86,23.16,18.33,0.0,2021-05-03,ARG,443.245,8.473,05-2021
52,21.93,17.65,4.28,2757.0,0.104,84.26,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.104,2757.0,0.0,2.3,53.77,0.0,0.66,0.33,0.0,12.46,15.07,15.41,0.0,2021-05-17,ARG,535.157,10.043,05-2021
53,26.88,20.78,6.1,3470.0,0.232,81.48,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.232,3470.0,0.0,1.49,55.76,0.0,1.12,0.0,0.0,10.78,7.8,23.05,0.0,2021-05-31,ARG,688.036,11.317,05-2021
54,35.92,28.6,7.32,6409.0,0.549,77.78,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.549,6409.0,0.0,0.26,64.81,0.0,0.53,0.0,0.26,7.67,4.25,22.22,0.0,2021-06-14,ARG,525.772,12.79,06-2021
55,43.75,35.07,8.68,5490.0,0.466,75.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.466,5490.0,0.0,0.29,66.29,0.0,0.29,0.0,0.57,8.86,2.27,21.43,0.0,2021-06-28,ARG,458.09,11.44,06-2021
56,54.52,43.47,11.05,7574.0,0.567,75.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.567,7574.0,0.0,0.0,71.17,0.0,0.0,0.0,5.71,3.3,3.3,16.22,0.0,2021-07-12,ARG,345.153,8.564,07-2021
57,65.52,52.31,13.21,7674.0,0.572,75.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.572,7674.0,0.0,0.0,53.95,0.0,0.0,0.0,14.47,4.61,1.64,25.0,0.0,2021-07-26,ARG,282.007,6.735,07-2021
58,76.53,57.4,19.13,8042.0,0.314,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.314,8042.0,0.0,0.0,56.19,0.0,0.0,0.0,21.65,2.84,1.02,17.78,0.0,2021-08-09,ARG,257.0,6.002,08-2021
59,85.81,59.66,26.14,7281.0,0.177,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.177,7281.0,0.0,0.0,33.86,0.0,0.0,0.0,41.27,1.06,0.53,23.28,0.0,2021-08-23,ARG,161.931,4.711,08-2021
60,97.94,62.15,35.79,8573.0,0.171,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.171,8573.0,0.0,0.0,57.09,0.0,0.0,0.0,24.25,1.12,0.0,16.42,0.0,2021-09-06,ARG,90.233,3.339,09-2021
61,107.48,63.66,43.88,6333.0,0.097,75.93,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,76.67,0.845,0.097,6333.0,0.0,0.0,32.04,0.0,0.0,0.0,53.4,0.0,0.0,14.56,0.0,2021-09-20,ARG,45.618,2.75,09-2021
62,0.0,0.0,0.0,0.0,0.0,69.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0185365853658536,2020-05-11,AUS,0.681,0.006,05-2020
63,0.0,0.0,0.0,0.0,0.0,65.28,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-05-25,AUS,0.321,0.017,05-2020
64,0.0,0.0,0.0,0.0,0.0,62.04,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-06-08,AUS,0.255,0.0,06-2020
65,0.0,0.0,0.0,0.0,0.0,50.46,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-06-22,AUS,0.803,0.0,06-2020
66,0.0,0.0,0.0,0.0,0.0,68.98,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-07-06,AUS,5.102,0.011,07-2020
67,0.0,0.0,0.0,0.0,0.0,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-07-20,AUS,12.06,0.1,07-2020
68,0.0,0.0,0.0,0.0,0.0,75.46,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-08-03,AUS,18.984,0.36,08-2020
69,0.0,0.0,0.0,0.0,0.0,75.46,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-08-17,AUS,11.412,0.593,08-2020
70,0.0,0.0,0.0,0.0,0.0,75.46,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-08-31,AUS,4.243,0.731,08-2020
71,0.0,0.0,0.0,0.0,0.0,75.46,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-09-14,AUS,2.028,0.255,09-2020
72,0.0,0.0,0.0,0.0,0.0,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-09-28,AUS,0.626,0.155,09-2020
73,0.0,0.0,0.0,0.0,0.0,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-10-12,AUS,0.759,0.022,10-2020
74,0.0,0.0,0.0,0.0,0.0,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-10-26,AUS,0.742,0.0,10-2020
75,0.0,0.0,0.0,0.0,0.0,64.35,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-11-09,AUS,0.327,0.0,11-2020
76,0.0,0.0,0.0,0.0,0.0,64.35,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2020-11-23,AUS,0.471,0.0,11-2020
77,27.200418272251532,20.904216054270652,10.05508855372925,20210.484375,0.0,62.5,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,17572.781982421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,97.96,0.0,0.0,2020-12-07,AUS,0.415,0.0,12-2020
78,26.890761930579053,20.580682847155188,9.806466456017256,20271.734375,0.0,70.83,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,17689.399169921875,1.41,2.82,0.0,0.0,0.0,0.0,0.0,4.23,91.54,0.0,0.0,2020-12-21,AUS,0.947,0.0,12-2020
79,27.27753341948602,21.011610244082632,9.786714869917725,20302.734375,0.0,70.83,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.0,17729.321044921875,3.85,1.92,0.0,0.0,0.0,0.0,0.0,8.65,85.58,0.0,0.0,2021-01-04,AUS,0.931,0.0,01-2021
80,18.512427158309496,14.384489245273837,4.402687590245433,3012.484375,0.7355110751851944,55.09,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.9562270748465198,3125.313232421875,5.41,6.76,0.0,0.0,0.0,1.35,0.0,28.38,58.1,0.0,0.0,2021-01-11,AUS,0.648,0.0,01-2021
81,19.95849376556387,15.922027486317646,4.427704381328896,3043.421875,0.7377104851694898,55.09,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.9592593988357256,3156.676513671875,6.0,2.0,0.0,0.0,0.0,1.0,0.0,44.0,47.0,0.0,0.0,2021-01-25,AUS,0.271,0.0,01-2021
82,19.71140329283542,16.620369344472778,3.8293606873734642,3124.609375,0.9064807585117612,56.02,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,1.1840870762387838,3266.520263671875,5.17,3.45,0.0,0.0,0.0,1.72,8.62,37.93,43.11,0.0,0.0,2021-02-08,AUS,0.205,0.0,02-2021
83,0.01,0.01,0.0,107.0,0.011,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.011,107.0,2.47,3.7,0.0,0.0,0.0,1.23,1.23,77.78,13.59,0.0,0.0,2021-02-22,AUS,0.177,0.0,02-2021
84,0.37,0.37,0.0,294.0,0.029,50.46,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.029,294.0,7.04,1.41,1.41,0.0,2.82,1.41,0.0,43.66,42.25,0.0,0.0,2021-03-08,AUS,0.415,0.0,03-2021
85,1.21,1.12,0.09,721.0,0.059,44.91,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.059,721.0,5.74,0.0,0.82,1.64,0.82,0.82,0.82,50.0,39.34,0.0,0.0,2021-03-22,AUS,0.41,0.0,03-2021
86,3.32,2.99,0.32,1426.0,0.122,46.76,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,83.44,0.944,0.122,1426.0,7.38,0.0,1.64,1.64,0.0,0.0,2.46,54.92,31.14,0.82,0.0,2021-04-05,AUS,0.382,0.0,04-2021
