,iso_code,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
2066,KEN,2021-11,254051.8,68.9,71.88575,5309.9,2.2,2.6285499999999997,4620.324699999999,1.2530000000000006,1.30735,96.56865000000002,0.040050000000000016,0.04785000000000001,0.9030000000000001,,,,,,,,,,,,,,,,,5801446.416666667,3829014.4545454546,1969755.1666666667,,58564.857142857145,49834.88888888889,10.551666666666668,6.964545454545453,3.581666666666667,,906.3333333333334,15483.333333333334,0.028111111111111125,,54985702.0,87.32400000000001,20.0,2.686,1.5279999999999996,2993.027999999999,36.79999999999999,218.63700000000003,2.920000000000001,1.1999999999999997,20.399999999999995,24.651000000000007,1.3999999999999995,66.70000000000002,0.6009999999999998,,,,,15483.333333333334,0.028111111111111125,49834.88888888889,906.3333333333334,58564.857142857145,,,,,,,,,,,,
2087,KGZ,2021-11,182080.2,76.05,80.7071,2695.55,2.45,2.4498499999999996,27469.925950000004,11.473499999999998,12.176000000000004,406.6701,0.3699,0.36944999999999995,0.915,,,,,,,,,,,,,,,,,1837219.05,1029915.6,803784.35,,9085.8,9282.75,27.717000000000002,15.537000000000003,12.126500000000002,,1400.55,4405.4,0.06650000000000002,49.07,6628347.0,32.332999999999984,26.300000000000004,4.489,2.8819999999999997,3393.474000000001,1.3999999999999995,436.36199999999997,7.110000000000001,3.6,50.5,89.22000000000001,4.5,71.45000000000002,0.6969999999999996,,,,,4405.4,0.06650000000000002,9282.75,1400.55,9085.8,,,,,,,,,,,,
2110,KHM,2021-11,119292.85,65.2,73.65000000000002,2847.45,5.4,5.785850000000001,7039.402200000001,3.8475499999999996,4.34605,168.02639999999997,0.31859999999999994,0.34130000000000005,0.693,,,,,,,,,,,,,,,,,28100105.29411765,13981880.529411765,13171040.764705881,2000335.0,45225.875,45644.944444444445,165.81588235294117,82.50470588235294,77.72294117647057,11.804117647058826,2693.5555555555557,20648.722222222223,0.12183333333333339,54.169999999999995,16946446.0,90.67200000000001,25.600000000000005,4.412000000000001,2.384999999999999,3645.070000000001,,270.89199999999994,4.0,2.0,33.7,66.22900000000001,0.8000000000000002,69.81999999999996,0.5939999999999999,,,,,20648.722222222223,0.12183333333333339,45644.944444444445,2693.5555555555557,45225.875,0.0,0.0,0.0,0.0,0.0,0.0,97.78,2.22,0.0,0.0,454.0,0.0
2117,KIR,2021-11,2.0,0.0,0.0,,,0.0,16.476,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,72912.0,57722.0,15190.0,,,363.0,60.07,47.55,12.51,,2990.0,176.0,0.145,22.22,121388.0,143.701,23.199999999999992,3.8950000000000005,2.2100000000000004,1981.132,,434.65700000000004,22.66000000000001,35.89999999999999,58.9,,1.8999999999999992,68.36999999999998,0.6300000000000002,,,,,176.0,0.145,363.0,2990.0,,,,,,,,,,,,,
2138,KNA,2021-11,2728.5,4.75,4.98565,26.25,0.25,0.2786499999999999,50956.18734999999,88.70885,93.11090000000002,490.23244999999986,4.6689,5.2026,0.6610000000000001,,,,,,,,,218.83333333333334,54057.166666666664,1009.5465833333334,4.086833333333334,172.94736842105263,3.229894736842106,0.029944444444444458,34.233333333333334,50854.5,26305.0,24513.666666666668,,,53.89473684210526,94.975,49.127500000000005,45.78,,1006.578947368421,35.526315789473685,0.06636842105263158,,53546.0,212.86499999999992,,,,24654.385000000006,,,12.84,,,,2.2999999999999994,76.23,0.779,,,,,35.526315789473685,0.06636842105263158,53.89473684210526,1006.578947368421,,,,,,,,,,,,,
2161,KOR,2021-11,390304.05,2451.95,2281.4213499999996,3056.55,20.8,18.4501,7607.4972000000025,47.791450000000005,44.46769999999999,59.5758,0.4054500000000001,0.3597,1.12,,,,,,,,,,,,,,,,,80763895.36842105,41753156.631578945,39708593.2631579,794980.8947368421,234245.2105263158,258529.26315789475,157.4184210526316,81.3821052631579,77.3957894736842,1.55,5039.0,53977.73684210526,0.10526315789473686,39.35000000000001,51305184.0,527.967,43.399999999999984,13.913999999999993,8.622000000000003,35938.373999999996,0.20000000000000004,85.99800000000003,6.799999999999999,6.200000000000002,40.89999999999999,,12.270000000000003,83.02999999999999,0.9160000000000001,,,,,53977.73684210526,0.10526315789473686,258529.26315789475,5039.0,234245.2105263158,,,,,,,,,,,,
2183,KWT,2021-11,412922.45,22.1,22.542799999999996,2462.35,0.15,0.1001,95395.0315,5.1058,5.208349999999999,568.86185,0.03465,0.023100000000000002,0.9630000000000001,,,,,,,,,16894.944444444445,4986623.055555556,1152.03,3.903222222222222,17006.722222222223,3.928944444444444,0.0010000000000000005,747.4944444444444,,,,,,,,,,,,,,51.850000000000016,4328553.0,232.12800000000001,33.7,2.3449999999999998,1.1140000000000003,65530.537,,132.23500000000007,15.839999999999998,2.700000000000001,37.0,,2.0,75.49,0.8060000000000004,,,,,,,,,,,,,,,,,,,,,
2204,LAO,2021-11,50689.0,1048.4,964.14295,93.05,3.05,2.65005,6869.0257,142.07199999999997,130.65405,12.6095,0.41355,0.35910000000000003,1.2550000000000001,,,,,,,,,,755989.0,102.4464,,4441.578947368421,0.602,0.231,5.016666666666667,,,,,,,,,,,,,,75.0,7379358.0,29.714999999999993,24.39999999999999,4.028999999999998,2.3220000000000005,6397.36,22.699999999999992,368.11099999999993,4.0,7.3,51.20000000000001,49.83899999999998,1.5,67.92,0.6129999999999998,,,,,,,,,,,,,,,,,,,,,
2226,LBN,2021-11,649674.35,822.15,764.06425,8566.2,6.65,6.335800000000001,95975.75085000001,121.45539999999998,112.87449999999998,1265.4763,0.9823500000000001,0.9360000000000002,1.1049999999999998,,,,,,,,,,,,,,,,,3414939.45,1824387.0,1590552.45,,10163.684210526315,10095.45,50.44899999999999,26.950500000000005,23.498000000000008,,1491.35,4646.25,0.06865000000000002,40.74,6769151.0,594.5609999999999,31.100000000000012,8.514,5.430000000000002,13367.564999999999,,266.591,12.710000000000004,26.899999999999988,40.70000000000001,,2.899999999999999,78.93000000000004,0.7439999999999999,,,,,4646.25,0.06865000000000002,10095.45,1491.35,10163.684210526315,,,,,,,,,,,,
2247,LBR,2021-11,5816.75,0.3,0.3074,287.0,0.0,0.0,1122.8797499999996,0.05789999999999999,0.05944999999999999,55.403000000000006,0.0,0.0,0.292,,,,,,,,,,,,,,,,,514095.5,444013.5,414134.0,,,8688.055555555555,9.925,8.575,7.99,,1677.388888888889,8404.944444444445,0.16244444444444445,44.44000000000001,5180208.0,49.12699999999998,19.199999999999996,3.057000000000001,1.7559999999999998,752.7880000000002,38.60000000000001,272.509,2.420000000000001,1.5,18.1,1.1879999999999997,0.8000000000000002,64.1,0.48000000000000026,,,,,8404.944444444445,0.16244444444444445,8688.055555555555,1677.388888888889,,,,,,,,,,,,,
2268,LBY,2021-11,362917.05,494.0,513.5713499999999,5249.55,13.3,13.60715,52154.20965,70.9918,73.8045,754.40405,1.9114,1.9554500000000001,1.0260000000000002,,,,,,,,,4505.384615384615,,,0.6474615384615384,,,,,2103235.6,1591086.4,512149.2,,,13139.222222222223,30.227999999999998,22.866,7.358,,1888.111111111111,5136.388888888889,0.07377777777777778,44.44,6958538.0,3.6229999999999998,29.0,4.424000000000001,2.8160000000000007,17881.509,,341.862,10.430000000000003,,,,3.7000000000000015,72.91,0.7240000000000001,,,,,5136.388888888889,0.07377777777777778,13139.222222222223,1888.111111111111,,,,,,,,,,,,,
2289,LCA,2021-11,12758.15,16.75,17.657199999999996,265.85,1.15,0.9856999999999999,69186.98920000001,90.83465000000001,95.75405000000002,1441.69505,6.23645,5.345449999999999,0.874,,,,,,,,,,,,,,,,,96309.8,52605.5,43704.3,,187.66666666666666,312.55,52.228999999999985,28.528999999999996,23.7,,1694.85,118.6,0.06435,,184401.0,293.18699999999995,34.89999999999999,9.721000000000002,6.404999999999999,12951.839000000004,,204.61999999999995,11.620000000000003,,,87.202,1.3000000000000003,76.20000000000002,0.7590000000000002,,,,,118.6,0.06435,312.55,1694.85,187.66666666666666,,,,,,,,,,,,
2310,LIE,2021-11,3838.9,23.45,17.2071,61.0,0.0,0.007149999999999999,100352.90430000001,613.0078000000001,449.81295,1594.6039999999996,0.0,0.1867,1.659,,,,,,,3.949,103.234,169.2941176470588,74452.4705882353,1946.2662352941175,4.425529411764707,151.2941176470588,3.9549411764705886,0.1264705882352941,9.164705882352942,49272.555555555555,25382.38888888889,24711.722222222223,,52.55555555555556,49.833333333333336,128.80444444444444,66.35333333333334,64.6,,1302.7222222222222,28.38888888888889,0.0741111111111111,28.699999999999992,38254.0,237.01200000000003,,,,,,,7.769999999999999,,,,2.3969999999999994,82.49,0.9190000000000003,,,,,28.38888888888889,0.0741111111111111,49.833333333333336,1302.7222222222222,52.55555555555556,,,,,,,,,,,,
2333,LKA,2021-11,548306.6,742.8,745.9214,13926.85,18.25,18.071499999999997,25505.828400000002,34.553250000000006,34.6984,647.8417500000003,0.8489500000000001,0.8407500000000001,0.9640000000000001,,,,,,,,,5907.5625,5521918.5,256.865625,0.27475,5807.9375,0.27025,0.12075,8.36875,29436888.82352941,15824799.11764706,13612089.705882354,,25709.333333333332,51594.0,136.93235294117648,73.6129411764706,63.321176470588235,,2400.15,32573.2,0.15155,53.51999999999999,21497306.0,341.955,34.10000000000001,10.068999999999997,5.331000000000001,11669.076999999997,0.6999999999999997,197.09299999999993,10.680000000000003,0.29999999999999993,27.0,,3.6,76.98,0.782,,,,,32573.2,0.15155,51594.0,2400.15,25709.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,370.0,0.0
2352,LSO,2021-11,21686.3,4.55,4.73575,659.7,0.15,0.18589999999999993,10044.292249999999,2.10735,2.1932,305.54865,0.06945,0.08580000000000003,0.2760000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.51999999999999,2159067.0,73.56199999999997,22.199999999999992,4.506,2.6469999999999994,2851.152999999999,59.6,405.1260000000001,3.939999999999999,0.4000000000000001,53.89999999999999,2.117,,54.330000000000005,0.5269999999999999,,,,,,,,,,,,,,,,,,,,,
2374,LTU,2021-11,433980.05,2274.2,2448.7356999999997,6212.35,31.05,32.0714,161339.1505,845.47085,910.3573499999999,2309.54225,11.54335,11.923150000000001,1.005,,,1735.0,645.0145,,,,,18107.866666666665,6009407.133333334,2234.095,6.731866666666667,18165.933333333334,6.753399999999999,0.15826666666666664,6.413333333333333,3475480.7,1832270.2,1744011.4,134504.25,9019.4,7802.2,129.2065,68.11749999999999,64.83599999999998,4.9995,2900.7,1961.35,0.07285,46.29999999999998,2689862.0,45.135,43.5,19.002000000000002,13.778,29524.265000000007,0.6999999999999997,342.9889999999998,3.670000000000001,21.300000000000004,38.0,,6.5600000000000005,75.93000000000004,0.8819999999999999,,,,,1961.35,0.07285,7802.2,2900.7,9019.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,237.0,0.0
2396,LUX,2021-11,83853.55,213.85,193.94995,853.6,0.95,0.8498999999999999,132091.52610000002,336.87035,305.52260000000007,1344.6457500000001,1.4965,1.3387499999999999,1.347,13.285714285714286,20.928428571428572,43.642857142857146,68.749,,,23.826999999999998,37.533500000000004,2870.1666666666665,3623266.6666666665,5707.603666666667,4.521333333333334,2701.1111111111113,4.254888888888889,0.06944444444444445,14.688888888888888,847783.5384615385,438259.3076923077,418437.0,30455.76923076923,2330.4545454545455,2003.9285714285713,133.54846153846154,69.03846153846153,65.91,4.797692307692308,3156.6428571428573,543.1428571428571,0.08557142857142855,46.29999999999999,634814.0,231.44700000000006,39.70000000000001,14.312000000000006,9.842000000000004,94277.96500000003,0.20000000000000004,128.27500000000003,4.420000000000001,20.899999999999995,26.0,,4.51,82.25,0.9160000000000001,,,,,543.1428571428571,0.08557142857142855,2003.9285714285713,3156.6428571428573,2330.4545454545455,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,265.0,0.0
2419,LVA,2021-11,235072.45,1324.2,1578.65005,3622.5,34.35,34.74285,125913.63699999999,709.2913000000001,845.5842,1940.3470999999997,18.399200000000004,18.609550000000002,0.9220000000000003,,,1273.357142857143,682.0579999999999,401.7335,215.18349999999998,967.389,518.1700000000001,15501.888888888889,5068178.888888889,2714.7070555555565,8.303444444444445,17587.11111111111,9.420333333333335,0.09316666666666668,10.766666666666666,2056647.1578947369,1216331.5263157894,1087006.2631578948,,9417.473684210527,10094.578947368422,110.1621052631579,65.15210526315789,58.22421052631578,,5407.0526315789475,5345.894736842105,0.2863157894736843,70.37,1866934.0,31.211999999999996,43.899999999999984,19.754000000000005,14.136,25063.84600000001,0.6999999999999997,350.0600000000002,4.909999999999998,25.600000000000005,51.0,,5.569999999999998,75.28999999999999,0.8659999999999999,,,,,5345.894736842105,0.2863157894736843,10094.578947368422,5407.0526315789475,9417.473684210527,,,,,,,,,,,,
2429,MAC,2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821561.0,464836.0,361897.0,,,3139.0,124.78,70.6,54.97,,4768.0,1383.0,0.21,37.96,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,,1383.0,0.21,3139.0,4768.0,,,,,,,,,,,,,
2451,MAR,2021-11,947744.6,134.25,156.31425,14725.95,4.65,5.07855,25378.230099999993,3.5949499999999994,4.185700000000001,394.3241499999999,0.12440000000000002,0.13595000000000002,0.671,,,,,,,,,11549.8125,9263273.352941176,248.04717647058823,0.3093125,11678.388888888889,0.31266666666666665,0.013722222222222228,76.61666666666666,48233953.25,24376656.25,22369058.0,,,67209.4705882353,129.1575,65.27250000000001,59.9,,1799.6470588235295,21200.0,0.05676470588235297,30.56,37344787.0,80.07999999999998,29.600000000000012,6.769000000000003,4.209000000000001,7485.013000000004,1.0,419.1459999999999,7.139999999999998,0.8000000000000002,47.100000000000016,,1.1,76.68000000000004,0.686,,,,,21200.0,0.05676470588235297,67209.4705882353,1799.6470588235295,,,,,,,,,,,,,
2473,MCO,2021-11,3467.85,6.9,5.5356499999999995,36.0,0.0,0.0,87749.24095,174.5951,140.07380000000003,910.9310000000003,0.0,0.0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.18999999999999,39520.0,19347.5,,,,,,,5.459999999999997,,,,13.800000000000006,86.75,,,,,,,,,,,,,,,,,,,,,,
2494,MDA,2021-11,349467.05,1003.15,1076.7357,8302.55,50.45,49.785700000000006,86845.1489,249.29024999999996,267.5768,2063.24525,12.537200000000002,12.37205,0.8809999999999999,,,,,,,,,6130.0,2085062.0,518.1533333333333,1.523,7641.166666666667,1.8989999999999998,0.15816666666666668,6.358333333333333,1558492.705882353,,896509.1764705882,,3438.8,3599.25,38.72882352941176,,22.278823529411767,,894.4,,,29.424444444444443,4024025.0,123.65500000000002,37.60000000000001,10.864000000000003,6.955,5189.971999999999,0.20000000000000004,408.5020000000002,5.72,5.900000000000002,44.600000000000016,86.97900000000003,5.799999999999998,71.9,0.75,,,,,,,3599.25,894.4,3438.8,,,,,,,,,,,,
2515,MDG,2021-11,43653.7,2.3,2.3284,963.95,0.05,0.0715,1535.6243,0.0809,0.08185000000000002,33.90925000000001,0.0017500000000000003,0.0024999999999999996,0.14800000000000005,,,,,,,,,,,,,,,,,606819.0,455028.0,406159.0,,,1398.0,2.13,1.6,1.43,,49.0,2531.0,0.009000000000000001,26.850000000000005,28427333.0,43.951000000000015,19.600000000000005,2.9290000000000007,1.686,1416.4399999999996,77.59999999999998,405.9939999999999,3.939999999999999,,,50.539999999999985,0.20000000000000004,67.03999999999999,0.5280000000000002,,,,,2531.0,0.009000000000000001,1398.0,49.0,,,,,,,,,,,,,
2536,MDV,2021-11,89309.2,148.15,142.2285,245.95,0.25,0.2645499999999999,164286.08214999997,272.525,261.63235,452.4300000000001,0.4600000000000001,0.48634999999999995,1.14,,,,,,,,,3717.777777777778,1668486.7777777778,3069.2151666666678,6.839,3559.5555555555557,6.548,0.04033333333333334,24.87777777777778,756260.2,394955.9,360202.3,5510.0,1216.2857142857142,391.4117647058824,139.11700000000002,72.65200000000002,66.25899999999999,1.0150000000000001,720.0,41.35294117647059,0.007588235294117651,,543620.0,1454.4330000000004,30.600000000000012,4.12,2.875,15183.616,,164.90500000000006,9.19,2.1000000000000005,55.0,95.80299999999995,,78.92000000000002,0.7400000000000001,,,,,41.35294117647059,0.007588235294117651,391.4117647058824,720.0,1216.2857142857142,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,580.0,0.0
2559,MEX,2021-11,3833828.95,2581.0,2753.5643000000005,290304.5,189.0,206.52129999999997,29431.626050000003,19.813850000000002,21.138599999999997,2228.6161999999995,1.4509500000000002,1.5854,0.8620000000000001,,,,,,,,,13381.882352941177,11005136.588235294,84.48441176470587,0.10270588235294119,13904.823529411764,0.10670588235294118,0.16599999999999998,6.035294117647059,128857183.3076923,75192338.46153846,62603851.15384615,,158516.125,506028.8,98.92307692307692,57.725384615384606,48.059230769230766,,3884.7,178231.15,0.1368,35.19,130262220.0,66.44399999999999,29.3,6.857000000000001,4.320999999999999,17336.469,2.5,152.78299999999996,13.059999999999999,6.900000000000003,21.39999999999999,87.847,1.3799999999999994,75.04999999999998,0.779,,,,,178231.15,0.1368,506028.8,3884.7,158516.125,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
2573,MHL,2021-11,4.0,0.0,0.0,,,0.0,67.09400000000002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.1499999999999,,,,3819.2019999999998,,557.7929999999999,30.529999999999983,,,82.50199999999998,2.700000000000001,73.70000000000002,0.7040000000000002,,,,,,,,,,,,,,,,,,,,,
2595,MKD,2021-11,207523.4,463.95,459.79285,7281.15,14.3,13.7142,99643.38879999999,222.76795,220.77174999999997,3496.0802000000003,6.866199999999999,6.584949999999999,1.1679999999999997,,,,,,,,,,1428329.0,685.819,,,,,,1638182.5714285714,856610.5714285715,781572.0,45660.71428571428,3869.0,3211.3888888888887,78.66,41.13142857142857,37.527142857142856,2.192857142857143,1542.0555555555557,2512.5555555555557,0.1206111111111111,,2082661.0,82.59999999999998,39.10000000000001,13.259999999999996,8.159999999999998,13111.214000000004,5.0,322.68800000000005,10.080000000000004,,,,4.28,75.79999999999998,0.7740000000000004,,,,,2512.5555555555557,0.1206111111111111,3211.3888888888887,1542.0555555555557,3869.0,,,,,,,,,,,,
2616,MLI,2021-11,16513.85,42.3,40.5787,580.05,1.4,1.3641999999999999,791.8136499999999,2.0283000000000007,1.9457499999999999,27.81265,0.06720000000000001,0.06534999999999999,1.213,,,,,,,,,,,,,,,,,596435.0,324713.0,271722.0,,,1476.0,2.86,1.56,1.3,,70.5,296.5,0.001,44.440000000000005,20855724.0,15.196000000000003,16.4,2.5189999999999992,1.4860000000000004,2014.3059999999998,,268.024,2.420000000000001,1.6000000000000003,23.0,52.231999999999985,0.10000000000000002,59.30999999999997,0.43400000000000005,,,,,296.5,0.001,1476.0,70.5,,,,,,,,,,,,,
2637,MLT,2021-11,38071.45,46.7,39.0286,462.05,0.1,0.09295,73767.58375000002,90.4862,75.62225,895.2719499999997,0.1938,0.18005000000000004,1.487,2.8333333333333335,5.489999999999999,12.333333333333334,23.897222222222226,1.003,1.943,3.5104999999999995,6.802,1930.3157894736842,1361363.6842105263,2637.790578947369,3.7402105263157885,1860.6842105263158,3.6053157894736843,0.01966666666666667,56.81111111111112,899717.4210526316,432597.84210526315,430061.4210526316,68880.42105263157,2325.2631578947367,2092.7894736842104,174.32947368421054,83.82,83.32947368421053,13.346315789473682,4054.9473684210525,223.42105263157896,0.04326315789473685,43.51999999999999,516100.0,1454.037,42.39999999999999,19.425999999999995,11.324000000000005,36513.32299999999,0.20000000000000004,168.7110000000001,8.830000000000002,20.899999999999995,30.2,,4.485,82.52999999999999,0.8949999999999998,,,,,223.42105263157896,0.04326315789473685,2092.7894736842104,4054.9473684210525,2325.2631578947367,,,,,,,,,,,,
2658,MMR,2021-11,509838.15,866.1,888.12865,18871.5,15.7,17.435699999999994,9302.595000000001,15.803050000000002,16.20485,344.33264999999994,0.2862999999999999,0.31809999999999994,0.967,,,,,,,,,,,,,,,,,23203373.5,14299201.0,8904172.5,,,298702.46153846156,42.335,26.09,16.25,,5450.2307692307695,110149.15384615384,0.20092307692307695,85.19,54806014.0,81.721,29.100000000000012,5.732,3.119999999999999,5591.596999999998,6.400000000000001,202.10399999999993,4.61,6.299999999999998,35.2,79.28700000000002,0.9,67.13000000000002,0.5830000000000001,,,,,110149.15384615384,0.20092307692307695,298702.46153846156,5450.2307692307695,,,,,,,,,,,,,
2679,MNE,2021-11,150127.2,507.5,524.54285,2178.15,6.8,6.8643,239036.6388,808.0553499999999,835.1915500000002,3468.1100500000002,10.827,10.929599999999999,1.146,,,,,,,,,,,,,,,,,510023.1176470588,262686.64705882355,247336.4705882353,,1026.4285714285713,976.4,81.20764705882354,41.82529411764706,39.38235294117647,,1554.6,542.7,0.08635000000000001,,628051.0,46.27999999999999,39.10000000000001,14.762,9.395000000000001,16409.288,1.0,387.3050000000001,10.080000000000004,44.0,47.899999999999984,,3.8609999999999998,76.88000000000002,0.8290000000000003,,,,,542.7,0.08635000000000001,976.4,1554.6,1026.4285714285713,,,,,,,,,,,,
2700,MNG,2021-11,369915.9,853.5,948.9857,1847.8,9.75,10.178650000000001,111109.81285000003,256.3617,285.04215,555.0145500000001,2.9286499999999998,3.0572999999999997,0.8220000000000003,,,,,,,,,7620.333333333333,4304362.769230769,1292.8801538461537,2.2887777777777774,6711.105263157895,2.015842105263158,0.1441111111111111,7.011111111111111,4401332.7272727275,2257283.6363636362,2144049.090909091,,734.1666666666666,501.63157894736844,132.2009090909091,67.8009090909091,64.4,,150.73684210526315,154.42105263157896,0.004578947368421054,37.04,3329282.0,1.9799999999999998,28.600000000000012,4.031000000000001,2.421,11840.845999999998,0.5,460.04299999999984,4.8199999999999985,5.5,46.5,71.18000000000004,7.0,69.86999999999998,0.737,,,,,154.42105263157896,0.004578947368421054,501.63157894736844,150.73684210526315,734.1666666666666,,,,,,,,,,,,
2721,MOZ,2021-11,151398.85,9.8,10.03575,1934.2,0.3,0.34304999999999974,4707.23005,0.3046000000000001,0.3120000000000001,60.137199999999986,0.0093,0.010650000000000003,0.774,,,,,,,,,1399.0,949106.5,29.509,0.043,1165.6666666666667,0.036166666666666666,0.009833333333333333,103.13333333333334,7645478.0,4979162.333333333,2666315.6666666665,,,187883.16666666666,23.77,15.479999999999999,8.29,,5841.611111111111,145206.83333333334,0.45155555555555565,48.149999999999984,32163045.0,37.72799999999999,17.699999999999996,3.158000000000001,1.8700000000000003,1136.1029999999996,62.9,329.942,3.2999999999999985,5.099999999999999,29.100000000000012,12.227000000000002,0.6999999999999997,60.85,0.4560000000000001,,,,,145206.83333333334,0.45155555555555565,187883.16666666666,5841.611111111111,,,,,,,,,,,,,
2742,MRT,2021-11,37934.85,63.15,60.05720000000001,805.0,0.95,0.8498499999999998,7944.288199999998,13.22485,12.577050000000002,168.58250000000004,0.19880000000000003,0.1782,1.129,,,,,,,,,,,,,,,,,1683919.0,1025655.6666666666,656429.5,,10385.0,9861.166666666666,35.26666666666666,21.478333333333335,13.746666666666668,,2065.1666666666665,6755.944444444444,0.14150000000000001,55.35642857142856,4775110.0,4.289000000000001,20.300000000000004,3.137999999999999,1.792000000000001,3597.6330000000007,6.0,232.34700000000007,2.420000000000001,,,15.949999999999994,,64.92,0.546,,,,,6755.944444444444,0.14150000000000001,9861.166666666666,2065.1666666666665,10385.0,,,,,,,,,,,,
2752,MSR,2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.0,1531.0,1417.0,,,1.0,59.2,30.74,28.45,,201.0,1.0,0.019999999999999997,,4981.0,,,,,,,,,,,,,74.15999999999998,,,,,,1.0,0.019999999999999997,1.0,201.0,,,,,,,,,,,,,
2773,MUS,2021-11,18668.2,64.05,72.84275,221.85,3.7,3.89285,14659.80025,50.29729999999999,57.2023,174.21499999999995,2.9055999999999997,3.0571000000000006,1.2719999999999998,,,,,,,,,,,,,,,,,1772220.0,908330.6666666666,863889.3333333334,,,1863.0555555555557,139.16666666666666,71.32666666666667,67.83999999999999,,1463.0,563.3888888888889,0.044277777777777784,28.699999999999996,1273428.0,622.9619999999998,37.39999999999999,10.944999999999997,5.884,20292.745,0.5,224.6440000000001,22.019999999999996,3.2000000000000006,40.70000000000001,,3.3999999999999995,74.99,0.804,,,,,563.3888888888889,0.044277777777777784,1863.0555555555557,1463.0,,,,,,,,,,,,,
2794,MWI,2021-11,61830.0,3.35,3.6,2302.2,0.15,0.22144999999999992,3146.9363,0.17065000000000002,0.18325000000000005,117.17420000000001,0.00765,0.011300000000000001,0.9209999999999999,,,,,,,,,,,,,,,,,1278407.0,1013152.5714285715,567547.8571428572,,4372.727272727273,5239.0,6.50857142857143,5.1571428571428575,2.887857142857143,,266.70588235294116,4853.941176470588,0.02458823529411765,24.07,19647681.0,197.5190000000001,18.1,2.9789999999999996,1.7830000000000006,1095.042,71.4,227.34900000000007,3.939999999999999,4.4,24.699999999999992,8.704000000000004,1.3000000000000003,64.26,0.483,,,,,4853.941176470588,0.02458823529411765,5239.0,266.70588235294116,4372.727272727273,,,,,,,,,,,,
2817,MYS,2021-11,2527144.8,5505.25,5457.0715,29491.85,53.3,54.90714999999999,77103.05605000001,167.96480000000003,166.49505000000002,899.79465,1.6262500000000002,1.67515,0.9129999999999999,543.0,16.566736842105268,4538.578947368421,138.4718947368421,,,,,128946.375,35453754.125,1081.6920625,3.9343125,123754.125,3.7758125,0.043562500000000004,23.04375,50700901.631578945,25558882.263157893,24713934.315789472,611612.1578947369,96767.26315789473,93006.57894736843,154.68894736842108,77.97947368421052,75.40263157894736,1.8652631578947372,2837.5789473684213,7245.0526315789475,0.022052631578947376,59.26,32776195.0,96.25399999999996,29.899999999999988,6.293000000000003,3.4069999999999987,26808.163999999997,0.10000000000000002,260.942,16.740000000000002,1.0,42.39999999999999,,1.8999999999999992,76.16000000000001,0.8100000000000003,,,,,7245.0526315789475,0.022052631578947376,93006.57894736843,2837.5789473684213,96767.26315789473,,,,,,,,,,,,
