,iso_code,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
2838,NAM,2021-11,129022.5,7.45,9.1999,3562.7,0.65,0.7287000000000001,49866.774650000014,2.8792,3.5557500000000006,1376.9717999999998,0.25105000000000005,0.2816,0.47299999999999986,,,,,,,,,1210.6153846153845,763197.0666666667,294.9732,0.4679230769230769,1270.6666666666667,0.4911111111111111,0.007611111111111114,148.49444444444444,614863.0,339885.0,274978.0,,,2866.0,23.766666666666666,13.136666666666668,10.63,,1107.611111111111,1314.7777777777778,0.050944444444444466,32.641249999999985,2587344.0,3.078000000000001,22.0,3.5520000000000005,2.0850000000000004,9541.807999999999,13.400000000000002,243.811,3.939999999999999,9.699999999999998,34.2,44.600000000000016,,63.710000000000015,0.6460000000000002,,,,,1314.7777777777778,0.050944444444444466,2866.0,1107.611111111111,,,,,,,,,,,,,
2848,NCL,2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338918.6666666667,177279.33333333334,161639.33333333334,,,871.8666666666667,117.59333333333332,61.51,56.083333333333336,,3025.0,192.4,0.06666666666666668,,288217.0,15.342000000000006,33.39999999999999,9.954000000000004,6.489000000000001,,,,23.360000000000007,,,,,77.54999999999998,,,,,,192.4,0.06666666666666668,871.8666666666667,3025.0,,,,,,,,,,,,,
2869,NER,2021-11,6591.15,21.35,22.100049999999996,226.95,1.25,1.2356500000000001,262.27369999999996,0.84955,0.8793499999999996,9.030750000000001,0.0498,0.049100000000000005,1.325,,,,,,,,,,,,,,,,,963041.0,506083.0,456958.0,,,3842.214285714286,3.83,2.01,1.82,,152.92857142857142,436.0,0.002071428571428572,17.265000000000008,25130810.0,16.95499999999999,15.1,2.5529999999999995,1.378,926.0,44.5,238.339,2.420000000000001,0.10000000000000002,15.4,8.978,0.29999999999999993,62.42,0.3940000000000001,,,,,436.0,0.002071428571428572,3842.214285714286,152.92857142857142,,,,,,,,,,,,,
2891,NGA,2021-11,212894.1,78.55,86.18564999999998,2934.6,3.85,4.02865,1007.0644499999999,0.37165000000000004,0.4077,13.881599999999997,0.01825,0.019,0.738,,,,,,,,,,3416314.5,16.1605,,6645.666666666667,0.03126666666666668,0.014200000000000006,74.16666666666669,9015805.5,5822069.5,3193736.0,,88624.0,30414.166666666668,4.265,2.7525,1.5099999999999998,,143.77777777777777,15321.166666666666,0.007222222222222223,38.88999999999999,211400704.0,209.5880000000001,18.1,2.7509999999999994,1.4469999999999996,5338.453999999999,,181.01299999999995,2.420000000000001,0.5999999999999999,10.800000000000004,41.94899999999999,,54.69000000000002,0.5389999999999999,,,,,15321.166666666666,0.007222222222222223,30414.166666666668,143.77777777777777,88624.0,,,,,,,,,,,,
2912,NIC,2021-11,16819.55,30.05,29.25709999999999,209.65,0.15,0.14299999999999993,2509.4892499999996,4.4835,4.365199999999998,31.27985,0.02235,0.021000000000000005,0.6679999999999999,,,,,,,,,,,,,,,,,1674896.0,1249238.0,563164.0,,,26300.0,24.99,18.64,8.4,,3924.0,21769.0,0.325,8.33,6702379.0,51.667000000000016,27.300000000000004,5.444999999999998,3.5189999999999992,5321.444000000001,3.2000000000000006,137.01600000000002,11.47,,,,0.9,74.48,0.66,,,,,21769.0,0.325,26300.0,3924.0,,,,,,,,,,,,,
2937,NLD,2021-11,2298195.95,14520.45,12443.050000000001,19102.25,27.5,23.37135,133825.38695000001,845.5348,724.5666,1112.3358999999996,1.6014000000000004,1.3609499999999999,1.35,305.35714285714283,17.781,1221.357142857143,71.12028571428573,211.1175,12.2935,1297.286,75.5415,,14883319.5,866.665,,50662.142857142855,2.9500714285714293,0.1355,7.4,24242516.833333332,13137909.0,12589525.0,,,19268.41176470588,141.165,76.505,73.31,,1122.0588235294117,9138.785714285714,0.053285714285714304,45.76315789473684,17173094.0,508.544,43.20000000000002,18.779,11.881,48472.54500000001,,109.36100000000003,5.290000000000002,24.39999999999999,27.300000000000004,,3.3199999999999994,82.27999999999999,0.9439999999999994,21845.7,7.61,21.67,1272.088769,9138.785714285714,0.053285714285714304,19268.41176470588,1122.0588235294117,,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999999,0.0,0.02,0.0,111.0,0.0
2959,NOR,2021-11,223780.5,1708.05,1521.8214,944.55,4.95,3.95,40943.22909999999,312.5075,278.43475,172.81640000000002,0.90565,0.72285,1.3350000000000004,,,178.8,32.7136,25.457,4.6575,149.685,27.387,15067.8125,8182612.6875,1497.1035000000002,2.7567499999999994,13844.5,2.5329375,0.10162500000000001,9.875,7982112.94117647,4216542.764705882,3765570.1764705884,,3492.764705882353,3244.823529411765,146.04117647058823,77.14764705882352,68.89470588235292,,593.6470588235294,973.0588235294117,0.018,20.37,5465629.0,14.461999999999994,39.70000000000001,16.821000000000005,10.812999999999995,64800.057000000015,0.20000000000000004,114.31599999999999,5.3100000000000005,19.600000000000005,20.699999999999996,,3.6,82.40000000000002,0.9570000000000004,,,,,973.0588235294117,0.018,3244.823529411765,593.6470588235294,3492.764705882353,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,153.0,0.0
2982,NPL,2021-11,815926.95,310.85,333.59274999999997,11460.45,4.4,5.0642499999999995,27495.506299999997,10.475100000000001,11.2415,386.1999,0.14819999999999997,0.17070000000000005,0.772,,,,,,,,,6608.0,4480529.947368421,150.987,0.2228421052631579,6391.263157894737,0.21536842105263157,0.05483333333333336,18.899999999999995,16209277.666666666,8772842.333333334,7436435.333333333,,,54239.3125,54.620000000000005,29.563333333333333,25.06,,1827.75,13201.4375,0.04437500000000001,50.21666666666667,29674920.0,204.42999999999995,25.0,5.808999999999998,3.212000000000002,2442.804000000001,15.0,260.79700000000014,7.260000000000001,9.5,37.79999999999999,47.78200000000001,0.29999999999999993,70.77999999999999,0.6020000000000001,,,,,13201.4375,0.04437500000000001,54239.3125,1827.75,,,,,,,,,,,,,
3009,NZL,2021-11,8277.65,168.9,164.22129999999999,32.9,0.55,0.42144999999999994,1615.9079500000003,32.9715,32.05820000000001,6.4224499999999995,0.10729999999999999,0.08240000000000001,1.269,,,,,,,,,25866.23076923077,4328173.25,844.9169999999999,5.049538461538461,26312.78947368421,5.136526315789474,0.006111111111111113,164.0111111111111,7102588.294117647,3769906.117647059,3332682.1764705884,,23991.6875,25756.25,138.65235294117647,73.5935294117647,65.05823529411767,,5027.9,6875.0,0.13430000000000003,81.02,5122600.0,18.206,37.89999999999999,15.322,9.72,36085.843,,128.797,8.080000000000002,14.800000000000006,17.199999999999996,,2.61,82.28999999999999,0.9310000000000006,,,,,6875.0,0.13430000000000003,25756.25,5027.9,23991.6875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,209.0,0.0
3031,OMN,2021-11,304391.6,8.75,10.9784,4112.55,0.1,0.10724999999999998,58274.8783,1.6751,2.101899999999999,787.3357000000003,0.0191,0.020350000000000007,0.9559999999999998,,,,,,,,,,,,,,,,,5822656.0,3089635.0,2733021.0,,,8392.0,111.47,59.15,52.32,,1607.0,1441.0,0.028,39.81,5223376.0,14.979999999999999,30.7,2.354999999999999,1.5300000000000005,37960.70900000002,,266.342,12.610000000000005,0.5,15.6,97.40000000000003,1.6000000000000003,77.85999999999997,0.8130000000000003,,,,,1441.0,0.028,8392.0,1607.0,,,,,,,,,,,,,
3053,OWID_AFR,2021-11,8545220.15,4038.95,4115.56435,220075.35,162.65,168.4571,6221.55395,2.94065,2.9965000000000006,160.23115,0.11840000000000002,0.12275,,,,,,,,,,,,,,,,,,211047240.4,131523502.55,88688146.7,224582.55,1315677.8,1469725.35,15.366000000000003,9.575,6.456499999999998,0.016,1070.15,898692.75,0.06544999999999998,,1373486472.0,,,,,,,,,,,,,,,,,,,898692.75,0.06544999999999998,1469725.35,1070.15,1315677.8,,,,,,,,,,,,
3076,OWID_ASI,2021-11,80368793.5,92912.6,94312.44279999999,1191123.7,1445.9,1466.66425,17178.526900000004,19.859700000000004,20.15905,254.5982,0.3091,0.31355000000000005,,,,,,,,,,,,,,,,,,5006404439.25,2721393246.2,2084529564.25,64430532.35,21294669.6,21608219.6,107.00949999999997,58.16850000000001,44.55650000000001,1.3775000000000002,4618.65,6998271.95,0.14955000000000002,,4678444992.0,,,,,,,,,,,,,,,,,,,6998271.95,0.14955000000000002,21608219.6,4618.65,21294669.6,,,,,,,,,,,,
3087,OWID_CYN,2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565379.3333333334,277813.6666666667,265592.6666666667,56926.0,,1039.5263157894738,147.91333333333333,72.68333333333334,69.48333333333333,14.896666666666667,2719.6315789473683,132.47368421052633,0.034736842105263156,,,,,,,,,,,,,,,,,,,,,132.47368421052633,0.034736842105263156,1039.5263157894738,2719.6315789473683,,,,,,,,,,,,,
3098,OWID_ENG,2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37172.84210526316,0.06568421052631578,330508.1052631579,5844.526315789473,339519.1052631579,,,,,,,,,,,,
3121,OWID_EUN,2021-11,42341393.55,176737.35,157394.6929,813416.65,1512.55,1411.0929,94683.24779999998,395.2178,351.9638,1818.9514,3.3823499999999997,3.1554,,,,,,,,,,,,,,,,,,605219800.8,309786459.95,295295340.85,18673422.85,1228559.2,1149464.45,135.33750000000003,69.274,66.0335,4.1765,2570.45,287643.5,0.06434999999999999,,447189915.0,,,,,,,,,,,,,,,,,,,287643.5,0.06434999999999999,1149464.45,2570.45,1228559.2,,,,,,,,,,,,
3144,OWID_EUR,2021-11,68204038.75,288610.55,269890.59285,1345450.5,3750.35,3600.8785,91064.63235,385.3468,360.35224999999997,1796.4179,5.007300000000001,4.80795,,,,,,,,,,,,,,,,,,887341080.5,453278359.45,419737543.1,33865967.7,2736623.15,2609096.4,118.47599999999997,60.52050000000001,56.042500000000004,4.5215,3483.7,932608.05,0.1246,,748962983.0,,,,,,,,,,,,,,,,,,,932608.05,0.1246,2609096.4,3483.7,2736623.15,,,,,,,,,,,,
3167,OWID_HIC,2021-11,107942045.15,308952.2,281739.85005,1779933.95,2492.7,2329.4643,88846.29140000002,254.29630000000003,231.89805,1465.05035,2.05175,1.9173499999999997,,,,,,,,,,,,,,,,,,1732666726.15,881953631.9,803086413.15,76932941.5,3947792.5,4097090.0,142.61399999999998,72.59299999999999,66.1015,6.332000000000001,3372.2,929739.8,0.07665,,1214930230.0,,,,,,,,,,,,,,,,,,,929739.8,0.07665,4097090.0,3372.2,3947792.5,,,,,,,,,,,,
3189,OWID_INT,2021-11,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,OWID_KOS,2021-11,160900.2,11.85,13.5714,2978.9,0.25,0.22879999999999995,90286.0926,6.64945,7.615500000000002,1671.5529999999999,0.14025,0.12800000000000003,0.7979999999999998,,,,,,,,,1779.6,1287369.6,722.3828999999998,0.9987999999999999,1652.4705882352941,0.9272941176470588,0.00858823529411765,120.80588235294117,1586361.7692307692,843329.9166666666,743369.0769230769,,2547.2,2369.1111111111113,89.01615384615387,47.323333333333345,41.71230769230769,,1329.388888888889,488.5,0.027444444444444452,42.59000000000002,1782115.0,168.15500000000006,,,,9795.834,0.5999999999999999,,,,,,,,,,,,,488.5,0.027444444444444452,2369.1111111111113,1329.388888888889,2547.2,,,,,,,,,,,,
3232,OWID_LIC,2021-11,1364768.4,873.3,896.3213499999999,36741.2,39.95,38.2714,2051.8235500000005,1.3129000000000004,1.3475,55.237649999999995,0.06020000000000001,0.057450000000000015,,,,,,,,,,,,,,,,,,39757744.88888889,27437775.888888888,13984325.222222222,,607928.4444444445,536770.7222222222,5.977777777777779,4.125555555555556,2.102222222222222,,806.9444444444445,455553.1666666667,0.06844444444444445,,665149040.0,,,,,,,,,,,,,,,,,,,455553.1666666667,0.06844444444444445,536770.7222222222,806.9444444444445,607928.4444444445,,,,,,,,,,,,
3255,OWID_LMC,2021-11,62700652.1,58860.65,60519.435699999995,1123765.7,1668.4,1665.8072,18825.3356,17.67225,18.170449999999995,337.401,0.5009500000000001,0.5001,,,,,,,,,,,,,,,,,,2105247828.55,1343070030.4,759248190.75,3354790.9,12517500.65,13098039.1,63.20899999999999,40.324999999999996,22.7965,0.10000000000000002,3932.55,5116130.2,0.15360000000000001,,3330652550.0,,,,,,,,,,,,,,,,,,,5116130.2,0.15360000000000001,13098039.1,3932.55,12517500.65,,,,,,,,,,,,
3278,OWID_NAM,2021-11,56243047.7,93681.35,88448.51430000001,1143111.7,1517.95,1505.7714,94275.58205,157.03030000000004,148.2589,1916.1039000000005,2.54435,2.524,,,,,,,,,,,,,,,,,,712253680.25,372924870.7,317117072.45,31540379.15,1768016.6,2125867.35,119.39000000000001,62.5105,53.154999999999994,5.287000000000001,3563.5,640684.4,0.10754999999999999,,596581283.0,,,,,,,,,,,,,,,,,,,640684.4,0.10754999999999999,2125867.35,3563.5,1768016.6,,,,,,,,,,,,
3289,OWID_NIR,2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221.1052631578948,0.06442105263157896,10796.526315789473,5694.421052631579,12574.78947368421,,,,,,,,,,,,
3312,OWID_OCE,2021-11,278797.05,1720.45,1760.2858,2994.65,17.35,17.057199999999998,6450.655949999999,39.80685,40.72849999999998,69.28850000000003,0.4016,0.39475,,,,,,,,,,,,,,,,,,47254602.65,24908209.1,22200814.7,214780.85,175308.85,183729.85,109.33599999999998,57.63099999999999,51.36749999999999,0.497,4251.05,51972.55,0.12020000000000002,,43219954.0,,,,,,,,,,,,,,,,,,,51972.55,0.12020000000000002,183729.85,4251.05,175308.85,,,,,,,,,,,,
3334,OWID_SAM,2021-11,38570434.5,19243.95,18996.1571,1174019.7,380.45,379.88565,88818.73155,44.31430000000001,43.74365,2703.49405,0.87605,0.87485,,,,,,,,,,,,,,,,,,541241199.85,302968769.9,234592438.75,19587155.9,2414202.55,2616185.9,124.63499999999999,69.76650000000001,54.0215,4.510500000000001,6024.45,863683.05,0.19879999999999995,,434260137.0,,,,,,,,,,,,,,,,,,,863683.05,0.19879999999999995,2616185.9,6024.45,2414202.55,,,,,,,,,,,,
3345,OWID_SCT,2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.2631578947369,0.017842105263157902,34774.42105263158,6361.9473684210525,34868.0,,,,,,,,,,,,
3368,OWID_UMC,2021-11,80202839.0,131521.7,134367.95,2136334.75,3073.6,3105.1714499999994,31906.634599999998,52.32270000000001,53.45485,849.8859,1.22275,1.2352500000000002,,,,,,,,,,,,,,,,,,3527130523.55,1753942670.95,1590082410.45,69575666.1,12692027.95,12848641.35,140.31699999999998,69.77699999999997,63.25850000000001,2.7685,5111.45,3855488.7,0.15340000000000004,,2513672790.0,,,,,,,,,,,,,,,,,,,3855488.7,0.15340000000000004,12848641.35,5111.45,12692027.95,,,,,,,,,,,,
3379,OWID_WLS,2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.9473684210527,0.03526315789473686,15894.0,5013.789473684211,15586.263157894737,,,,,,,,,,,,
3402,OWID_WRL,2021-11,252211917.65,500207.85,477523.5572,5076790.6,7274.65,7138.7143,32027.049500000005,63.51865,60.6383,644.6745500000001,0.9237,0.9064000000000002,1.0500000000000003,,,,,,,,,,,,,,,,,7405542242.9,4006996957.9,3166865579.95,149863398.5,29704498.55,30612824.35,94.03999999999999,50.882999999999996,40.2145,1.9035,3887.4,10385912.85,0.13190000000000002,,7874965730.0,58.044999999999995,30.899999999999988,8.696,5.355000000000002,15469.206999999999,10.0,233.07000000000002,8.51,6.433999999999999,34.635,60.13000000000002,2.704999999999999,72.58,0.737,,,,,10385912.85,0.13190000000000002,30612824.35,3887.4,29704498.55,,,,,,,,,,,,
3424,PAK,2021-11,1278383.65,415.6,457.1286,28574.0,10.15,10.51425,5676.6609499999995,1.8455000000000001,2.0300000000000002,126.88270000000003,0.04505000000000001,0.04665000000000002,0.8709999999999999,,,,,,,,,42516.53846153846,21181325.375,94.0558125,0.1886153846153846,41851.0,0.1857894736842105,0.01116666666666667,93.19999999999999,115244099.875,76248644.875,46209284.6875,,841194.0833333334,853295.1052631579,51.17562499999999,33.85875,20.519999999999996,,3789.0526315789475,442946.6842105263,0.19673684210526315,31.94,225199929.0,255.573,23.5,4.495,2.7800000000000007,5034.708,4.0,423.03100000000006,8.349999999999998,2.799999999999999,36.70000000000001,59.606999999999985,0.5999999999999999,67.27,0.5570000000000002,,,,,442946.6842105263,0.19673684210526315,853295.1052631579,3789.0526315789475,841194.0833333334,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,426.0,0.0
3445,PAN,2021-11,474053.95,158.55,146.47155000000004,7335.5,1.85,1.6999499999999999,108192.393,36.185500000000005,33.4289,1674.1665999999998,0.4221500000000001,0.3879500000000001,0.9469999999999998,,,,,,,,,5274.0625,4116217.3529411764,939.4361764705882,1.2036875000000002,5090.611111111111,1.1618888888888885,0.028277777777777777,36.449999999999996,5496912.7894736845,2985661.6842105263,2390557.3157894737,120693.78947368421,5172.388888888889,4912.9,125.45526315789472,68.14105263157894,54.55947368421052,2.755263157894737,1121.35,972.3,0.022250000000000002,58.32999999999999,4381583.0,55.13300000000002,29.7,7.918000000000004,5.03,22267.037000000008,2.2,128.346,8.330000000000002,2.3999999999999995,9.900000000000002,,2.2999999999999994,78.51,0.8149999999999997,,,,,972.3,0.022250000000000002,4912.9,1121.35,5172.388888888889,,,,,,,,,,,,
3472,PER,2021-11,2211182.05,1054.15,968.8215,200539.3,29.35,28.25,66283.59800000001,31.5999,29.04200000000001,6011.4752499999995,0.8796999999999999,0.8466999999999999,1.0420000000000003,,,,,,,,,8961.333333333334,5951983.333333333,178.42,0.26833333333333337,11397.333333333334,0.3416666666666666,0.03933333333333333,25.400000000000002,37078565.76470588,20508464.411764707,16245667.94117647,324433.4117647059,198199.11764705883,208546.88235294117,111.14941176470587,61.47823529411765,48.69823529411765,0.9717647058823529,6251.588235294118,128679.17647058824,0.3857058823529412,61.11,33359415.0,25.12900000000001,29.100000000000012,7.150999999999999,4.454999999999999,12236.706000000004,3.5,85.75500000000004,5.950000000000002,4.799999999999999,,,1.6000000000000003,76.74,0.7769999999999997,205839.8,88.69,12.91,6170.365997,128679.17647058824,0.3857058823529412,208546.88235294117,6251.588235294118,198199.11764705883,0.0,0.0,4.17,0.0,0.0,0.0,91.67,0.0,0.0,3.12,111.0,0.0
3495,PHL,2021-11,2808865.2,1861.15,2349.9714,44945.55,186.55,183.47135,25294.402200000004,16.76005,21.162000000000003,404.74379999999996,1.6800000000000002,1.6521000000000001,0.5790000000000001,,,,,,,,,39969.8,21980344.133333333,197.9376,0.36000000000000004,41410.6,0.3729333333333333,0.06266666666666669,17.173333333333336,66564509.71428572,,29096038.75,,906784.8333333334,719061.6666666666,59.94285714285713,,26.200000000000003,,6475.333333333333,,,74.54,111046910.0,351.8729999999998,25.199999999999992,4.802999999999999,2.6610000000000005,7599.187999999997,,370.43699999999995,7.069999999999998,7.8,40.79999999999999,78.46299999999998,1.0,71.23,0.718,,,,,,,719061.6666666666,6475.333333333333,906784.8333333334,,,,,,,,,,,,
3499,PLW,2021-11,8.0,0.0,0.0,,,0.0,440.18900000000014,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.23699999999999,,,,13240.405000000002,,,15.889999999999992,7.7,22.699999999999992,,4.799999999999999,73.70000000000002,0.8260000000000002,,,,,,,,,,,,,,,,,,,,,
3520,PNG,2021-11,32171.45,215.35,231.17870000000002,420.8,5.7,4.9572,3527.9560999999994,23.6155,25.351249999999997,46.14525000000001,0.6251000000000001,0.5435500000000001,1.021,,,,,,,,,,,,,,,,,337131.0,254708.0,181283.0,,,3586.0,3.7,2.79,1.99,,393.0,5450.0,0.06,65.74,9119005.0,18.220000000000006,22.60000000000001,3.8079999999999985,2.1420000000000003,3823.194000000002,,561.494,17.65,23.5,48.79999999999998,,,64.5,0.5549999999999999,,,,,5450.0,0.06,3586.0,393.0,,,,,,,,,,,,,
3541,POL,2021-11,3158270.35,15060.85,12959.142849999998,78460.25,189.1,145.77855,83558.75725,398.46680000000003,342.8617,2075.8327,5.003000000000001,3.85685,1.502,,,10266.142857142857,271.6125,,,,,90290.73684210527,22564539.47368421,596.9929473684211,2.388842105263157,84808.26315789473,2.2438421052631576,0.15666666666666668,6.744444444444445,39741375.166666664,20421926.222222224,20108099.833333332,1470995.1666666667,82553.4375,65008.2,105.14388888888888,54.03,53.20000000000001,3.8916666666666675,1719.8,16964.45,0.04475000000000002,41.669999999999995,37797000.0,124.02700000000002,41.79999999999999,16.762999999999998,10.202,27216.445,,227.33100000000005,5.909999999999998,23.300000000000008,33.10000000000001,,6.620000000000002,78.73,0.8800000000000002,,,,,16964.45,0.04475000000000002,65008.2,1719.8,82553.4375,0.0,0.0,0.0,0.0,0.0,0.0,99.97,0.0,0.03,0.0,111.0,0.0
3564,PRT,2021-11,1103050.15,1456.65,1246.2642,18231.5,7.65,6.757099999999999,108483.3303,143.25935,122.56825,1793.0408499999999,0.7523500000000001,0.66445,1.2319999999999998,64.85714285714286,6.378642857142857,376.14285714285717,36.993,,,63.698499999999996,6.2645,36922.294117647056,20211359.470588237,1987.7568823529411,3.6314117647058826,34301.35294117647,3.3734705882352944,0.03252941176470588,31.358823529411772,16280318.333333334,9041796.0,8906094.333333334,,,3937.4,160.11333333333334,88.92333333333333,87.58999999999999,,387.26666666666665,1673.0,0.01646666666666667,40.74,10167923.0,112.37100000000005,46.20000000000002,21.502000000000006,14.924000000000001,27936.896,0.5,127.84200000000006,9.849999999999998,16.300000000000004,30.0,,3.3899999999999997,82.04999999999998,0.8640000000000004,,,,,1673.0,0.01646666666666667,3937.4,387.26666666666665,,0.0,0.0,0.0,0.0,0.0,0.0,99.955,0.0,0.045,0.0,139.0,0.0
3585,PRY,2021-11,461597.05,59.6,57.18579999999999,16288.95,5.4,4.85715,63936.28849999999,8.2554,7.920900000000001,2256.1996,0.7481499999999999,0.67275,1.0130000000000001,,,,,,,,,1863.3333333333333,1912129.7222222222,264.8509444444445,0.25811111111111107,1861.9444444444443,0.258,0.02938888888888889,37.07777777777777,5661592.666666667,3129066.6666666665,2482125.3333333335,50400.666666666664,,30555.894736842107,78.41666666666667,43.339999999999996,34.38,0.7000000000000001,4232.263157894737,16975.57894736842,0.2351578947368421,35.19,7219641.0,17.144000000000002,26.5,6.378,3.8329999999999993,8827.01,1.6999999999999997,199.12800000000004,8.27,5.0,21.60000000000001,79.60200000000002,1.3000000000000003,74.25,0.7279999999999999,,,,,16975.57894736842,0.2351578947368421,30555.894736842107,4232.263157894737,,,,,,,,,,,,,
3606,PSE,2021-11,456116.8,247.65,250.15005000000002,4730.8,5.35,5.371550000000001,87332.58845000001,47.41745000000001,47.896249999999995,905.8052,1.0242500000000003,1.0285500000000003,0.6610000000000001,,,,,,,,,3283.1111111111113,,,0.6286111111111112,3330.9444444444443,0.6377222222222221,0.07649999999999997,13.23888888888889,2944638.0,1876152.0,1321529.0,,,11643.8,56.38,35.92,25.3,,2229.6,25876.4,0.4958,26.587142857142858,5222756.0,778.2019999999998,20.399999999999995,3.0429999999999997,1.7259999999999995,4449.898,1.0,265.90999999999997,10.590000000000002,,,,,74.04999999999998,0.7080000000000001,,,,,25876.4,0.4958,11643.8,2229.6,,,,,,,,,,,,,
3616,PYF,2021-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308672.5,158343.0,150329.5,,,468.4,109.25,56.045,53.205,,1657.6666666666667,139.06666666666666,0.049400000000000006,,282534.0,77.324,32.699999999999996,7.775000000000002,4.593000000000002,,,,22.63,,,,,77.66,,,,,,139.06666666666666,0.049400000000000006,468.4,1657.6666666666667,,,,,,,,,,,,,
3638,QAT,2021-11,240630.85,136.1,129.05705,611.0,0.05,0.07865,82111.88519999999,46.442200000000014,44.03895000000001,208.49499999999995,0.017050000000000003,0.026750000000000003,1.1689999999999998,,,,,,,,,,,,,,,,,4868708.277777778,,,,4038.25,3467.5,166.13666666666666,,,,1183.35,,,51.850000000000016,2930524.0,227.32200000000006,31.899999999999988,1.3069999999999997,0.6170000000000003,116935.60000000005,,176.69000000000003,16.52,0.8000000000000002,26.899999999999988,,1.1999999999999997,80.23,0.8480000000000002,,,,,,,3467.5,1183.35,4038.25,,,,,,,,,,,,
3660,ROU,2021-11,1720299.05,5636.7,6903.114249999999,51825.6,354.35,377.82849999999996,89937.24139999998,294.6867000000001,360.8948499999999,2709.44255,18.525299999999994,19.7529,0.735,1861.0,97.2930909090909,,,,,,,,15261455.75,797.869,,54002.92857142857,2.823357142857143,0.1504285714285714,6.764285714285714,13458689.444444444,7507373.0,6676088.777777778,,82247.4705882353,84279.1052631579,70.36333333333332,39.25,34.90277777777779,,4406.105263157895,42267.0,0.22100000000000006,57.41,19127772.0,85.12899999999998,43.0,17.85,11.69,23313.199000000008,5.700000000000002,370.94599999999997,9.740000000000002,22.89999999999999,37.10000000000001,,6.891999999999999,76.04999999999998,0.8279999999999997,,,,,42267.0,0.22100000000000006,84279.1052631579,4406.105263157895,82247.4705882353,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
3683,RUS,2021-11,8782106.55,37858.25,38288.857299999996,246475.9,1184.85,1170.8428,60187.6831,259.45949999999993,262.41055,1689.209,8.12015,8.024400000000002,1.041,,,,,,,,,560580.75,215754910.7777778,1478.6644444444446,3.8419999999999996,540210.7894736842,3.702315789473684,0.07138888888888889,14.08888888888889,112029655.22222222,59842177.88888889,50547330.666666664,2337275.222222222,878879.2941176471,687850.15,76.77833333333335,41.01277777777778,34.64333333333334,1.6016666666666666,4714.1,407412.5,0.27915,47.16812499999998,145912022.0,8.823000000000004,39.60000000000001,14.178,9.393,24765.954000000012,0.10000000000000002,431.2970000000002,6.180000000000002,23.39999999999999,58.299999999999976,,8.05,72.58,0.8240000000000001,,,,,407412.5,0.27915,687850.15,4714.1,878879.2941176471,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,111.0,0.0
